timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/27/13:19:42,6.424013,0.259625,0.183742,0.259625,0.183742,63,0,0
2026/01/27/13:19:43,7.427721,0.301156,0.233163,0.303687,0.236825,74,1,0
2026/01/27/13:19:44,8.427823,0.356344,0.284308,0.358719,0.291529,86,1,0
2026/01/27/13:19:45,9.427921,0.380031,0.316073,0.380031,0.316073,93,0,0
2026/01/27/13:19:46,10.428019,0.399969,0.330452,0.399969,0.330452,98,0,0
2026/01/27/13:19:47,11.428138,0.431094,0.372689,0.431094,0.372689,107,0,1
2026/01/27/13:19:48,12.428285,0.465656,0.413328,0.465656,0.413328,117,0,1
2026/01/27/13:19:49,13.428392,0.539062,0.448777,0.541031,0.450994,127,1,1
2026/01/27/13:19:50,14.428537,0.585125,0.509002,0.585125,0.509002,139,0,1
2026/01/27/13:19:51,15.428664,0.605875,0.545990,0.607469,0.552380,145,1,1
2026/01/27/13:19:52,16.428693,0.627156,0.589494,0.627156,0.589494,154,0,1
2026/01/27/13:19:53,17.428792,0.665906,0.623245,0.665906,0.623245,164,0,1
2026/01/27/13:19:54,18.428956,0.717688,0.669592,0.717688,0.669592,174,0,1
2026/01/27/13:19:55,19.429053,0.736938,0.694661,0.736938,0.694661,182,0,1
2026/01/27/13:19:56,20.429144,0.775906,0.714928,0.775906,0.714928,191,0,1
2026/01/27/13:19:57,21.429304,0.819438,0.747850,0.819438,0.747850,203,0,1
2026/01/27/13:19:58,22.429422,0.837531,0.790948,0.846688,0.792803,211,1,1
2026/01/27/13:19:59,23.429509,0.866563,0.812812,0.866563,0.812812,220,0,3
2026/01/27/13:20:00,24.429600,0.872844,0.817640,0.874812,0.821319,223,1,3
2026/01/27/13:20:01,25.429700,0.882875,0.828262,0.882875,0.828262,227,0,3
2026/01/27/13:20:02,26.429794,0.880906,0.824583,0.880906,0.824583,226,0,4
2026/01/27/13:20:03,27.429904,0.880906,0.824583,0.880906,0.824583,226,0,4
2026/01/27/13:20:04,28.430618,0.880906,0.824583,0.880906,0.824583,226,0,4
2026/01/27/13:20:05,29.430211,0.873031,0.815445,0.873031,0.815445,224,0,6
2026/01/27/13:20:06,30.430349,0.886719,0.839719,0.931531,0.849260,230,5,6
2026/01/27/13:20:07,31.430439,0.896406,0.849661,0.937187,0.855252,235,3,6
2026/01/27/13:20:08,32.430511,0.896406,0.849661,0.937187,0.855252,235,3,6
2026/01/27/13:20:09,33.430603,0.896406,0.849661,0.937187,0.855252,235,3,6
2026/01/27/13:20:10,34.430693,0.879281,0.823995,0.920063,0.829586,227,3,14
2026/01/27/13:20:11,35.430791,0.865969,0.816414,0.906750,0.822005,225,3,16
2026/01/27/13:20:12,36.430887,0.865969,0.816414,0.906750,0.822005,225,3,16
2026/01/27/13:20:13,37.430985,0.865969,0.816414,0.906750,0.822005,225,3,16
2026/01/27/13:20:14,38.431127,0.865969,0.816414,0.906750,0.822005,225,3,16
2026/01/27/13:20:15,39.431237,0.865969,0.816414,0.906750,0.822005,225,3,16
2026/01/27/13:20:16,40.431327,0.865969,0.816414,0.906750,0.822005,225,3,16
2026/01/27/13:20:17,41.431430,0.875750,0.837717,0.923656,0.871019,226,5,18
2026/01/27/13:20:18,42.431494,0.875750,0.837717,0.925625,0.874261,226,6,18
2026/01/27/13:20:19,43.431602,0.891281,0.851154,0.939187,0.884456,231,5,18
2026/01/27/13:20:20,44.431671,0.887719,0.837298,0.928500,0.842889,230,3,19
2026/01/27/13:20:21,45.431774,0.876906,0.829105,0.917687,0.834696,227,3,22
2026/01/27/13:20:22,46.431932,0.876906,0.829105,0.917687,0.834696,227,3,22
2026/01/27/13:20:23,47.432021,0.876906,0.829105,0.917687,0.834696,227,3,22
2026/01/27/13:20:24,48.432137,0.865688,0.823685,0.906469,0.829276,225,3,24
2026/01/27/13:20:25,49.432230,0.865688,0.823685,0.906469,0.829276,225,3,24
2026/01/27/13:20:26,50.432312,0.877844,0.825738,0.935344,0.837030,229,6,26
2026/01/27/13:20:27,51.432402,0.891750,0.839687,0.983594,0.854624,235,7,26
2026/01/27/13:20:28,52.432503,0.899844,0.857014,0.991688,0.871951,239,7,26
2026/01/27/13:20:29,53.432594,0.883469,0.841230,0.975313,0.856168,232,7,33
2026/01/27/13:20:30,54.432685,0.883469,0.841230,0.933156,0.890532,232,6,33
2026/01/27/13:20:31,55.432783,0.884531,0.844675,0.931250,0.879406,232,5,34
2026/01/27/13:20:32,56.432880,0.877844,0.841310,0.924562,0.876041,230,5,36
2026/01/27/13:20:33,57.432992,0.877844,0.841310,0.924562,0.876041,230,5,36
2026/01/27/13:20:34,58.433100,0.877844,0.841310,0.924562,0.876041,230,5,36
