timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/01/19/16:40:07,3.343889,0.233469,0.222431,0.233469,0.222431,17,13,5,6,0,0,0,0,0,0,0,0
2026/01/19/16:40:08,4.344043,0.279250,0.289704,0.279250,0.289704,19,15,8,9,0,0,0,0,0,0,0,0
2026/01/19/16:40:09,5.344194,0.303031,0.382285,0.303031,0.382285,22,18,8,14,0,0,0,0,0,0,0,0
2026/01/19/16:40:10,6.344285,0.352219,0.463090,0.353844,0.467851,25,22,11,14,0,0,0,1,0,0,0,0
2026/01/19/16:40:11,7.344382,0.412125,0.517727,0.416063,0.522409,33,24,11,16,1,0,0,0,0,0,0,0
2026/01/19/16:40:12,8.344452,0.467094,0.546411,0.473562,0.548213,35,28,13,18,0,0,1,0,0,0,0,0
2026/01/19/16:40:13,9.344571,0.536844,0.581994,0.536844,0.581994,36,33,18,18,0,0,0,0,0,0,0,0
2026/01/19/16:40:14,10.344675,0.589969,0.637415,0.589969,0.637415,42,38,19,18,0,0,0,0,0,0,0,0
2026/01/19/16:40:15,11.344744,0.619563,0.690368,0.619563,0.690368,47,40,20,21,0,0,0,0,0,0,0,0
2026/01/19/16:40:16,12.344835,0.654250,0.713633,0.656250,0.716969,48,45,22,23,1,0,0,0,0,0,0,0
2026/01/19/16:40:17,13.344915,0.689469,0.751364,0.707156,0.765933,49,47,25,27,0,1,1,0,0,0,0,0
2026/01/19/16:40:18,14.344990,0.711375,0.790162,0.734563,0.821148,49,50,32,27,2,1,0,0,0,0,0,0
2026/01/19/16:40:19,15.345071,0.729156,0.817471,0.754781,0.858988,50,52,35,28,3,1,0,0,0,0,0,0
2026/01/19/16:40:20,16.345206,0.768969,0.847069,0.794594,0.888586,55,52,36,31,3,1,0,0,0,0,0,0
2026/01/19/16:40:21,17.345337,0.768969,0.847069,0.797500,0.896285,55,52,36,31,4,1,0,0,0,0,0,0
2026/01/19/16:40:22,18.345433,0.768969,0.847069,0.797500,0.896285,55,52,36,31,4,1,0,0,0,0,0,0
2026/01/19/16:40:23,19.345515,0.771531,0.849967,0.800063,0.899184,56,52,36,31,4,1,0,0,0,0,0,0
2026/01/19/16:40:24,20.345657,0.774094,0.852866,0.802625,0.902082,57,52,36,31,4,1,0,0,0,0,0,0
2026/01/19/16:40:25,21.345750,0.774094,0.852866,0.802625,0.902082,57,52,36,31,4,1,0,0,0,0,0,0
2026/01/19/16:40:26,22.409666,0.774094,0.852866,0.802625,0.902082,57,52,36,31,4,1,0,0,0,0,0,0
