timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/01/19/18:13:27,4.557150,0.230437,0.224304,0.230437,0.224304,24,13,12,3,0,0,0,0,0,0,0,0
2026/01/19/18:13:28,5.557259,0.255406,0.251277,0.255406,0.251277,27,14,13,6,0,0,0,0,0,0,0,0
2026/01/19/18:13:29,6.557357,0.316000,0.313671,0.316000,0.313671,32,15,15,9,0,0,0,0,0,0,0,0
2026/01/19/18:13:30,7.557474,0.372250,0.342718,0.383906,0.344699,36,19,15,10,0,0,1,0,0,0,0,0
2026/01/19/18:13:31,8.557565,0.434531,0.364419,0.434531,0.364419,38,19,18,16,0,0,0,0,0,0,0,0
2026/01/19/18:13:32,9.557725,0.495000,0.426400,0.498219,0.428362,39,25,19,18,1,0,0,0,0,0,0,0
2026/01/19/18:13:33,10.557851,0.530656,0.454637,0.530656,0.454637,43,27,19,21,0,0,0,0,0,0,0,0
2026/01/19/18:13:34,11.557976,0.560250,0.489648,0.560250,0.489648,47,28,22,24,0,0,0,0,0,0,0,0
2026/01/19/18:13:35,12.558124,0.617750,0.522821,0.617750,0.522821,50,32,25,25,0,0,0,0,0,0,0,0
2026/01/19/18:13:36,13.558228,0.686375,0.549375,0.686375,0.549375,53,35,25,28,0,0,0,0,2,0,0,0
2026/01/19/18:13:37,14.558319,0.704656,0.574069,0.704656,0.574069,54,36,29,31,0,0,0,0,2,0,0,0
2026/01/19/18:13:38,15.558440,0.746188,0.646052,0.746188,0.646052,59,39,30,34,0,0,0,0,2,0,0,0
2026/01/19/18:13:39,16.558602,0.805719,0.658886,0.805719,0.658886,57,43,33,37,0,0,0,0,5,0,0,0
2026/01/19/18:13:40,17.558734,0.831344,0.685868,0.846156,0.713883,61,43,34,39,2,0,1,0,6,0,0,0
2026/01/19/18:13:41,18.558863,0.858625,0.706959,0.871750,0.733208,66,43,35,40,2,0,0,0,6,0,0,0
2026/01/19/18:13:42,19.558957,0.865281,0.713933,0.878406,0.740182,69,43,35,40,2,0,0,0,6,0,0,0
2026/01/19/18:13:43,20.559060,0.865281,0.713933,0.878406,0.740182,69,43,35,40,2,0,0,0,6,0,0,0
2026/01/19/18:13:44,21.559158,0.876812,0.722002,0.910563,0.751817,66,47,36,40,4,0,0,0,9,0,0,0
2026/01/19/18:13:45,22.559262,0.896813,0.746255,0.930562,0.776070,69,52,36,40,4,0,0,0,9,0,0,0
2026/01/19/18:13:46,23.559348,0.898156,0.750214,0.931906,0.780030,69,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:47,24.559445,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:48,25.559537,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:49,26.559708,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:50,27.559824,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:51,28.559906,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:52,29.560023,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:53,30.560161,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:54,31.560320,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:55,32.560463,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:56,33.560622,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:57,34.560717,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:58,35.560881,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:13:59,36.561037,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:14:00,37.561132,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:14:01,38.561249,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
2026/01/19/18:14:02,39.561412,0.901438,0.755734,0.935187,0.785550,70,52,36,40,4,0,0,0,12,0,0,0
