scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,0.0,0.1173,0.121,0.1556,0.1603,14.6667,4.6667,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,1.0001,0.2736,0.3195,0.2736,0.3195,37.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,1.0001,0.2312,0.198,0.2312,0.198,29.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,1.0001,0.2072,0.212,0.2072,0.212,27.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,2.0002,0.3204,0.3158,0.3239,0.3264,37.0,1.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,2.0002,0.3784,0.4778,0.3869,0.4809,49.0,1.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,2.0002,0.3135,0.249,0.3135,0.249,39.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,3.0003,0.4151,0.3898,0.4183,0.396,48.0,1.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,3.0003,0.475,0.5444,0.4782,0.5518,60.0,1.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,3.0004,0.4176,0.3042,0.4176,0.3042,51.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,4.0004,0.562,0.6204,0.5652,0.6473,69.0,1.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,4.0004,0.4912,0.4582,0.495,0.4641,58.0,1.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,4.0004,0.5018,0.3542,0.5018,0.3542,61.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,5.0005,0.5991,0.5244,0.5991,0.5244,71.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,5.0005,0.5732,0.4512,0.5732,0.4512,72.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,5.0005,0.6447,0.7277,0.6447,0.7277,80.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,6.0006,0.6613,0.5697,0.7491,0.5879,80.0,3.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,6.0007,0.6989,0.7562,0.7349,0.7716,86.0,2.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,6.0007,0.6892,0.5519,0.6932,0.557,83.0,1.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7.0008,0.6964,0.6448,0.8619,0.678,86.0,6.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7.0008,0.7701,0.6518,0.7811,0.6591,94.0,1.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7.0008,0.7527,0.826,0.7819,0.8311,97.0,1.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,8.0008,0.7549,0.684,0.9291,0.7239,93.0,7.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,8.0008,0.8249,0.6962,0.8249,0.6962,103.0,0.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,8.0009,0.8079,0.8715,0.8521,0.8921,106.0,3.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,9.0009,0.7636,0.6908,0.9291,0.7239,94.0,6.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,9.001,0.8387,0.8849,0.8772,0.9023,109.0,2.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,9.001,0.8499,0.7425,0.8499,0.7425,107.0,0.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,10.001,0.7377,0.6704,0.9032,0.7035,91.0,6.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,10.0011,0.8499,0.7425,0.8499,0.7425,107.0,0.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,10.0011,0.8387,0.8849,0.8772,0.9023,109.0,2.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,11.0011,0.7377,0.6704,0.9032,0.7035,91.0,6.0,3.0
