scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,0.0,0.2188,0.2195,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8408,2.1771,1.9118,3.3477,2.5559
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2792,0.2897,0.2897,19.002,15.0016,8.0009,9.001,51.0055,0.0,0.0,0.0,0.0,0.0,3.6653,1.5081,0.8676,2.6161,2.3348
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2609,0.2744,0.2744,19.0021,20.0023,19.0021,12.0014,70.0079,0.0,0.0,0.0,0.0,0.0,2.8954,2.7892,2.4139,2.918,2.7528
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2304,0.2243,0.2304,24.0028,13.0015,12.0014,3.0003,52.006,0.0,0.0,0.0,0.0,0.0,1.9618,2.234,2.454,4.5089,2.58
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0002,0.261,0.2611,0.2611,51.0047,27.0025,27.0025,9.0008,114.0105,0.0,0.0,0.0,0.0,0.0,1.9618,2.234,2.454,4.5089,2.58
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0002,0.2999,0.3803,0.3803,40.0041,33.0034,16.0016,23.0023,112.0114,0.0,0.0,0.0,0.0,0.0,3.6653,1.5081,0.8676,2.6161,2.3348
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0002,0.3049,0.328,0.328,44.0048,43.0047,38.0042,25.0027,150.0164,0.0,0.0,0.0,0.0,0.0,2.8954,2.7892,2.4139,2.918,2.7528
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0003,0.3502,0.4556,0.4556,65.0063,54.0052,27.0026,37.0036,183.0176,0.0,0.0,0.0,0.0,0.0,3.6653,1.5081,0.8676,2.6161,2.3348
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0003,0.3453,0.3576,0.3576,70.0073,68.0071,61.0064,42.0044,241.0253,0.0,0.0,0.0,0.0,0.0,2.8954,2.7892,2.4139,2.918,2.7528
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0006,0.3178,0.3153,0.3178,84.0172,42.0082,42.0081,18.0042,186.0377,0.0,0.0,0.0,0.0,0.0,1.9618,2.234,2.454,4.5089,2.58
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,4.0004,0.4093,0.5113,0.5113,97.0087,79.0071,38.0034,52.0047,266.0238,0.0,0.0,0.0,0.0,0.0,3.6653,1.5081,0.8676,2.6161,2.3348
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,4.0004,0.3735,0.421,0.421,98.0096,96.0094,89.0086,60.0058,343.0334,0.0,0.0,0.0,0.0,0.0,2.8954,2.7892,2.4139,2.918,2.7528
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,4.0006,0.3927,0.3491,0.3927,121.0199,61.0096,58.0093,29.005,269.0437,0.0,0.0,0.0,0.0,0.0,1.9618,2.234,2.454,4.5089,2.58
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,5.0005,0.4373,0.4476,0.4476,128.0117,127.0116,121.0109,79.0072,455.0413,0.0,0.0,0.0,2.0,2.0,2.8954,2.7892,2.4139,2.918,2.7528
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,5.0005,0.4628,0.5463,0.5463,132.0122,107.0099,51.0048,70.0065,360.0334,0.0,0.0,0.0,0.0,0.0,3.6653,1.5081,0.8676,2.6161,2.3348
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,5.0008,0.4541,0.3778,0.4541,160.0242,82.0119,76.0113,45.0068,363.0542,0.0,0.0,0.0,0.0,0.0,1.9618,2.234,2.454,4.5089,2.58
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,6.0005,0.4955,0.4834,0.4955,161.0144,161.0144,157.0139,98.0087,577.0514,0.0,0.0,0.0,2.0,2.0,2.8954,2.7892,2.4139,2.918,2.7528
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,6.0006,0.5337,0.5791,0.5791,168.0155,139.0128,69.0064,88.0081,464.0428,0.0,0.0,0.0,0.0,0.0,3.6653,1.5081,0.8676,2.6161,2.3348
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,6.0008,0.5051,0.4308,0.5051,201.0278,107.0141,95.0129,63.0083,466.0631,0.0,0.0,0.0,0.0,0.0,1.9618,2.234,2.454,4.5089,2.58
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,7.0007,0.5871,0.6355,0.6355,210.0194,177.0163,87.008,106.0098,580.0536,0.0,0.0,0.0,0.0,0.0,3.6653,1.5081,0.8676,2.6161,2.3348
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,7.0007,0.5173,0.5184,0.5184,196.0188,195.0187,198.0191,119.0114,708.068,0.0,0.0,0.0,2.0,2.0,2.8954,2.7892,2.4139,2.918,2.7528
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,7.0009,0.5356,0.4627,0.5356,244.0319,134.0167,114.0148,87.0106,579.0739,0.0,0.0,0.0,0.0,0.0,1.9618,2.234,2.454,4.5089,2.58
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,8.0008,0.5455,0.5402,0.5455,233.0219,232.0217,242.0227,141.0132,848.0796,0.0,0.0,0.0,2.0,2.0,2.8954,2.7892,2.4139,2.918,2.7528
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,8.0008,0.6169,0.6864,0.6864,257.0246,216.0206,107.0102,127.0121,707.0676,0.0,0.0,0.0,0.0,0.0,3.6653,1.5081,0.8676,2.6161,2.3348
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,8.001,0.5619,0.4919,0.5619,292.0365,162.0193,136.0169,111.0129,701.0855,0.0,0.0,0.0,0.0,0.0,1.9618,2.234,2.454,4.5089,2.58
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,9.0009,0.6504,0.7121,0.7121,305.0289,261.0247,129.0122,150.0142,845.0801,0.0,0.0,0.0,0.0,0.0,3.6653,1.5081,0.8676,2.6161,2.3348
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,9.0009,0.5748,0.5726,0.5748,275.0262,274.0261,286.0272,164.0156,999.0951,0.0,0.0,0.0,2.0,2.0,2.8954,2.7892,2.4139,2.918,2.7528
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,9.0011,0.6172,0.5191,0.6172,341.0411,194.0224,161.0192,138.0155,834.0982,0.0,0.0,0.0,0.0,0.0,1.9618,2.234,2.454,4.5089,2.58
