scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,0.0,0.2148,0.1956,0.2158,0.2001,52.3333,0.3333,0.0,0.2148,0.2158,52.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.2314,0.266,0.2314,0.266,58.0,0.0,0.0,0.266,0.266,58.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.2849,0.2183,0.2866,0.2256,71.0,1.0,0.0,0.2849,0.2866,71.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.2147,0.2026,0.2147,0.2026,50.0,0.0,0.0,0.2147,0.2147,50.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0002,0.3446,0.2759,0.3446,0.2759,83.0,0.0,0.0,0.3446,0.3446,83.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0002,0.2494,0.235,0.2527,0.2377,60.0,1.0,0.0,0.2494,0.2527,60.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0002,0.2588,0.3024,0.2588,0.3024,67.0,0.0,0.0,0.3024,0.3024,67.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0003,0.3108,0.2654,0.3108,0.2654,73.0,0.0,0.0,0.3108,0.3108,73.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0003,0.385,0.3259,0.385,0.3259,94.0,0.0,0.0,0.385,0.385,94.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0003,0.3034,0.3558,0.3052,0.3587,77.0,1.0,0.0,0.3558,0.3587,77.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4.0003,0.4128,0.3456,0.4128,0.3456,102.0,0.0,0.0,0.4128,0.4128,102.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4.0004,0.3782,0.3047,0.3782,0.3047,84.0,0.0,0.0,0.3782,0.3782,84.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4.0004,0.3516,0.369,0.3547,0.3716,82.0,1.0,0.0,0.369,0.3716,82.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,5.0004,0.4584,0.4016,0.4584,0.4016,112.0,0.0,0.0,0.4584,0.4584,112.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,5.0005,0.4363,0.3407,0.4403,0.3449,93.0,1.0,0.0,0.4363,0.4403,93.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,5.0006,0.3799,0.4031,0.3818,0.4063,93.0,1.0,0.0,0.4031,0.4063,93.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,6.0006,0.5025,0.4412,0.5052,0.4436,123.0,1.0,0.0,0.5025,0.5052,123.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,6.0006,0.4835,0.3879,0.4835,0.3879,103.0,0.0,0.0,0.4835,0.4835,103.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,6.0007,0.4153,0.4387,0.4177,0.4494,105.0,1.0,0.0,0.4387,0.4494,105.0,0.0
