scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,0.0,0.1999,0.2091,0.1999,0.2091,26.0,0.0,0.0,0.2091,0.2091,26.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,1.0001,0.3094,0.2451,0.3094,0.2451,38.0,0.0,0.0,0.3094,0.3094,38.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,1.0001,0.2616,0.2985,0.2616,0.2985,34.0,0.0,0.0,0.2985,0.2985,34.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,1.0001,0.3204,0.3158,0.3204,0.3158,37.0,0.0,0.0,0.3204,0.3204,37.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,2.0002,0.4151,0.3898,0.4151,0.3898,48.0,0.0,0.0,0.4151,0.4151,48.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,2.0002,0.3969,0.2894,0.3969,0.2894,47.0,0.0,0.0,0.3969,0.3969,47.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,2.0002,0.3578,0.4201,0.3578,0.4201,46.0,0.0,0.0,0.4201,0.4201,46.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,3.0002,0.4629,0.5321,0.4629,0.5321,58.0,0.0,0.0,0.5321,0.5321,58.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,3.0003,0.4912,0.4582,0.4912,0.4582,58.0,0.0,0.0,0.4912,0.4912,58.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,3.0003,0.4649,0.3299,0.477,0.3363,57.0,1.0,0.0,0.4649,0.477,57.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,4.0003,0.5527,0.5043,0.5527,0.5043,66.0,0.0,0.0,0.5527,0.5527,66.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,4.0004,0.5459,0.6135,0.5459,0.6135,68.0,0.0,0.0,0.6135,0.6135,68.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,4.0004,0.5576,0.409,0.5576,0.409,68.0,0.0,0.0,0.5576,0.5576,68.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,5.0004,0.6508,0.5369,0.6571,0.5412,74.0,1.0,0.0,0.6508,0.6571,74.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,5.0004,0.6397,0.7226,0.6447,0.7277,79.0,1.0,0.0,0.7226,0.7277,79.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,5.0005,0.6746,0.5332,0.6746,0.5332,81.0,0.0,0.0,0.6746,0.6746,81.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,6.0005,0.6938,0.7865,0.7559,0.8033,89.0,3.0,0.0,0.7865,0.8033,89.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,6.0006,0.734,0.5984,0.745,0.6057,90.0,1.0,0.0,0.734,0.745,90.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,6.0006,0.6939,0.5853,0.7596,0.6188,82.0,3.0,0.0,0.6939,0.7596,82.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7.0007,0.7733,0.6466,0.7733,0.6466,95.0,0.0,0.0,0.7733,0.7733,95.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7.0007,0.7771,0.6735,0.8874,0.6956,91.0,4.0,0.0,0.7771,0.8874,91.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7.0007,0.7502,0.8459,0.8088,0.8562,100.0,2.0,0.0,0.8459,0.8562,100.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,8.0008,0.8219,0.7008,0.8771,0.7118,99.5,2.0,0.0,0.8219,0.8771,99.5,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,8.0008,0.7684,0.8681,0.835,0.8823,103.0,3.0,0.0,0.8681,0.8823,103.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,9.0009,0.8343,0.8173,0.8635,0.8224,108.0,1.0,0.0,0.8343,0.8635,108.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,9.0032,0.8101,0.695,0.9205,0.7171,95.0,4.0,1.0,0.8101,0.9205,95.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,10.001,0.8187,0.892,0.8772,0.9023,109.0,2.0,0.0,0.892,0.9023,109.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,10.001,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0,0.8499,0.8499,107.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,10.0033,0.7929,0.6814,0.9032,0.7035,93.0,4.0,3.0,0.7929,0.9032,93.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,11.0011,0.8187,0.892,0.8772,0.9023,109.0,2.0,0.0,0.892,0.9023,109.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,11.0011,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0,0.8499,0.8499,107.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,11.0035,0.7929,0.6814,0.9032,0.7035,93.0,4.0,3.0,0.7929,0.9032,93.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,12.0012,0.8187,0.892,0.8772,0.9023,109.0,2.0,0.0,0.892,0.9023,109.0,0.0
