scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5842,0.1095,0.0991,0.0992,0.5595
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,1.0001,0.2096,0.2539,0.2539,17.0015,5.0004,3.0003,2.0002,27.0024,0.0,0.0,0.0,0.0,0.0,1.1552,0.1247,0.113,0.1153,0.4464
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,1.0001,0.205,0.2505,0.2505,11.0014,9.0011,5.0006,3.0004,28.0035,0.0,0.0,0.0,0.0,0.0,2.071,0.0687,0.0934,0.1071,0.6775
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,1.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265,0.1349,0.0909,0.0752,0.5546
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,2.0002,0.319,0.3469,0.3469,36.0032,16.0014,8.0007,4.0004,64.0057,0.0,0.0,0.0,0.0,0.0,1.1552,0.1247,0.113,0.1153,0.4464
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,2.0002,0.2571,0.3146,0.3146,23.0026,22.0025,15.0017,6.0007,66.0075,0.0,0.0,0.0,0.0,0.0,2.071,0.0687,0.0934,0.1071,0.6775
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,2.0003,0.3003,0.2612,0.3003,10.0015,9.0013,2.0003,6.0009,27.0039,0.0,0.0,0.0,0.0,0.0,1.5265,0.1349,0.0909,0.0752,0.5546
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,3.0003,0.3703,0.4019,0.4019,41.0042,38.0038,27.0027,10.001,116.0117,0.0,0.0,0.0,0.0,0.0,2.071,0.0687,0.0934,0.1071,0.6775
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,3.0003,0.4178,0.4223,0.4223,59.0068,28.0033,19.0024,7.0008,113.0134,0.0,0.0,0.0,0.0,0.0,1.1552,0.1247,0.113,0.1153,0.4464
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,3.0004,0.4394,0.4112,0.4394,27.0032,22.0026,5.0006,12.0015,66.0079,0.0,0.0,0.0,0.0,0.0,1.5265,0.1349,0.0909,0.0752,0.5546
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,4.0004,0.5108,0.5026,0.5108,86.0089,42.0044,32.0035,13.0013,173.0181,0.0,0.0,0.0,0.0,0.0,1.1552,0.1247,0.113,0.1153,0.4464
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,4.0004,0.4655,0.4705,0.4705,59.0061,55.0057,44.0046,19.002,177.0184,0.0,0.0,0.0,0.0,0.0,2.071,0.0687,0.0934,0.1071,0.6775
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,4.0005,0.5516,0.5724,0.5724,46.0053,37.0043,13.0015,20.0024,116.0136,0.0,0.0,0.0,0.0,0.0,1.5265,0.1349,0.0909,0.0752,0.5546
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,5.0005,0.632,0.6273,0.632,118.0129,57.0063,47.0053,22.0024,244.027,0.0,0.0,0.0,0.0,0.0,1.1552,0.1247,0.113,0.1153,0.4464
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,5.0006,0.5476,0.566,0.566,80.0096,76.0092,63.0077,30.0038,249.0304,0.0,0.0,0.0,0.0,0.0,2.071,0.0687,0.0934,0.1071,0.6775
