scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,0.0,0.2238,0.2088,0.2249,0.2105,54.3333,0.3333,0.0,0.2238,0.2249,54.3333,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.2346,0.22,0.2346,0.22,56.0,0.0,0.0,0.2346,0.2346,56.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.2407,0.2796,0.2407,0.2796,62.0,0.0,0.0,0.2796,0.2796,62.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0002,0.2887,0.2204,0.2887,0.2204,72.0,0.0,0.0,0.2887,0.2887,72.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0002,0.2782,0.2494,0.2845,0.2513,66.0,1.0,0.0,0.2782,0.2845,66.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0003,0.3446,0.2759,0.3446,0.2759,83.0,0.0,0.0,0.3446,0.3446,83.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0018,0.2668,0.3059,0.2668,0.3059,68.0,0.0,0.0,0.3059,0.3059,68.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0003,0.3356,0.2797,0.3502,0.2827,77.0,1.0,0.0,0.3356,0.3502,77.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0004,0.3815,0.3121,0.3885,0.32,93.0,1.0,0.0,0.3815,0.3885,93.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0019,0.3198,0.3613,0.3198,0.3613,79.0,0.0,0.0,0.3613,0.3613,79.0,0.0
