scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,0.0,0.23,0.2394,0.2332,0.2451,19.6667,14.3333,11.3333,6.6667,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1.0001,0.2304,0.2243,0.2329,0.2287,24.0,13.0,12.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1.0001,0.2938,0.3581,0.2938,0.3581,20.0,18.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1.0001,0.2748,0.2901,0.2792,0.2916,21.0,20.0,19.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2.0002,0.261,0.2611,0.2757,0.2642,27.0,14.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2.0002,0.3318,0.4312,0.3343,0.4338,23.0,20.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2.0002,0.3177,0.3302,0.3177,0.3302,25.0,23.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3.0003,0.3325,0.3195,0.3325,0.3195,34.0,16.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3.0003,0.3948,0.4866,0.3948,0.4866,28.0,24.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3.0003,0.3476,0.3649,0.3476,0.3649,28.0,25.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,4.0004,0.4238,0.5315,0.4238,0.5315,35.0,25.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
