scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,0.0,0.0801,0.0674,0.0801,0.0674,10.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,1.0001,0.3094,0.2451,0.3135,0.249,38.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,1.0001,0.189,0.247,0.2078,0.2534,28.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,1.0001,0.2072,0.212,0.2072,0.212,27.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,2.0002,0.2952,0.3178,0.3239,0.3264,37.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,2.0002,0.2949,0.3723,0.2949,0.3723,40.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,2.0002,0.4111,0.3006,0.4176,0.3042,50.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,3.0003,0.4066,0.38,0.4183,0.396,46.0,3.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,3.0003,0.5018,0.3542,0.5018,0.3542,61.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,3.0003,0.4073,0.4844,0.4073,0.4844,51.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,4.0003,0.4912,0.4582,0.495,0.4641,58.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,4.0004,0.5648,0.4293,0.5648,0.4293,70.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,4.0004,0.4873,0.5646,0.4873,0.5646,63.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,5.0004,0.5991,0.5244,0.5991,0.5244,71.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,5.0005,0.6844,0.5374,0.6844,0.5374,82.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,5.0005,0.5865,0.657,0.5898,0.6839,72.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,6.0006,0.7491,0.6249,0.7491,0.6249,92.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,6.0006,0.6613,0.5697,0.7491,0.5879,80.0,3.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,6.0006,0.7132,0.7471,0.7182,0.7523,84.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7.0006,0.773,0.8212,0.7767,0.8277,96.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7.0007,0.7223,0.6498,0.8619,0.678,87.0,5.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7.0007,0.791,0.6507,0.791,0.6507,96.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,8.0008,0.8278,0.7032,0.8278,0.7032,103.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,8.0008,0.7895,0.6958,0.9291,0.7239,95.0,5.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,8.0008,0.844,0.8785,0.8532,0.8907,107.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,9.0008,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,9.0009,0.7636,0.6754,0.9032,0.7035,92.0,5.0,3.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,9.0009,0.8679,0.8901,0.8772,0.9023,110.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,10.001,0.8679,0.8901,0.8772,0.9023,110.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,10.001,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,10.0434,0.7636,0.6754,0.9032,0.7035,92.0,5.0,3.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,11.001,0.8679,0.8901,0.8772,0.9023,110.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,11.0011,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,11.0436,0.7636,0.6754,0.9032,0.7035,92.0,5.0,3.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,12.0011,0.8633,0.7559,0.8633,0.7559,110.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,12.0012,0.8679,0.8901,0.8772,0.9023,110.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,12.0437,0.8724,0.6963,0.8724,0.6963,95.0,0.0,8.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,13.0012,0.9036,0.7925,0.9036,0.7925,118.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,13.0013,0.8772,0.9023,0.8772,0.9023,111.0,0.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,13.0437,0.9032,0.7035,0.9032,0.7035,97.0,0.0,8.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,14.0013,0.9133,0.8042,0.9292,0.8073,120.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,14.0013,0.8772,0.9023,0.8772,0.9023,111.0,0.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,14.0438,0.9032,0.7035,0.9032,0.7035,97.0,0.0,8.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,15.0014,0.9064,0.7962,0.9542,0.8057,118.0,3.0,3.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,15.0015,0.8772,0.9023,0.8772,0.9023,111.0,0.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,15.0439,0.9032,0.7035,0.9032,0.7035,97.0,0.0,8.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,16.0015,0.8872,0.7849,0.9351,0.7943,115.0,3.0,6.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,16.0016,0.8772,0.9023,0.8772,0.9023,111.0,0.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,16.044,0.9032,0.7035,0.9032,0.7035,97.0,0.0,8.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,17.0016,0.8872,0.7849,0.8872,0.7849,115.0,0.0,6.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,17.0016,0.8772,0.9023,0.8772,0.9023,111.0,0.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,17.0442,0.9032,0.7035,0.9032,0.7035,97.0,0.0,8.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,18.0017,0.8872,0.7849,0.8872,0.7849,115.0,0.0,6.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,18.0018,0.8772,0.9023,0.8772,0.9023,111.0,0.0,1.0
