scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,0.0,0.0201,0.0444,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1465,3.9781,3.2141,4.6175,4.6435
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,1.0002,0.0553,0.0622,0.0622,4.0007,0.0,0.0,1.0002,5.0008,0.0,0.0,0.0,0.0,0.0,3.0173,2.8446,2.3819,2.6812,2.7705
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,1.0002,0.2602,0.2367,0.2602,10.0017,7.0012,2.0003,6.001,25.0042,0.0,0.0,0.0,0.0,0.0,5.8744,2.866,3.3306,3.8744,4.1946
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,1.0002,0.2209,0.2651,0.2651,12.0025,10.002,6.0012,3.0006,31.0064,0.0,0.0,0.0,0.0,0.0,9.5479,6.2238,3.9299,7.2969,6.9653
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,2.0003,0.2602,0.2367,0.2602,20.0027,14.0019,4.0005,12.0016,50.0066,0.0,0.0,0.0,0.0,0.0,5.8744,2.866,3.3306,3.8744,4.1946
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,2.0003,0.2944,0.3443,0.3443,27.004,23.0034,17.0024,7.001,74.0107,0.0,0.0,0.0,0.0,0.0,9.5479,6.2238,3.9299,7.2969,6.9653
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,2.0003,0.2178,0.2713,0.2713,22.0035,5.0008,3.0005,3.0005,33.0052,0.0,0.0,0.0,0.0,0.0,3.0173,2.8446,2.3819,2.6812,2.7705
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,3.0004,0.2602,0.2367,0.2602,30.0036,21.0025,6.0007,18.0022,75.009,0.0,0.0,0.0,0.0,0.0,5.8744,2.866,3.3306,3.8744,4.1946
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,3.0004,0.3436,0.3654,0.3654,42.0055,16.0019,10.0012,5.0007,73.0092,0.0,0.0,0.0,0.0,0.0,3.0173,2.8446,2.3819,2.6812,2.7705
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,3.0004,0.3904,0.4368,0.4368,45.0062,39.0054,33.0043,12.0016,129.0176,0.0,0.0,0.0,0.0,0.0,9.5479,6.2238,3.9299,7.2969,6.9653
