scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,0.0,0.2147,0.203,0.2203,0.2053,52.3333,0.6667,0.0,0.2147,0.2203,52.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,1.0001,0.2437,0.2823,0.2437,0.2823,63.0,0.0,0.0,0.2823,0.2823,63.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,1.0001,0.277,0.1994,0.277,0.1994,67.0,0.0,0.0,0.277,0.277,67.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,1.0001,0.2328,0.2171,0.2328,0.2171,55.0,0.0,0.0,0.2328,0.2328,55.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,2.0002,0.2932,0.3285,0.2949,0.342,72.0,1.0,0.0,0.3285,0.342,72.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,2.0002,0.2752,0.2522,0.2752,0.2522,66.0,0.0,0.0,0.2752,0.2752,66.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,2.0003,0.3323,0.2645,0.3323,0.2645,80.0,0.0,0.0,0.3323,0.3323,80.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,3.0003,0.3566,0.3736,0.3591,0.3761,84.0,1.0,0.0,0.3736,0.3761,84.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,3.0003,0.3285,0.2706,0.3285,0.2706,75.0,0.0,0.0,0.3285,0.3285,75.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,3.0004,0.36,0.2961,0.36,0.2961,89.0,0.0,0.0,0.36,0.36,89.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,4.0004,0.3846,0.4082,0.3865,0.4106,95.0,1.0,0.0,0.4082,0.4106,95.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,4.0004,0.3798,0.3094,0.3928,0.3119,85.0,1.0,0.0,0.3798,0.3928,85.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,4.0006,0.4025,0.3332,0.4025,0.3332,97.0,0.0,0.0,0.4025,0.4025,97.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,5.0005,0.4491,0.3496,0.4491,0.3496,96.0,0.0,0.0,0.4491,0.4491,96.0,0.0
