scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,0.0,0.2107,0.1979,0.2118,0.1996,50.6667,0.3333,0.0,0.2107,0.2118,50.6667,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,1.0001,0.2975,0.223,0.2975,0.223,72.0,0.0,0.0,0.2975,0.2975,72.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,1.0001,0.2375,0.2722,0.2375,0.2722,60.0,0.0,0.0,0.2722,0.2722,60.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,1.0001,0.2212,0.2049,0.2212,0.2049,52.0,0.0,0.0,0.2212,0.2212,52.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,2.0002,0.3417,0.2764,0.3444,0.279,83.0,1.0,0.0,0.3417,0.3444,83.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,2.0002,0.2895,0.3133,0.2895,0.3133,70.0,0.0,0.0,0.3133,0.3133,70.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,2.0002,0.2577,0.2465,0.2639,0.2484,63.0,1.0,0.0,0.2577,0.2639,63.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,3.0003,0.385,0.3259,0.385,0.3259,94.0,0.0,0.0,0.385,0.385,94.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,3.0003,0.3125,0.267,0.3125,0.267,74.0,0.0,0.0,0.3125,0.3125,74.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,3.0003,0.3077,0.3613,0.3077,0.3613,79.0,0.0,0.0,0.3613,0.3613,79.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,4.0004,0.405,0.3356,0.405,0.3356,98.0,0.0,0.0,0.405,0.405,98.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,4.0004,0.3782,0.3047,0.3782,0.3047,84.0,0.0,0.0,0.3782,0.3782,84.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,4.0004,0.3742,0.396,0.3761,0.3984,90.0,1.0,0.0,0.396,0.3984,90.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,5.0005,0.4366,0.345,0.4437,0.3478,94.0,1.0,0.0,0.4366,0.4437,94.0,0.0
