scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,0.0,0.2396,0.246,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034,0.104,0.0985,0.0902,0.3958
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1.0001,0.2872,0.302,0.302,20.0022,15.0016,8.0009,11.0012,54.0059,0.0,0.0,0.0,0.0,0.0,1.1788,0.1111,0.0844,0.08,0.4501
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1.0001,0.2535,0.2488,0.2535,26.0029,14.0016,13.0014,6.0007,59.0065,0.0,0.0,0.0,0.0,0.0,0.7584,0.07,0.0768,0.0847,0.2945
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1.0001,0.2748,0.2901,0.2901,21.0025,20.0024,19.0023,13.0015,73.0087,0.0,0.0,0.0,0.0,0.0,1.165,0.1309,0.1343,0.1059,0.4429
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2.0002,0.316,0.3137,0.316,58.0051,29.0026,28.0025,15.0013,130.0114,0.0,0.0,0.0,0.0,0.0,0.7584,0.07,0.0768,0.0847,0.2945
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2.0002,0.3197,0.3357,0.3357,46.0049,43.0046,40.0043,27.0029,156.0167,0.0,0.0,0.0,0.0,0.0,1.165,0.1309,0.1343,0.1059,0.4429
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2.0003,0.3084,0.4124,0.4124,42.0054,33.0043,19.0025,25.0033,119.0155,0.0,0.0,0.0,0.0,0.0,1.1788,0.1111,0.0844,0.08,0.4501
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3.0003,0.3695,0.3387,0.3695,94.0081,47.0041,43.0037,25.0021,209.0181,0.0,0.0,0.0,0.0,0.0,0.7584,0.07,0.0768,0.0847,0.2945
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3.0003,0.3487,0.463,0.463,66.006,56.0049,30.0028,40.0036,192.0173,0.0,0.0,0.0,0.0,0.0,1.1788,0.1111,0.0844,0.08,0.4501
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3.0003,0.3481,0.3647,0.3647,74.0079,69.0074,63.0068,42.0045,248.0266,0.0,0.0,0.0,2.0,2.0,1.165,0.1309,0.1343,0.1059,0.4429
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,4.0003,0.4121,0.5177,0.5177,99.0081,80.0064,41.0035,56.0047,276.0226,0.0,0.0,0.0,0.0,0.0,1.1788,0.1111,0.0844,0.08,0.4501
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,4.0004,0.3932,0.3499,0.3932,132.0115,66.0058,59.0052,35.003,292.0256,0.0,0.0,0.0,0.0,0.0,0.7584,0.07,0.0768,0.0847,0.2945
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,4.0004,0.3797,0.4214,0.4214,102.0105,98.0101,93.0095,58.006,351.0361,0.0,0.0,0.0,2.0,2.0,1.165,0.1309,0.1343,0.1059,0.4429
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3,5.0004,0.4591,0.5449,0.5449,134.0112,107.0088,55.0047,74.0063,370.031,0.0,0.0,0.0,0.0,0.0,1.1788,0.1111,0.0844,0.08,0.4501
