scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,0.0,0.0713,0.0876,0.0733,0.0896,4.0,3.0,2.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,1.0001,0.1491,0.1919,0.1491,0.1919,11.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,1.0001,0.2832,0.3294,0.2832,0.3294,13.0,13.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,1.0002,0.2399,0.2309,0.2602,0.2367,9.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,2.0002,0.2547,0.3138,0.2547,0.3138,18.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,2.0002,0.379,0.4147,0.379,0.4147,18.0,16.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,2.0003,0.2602,0.2367,0.4081,0.3801,10.0,7.0,2.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,3.0003,0.4738,0.4926,0.4738,0.4926,18.0,17.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,3.0003,0.364,0.3887,0.364,0.3887,23.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,3.0004,0.2602,0.2367,0.5211,0.5215,10.0,7.0,2.0,6.0,8.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,4.0004,0.5558,0.588,0.5558,0.588,21.0,21.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,4.0005,0.4659,0.4575,0.4696,0.4625,24.0,13.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,4.0005,0.5933,0.7053,0.5966,0.7337,21.0,17.0,8.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,5.0005,0.6238,0.6622,0.6238,0.6622,25.0,23.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,5.0006,0.6323,0.8041,0.6671,0.8779,22.0,19.0,9.0,14.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,5.0007,0.5582,0.5605,0.5636,0.5651,28.0,15.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,6.0006,0.6824,0.693,0.6824,0.693,26.0,25.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,6.0008,0.6323,0.8041,0.6721,0.8831,22.0,19.0,9.0,14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,6.0008,0.6872,0.6674,0.7131,0.6724,36.0,16.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,7.0008,0.6992,0.7381,0.7284,0.8202,28.0,26.0,24.0,15.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,7.0009,0.8364,0.711,0.8517,0.7213,38.0,19.0,18.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,7.0009,0.6636,0.8639,0.6636,0.8639,23.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,8.0009,0.6992,0.7381,0.8193,0.8756,28.0,26.0,24.0,15.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,2.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,8.001,0.9161,0.7684,0.9161,0.7684,42.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,8.0011,0.6772,0.8889,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,9.0011,0.9206,0.773,0.9206,0.773,43.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,9.0013,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,9.0175,0.6992,0.7381,0.8193,0.8756,28.0,26.0,24.0,15.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,2.0
