scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,0.0,0.232,0.2158,0.233,0.2168,55.6667,0.3333,0.0,0.232,0.233,55.6667,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.2974,0.2459,0.2974,0.2459,76.0,0.0,0.0,0.2974,0.2974,76.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.2346,0.22,0.2346,0.22,56.0,0.0,0.0,0.2346,0.2346,56.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.257,0.2951,0.257,0.2951,66.0,0.0,0.0,0.2951,0.2951,66.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0002,0.2527,0.2377,0.2552,0.2421,61.0,1.0,0.0,0.2527,0.2552,61.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0002,0.2988,0.3466,0.2988,0.3466,75.0,0.0,0.0,0.3466,0.3466,75.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0003,0.3514,0.2837,0.3538,0.2909,86.0,1.0,0.0,0.3514,0.3538,86.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0002,0.3108,0.2654,0.3108,0.2654,73.0,0.0,0.0,0.3108,0.3108,73.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0003,0.3905,0.3296,0.3905,0.3296,95.0,0.0,0.0,0.3905,0.3905,95.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0004,0.3656,0.3838,0.3656,0.3838,87.0,0.0,0.0,0.3838,0.3838,87.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4.0003,0.3745,0.2939,0.3745,0.2939,83.0,0.0,0.0,0.3745,0.3745,83.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4.0005,0.3943,0.4175,0.3943,0.4175,99.0,0.0,0.0,0.4175,0.4175,99.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4.0005,0.4089,0.3402,0.4108,0.3421,100.0,1.0,0.0,0.4089,0.4108,100.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,5.0004,0.431,0.339,0.431,0.339,92.0,0.0,0.0,0.431,0.431,92.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,5.0006,0.4565,0.3947,0.4565,0.3947,111.0,0.0,0.0,0.4565,0.4565,111.0,0.0
