scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,0.0,0.0979,0.087,0.1183,0.1014,12.3333,2.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,1.0001,0.2553,0.2866,0.2596,0.2905,33.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,1.0001,0.1685,0.233,0.1718,0.2393,25.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,1.0001,0.2312,0.198,0.2312,0.198,29.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,2.0002,0.2779,0.334,0.2779,0.334,38.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,2.0003,0.3696,0.3618,0.3974,0.3703,43.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,2.0003,0.3094,0.2451,0.3135,0.249,38.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,3.0003,0.3869,0.4809,0.4073,0.4844,50.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,3.0003,0.4692,0.44,0.4802,0.4491,56.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,3.0004,0.4132,0.3002,0.4176,0.3042,50.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,4.0004,0.4782,0.5518,0.4814,0.5593,61.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,4.0005,0.5739,0.5115,0.5739,0.5115,68.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,4.0006,0.4921,0.3474,0.5018,0.3542,60.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,5.0005,0.5823,0.6535,0.5823,0.6535,71.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,5.0005,0.6545,0.5619,0.7422,0.58,78.0,3.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,5.0007,0.5648,0.4293,0.5699,0.4366,70.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,6.0006,0.6447,0.7277,0.7032,0.738,80.0,2.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,6.0006,0.6719,0.6006,0.7596,0.6188,82.0,3.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,6.0008,0.6844,0.5374,0.6844,0.5374,82.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,7.0007,0.7051,0.8024,0.7636,0.8127,92.0,2.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,7.0008,0.7473,0.659,0.8869,0.6872,89.0,5.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,7.0009,0.7491,0.6249,0.7561,0.6361,92.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,8.0008,0.7684,0.8681,0.8269,0.8784,103.0,2.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,8.0009,0.7895,0.6958,0.9291,0.7239,95.0,5.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,8.0011,0.8117,0.6755,0.8117,0.6755,101.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,9.0009,0.8187,0.892,0.8772,0.9023,109.0,2.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,9.001,0.7895,0.6958,0.9291,0.7239,95.0,5.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,9.0012,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,10.001,0.8178,0.8788,0.847,0.884,108.0,1.0,2.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,10.0011,0.7636,0.6754,0.9032,0.7035,92.0,5.0,3.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,10.0013,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,11.0011,0.847,0.884,0.8719,0.8913,109.0,1.0,2.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,11.0013,0.7636,0.6754,0.9032,0.7035,92.0,5.0,3.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,11.0014,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,12.0012,0.847,0.884,0.8719,0.8913,109.0,1.0,2.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,12.0014,0.8666,0.6715,0.8666,0.6715,94.0,0.0,8.0
