scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,0.0,0.0771,0.066,0.081,0.0829,9.6667,1.0,0.0,0.0771,0.0829,9.6667,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1.0001,0.3094,0.2451,0.3094,0.2451,38.0,0.0,0.0,0.3094,0.3094,38.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1.0001,0.1314,0.2142,0.1314,0.2142,21.0,0.0,0.0,0.2142,0.2142,21.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1.0001,0.2072,0.212,0.2072,0.212,27.0,0.0,0.0,0.212,0.212,27.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2.0002,0.3204,0.3158,0.3239,0.3264,37.0,1.0,0.0,0.3204,0.3264,37.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2.0002,0.4002,0.2929,0.4068,0.2966,48.0,1.0,0.0,0.4002,0.4068,48.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2.0002,0.2531,0.2793,0.2531,0.2793,33.0,0.0,0.0,0.2793,0.2793,33.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3.0003,0.4825,0.3406,0.4921,0.3474,59.0,1.0,0.0,0.4825,0.4921,59.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3.0003,0.4151,0.3898,0.4183,0.396,48.0,1.0,0.0,0.4151,0.4183,48.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3.0003,0.3539,0.4158,0.3539,0.4158,45.0,0.0,0.0,0.4158,0.4158,45.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4.0004,0.5511,0.3988,0.5548,0.409,67.0,1.0,0.0,0.5511,0.5548,67.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4.0004,0.4912,0.4582,0.495,0.4641,58.0,1.0,0.0,0.4912,0.495,58.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4.0004,0.438,0.5247,0.4629,0.5321,57.0,1.0,0.0,0.5247,0.5321,57.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5.0005,0.5991,0.5244,0.5991,0.5244,71.0,0.0,0.0,0.5991,0.5991,71.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5.0005,0.6681,0.523,0.6681,0.523,80.0,0.0,0.0,0.6681,0.6681,80.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5.0005,0.5116,0.5994,0.54,0.6081,66.0,1.0,0.0,0.5994,0.6081,66.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6.0005,0.6613,0.5697,0.7491,0.5879,80.0,3.0,0.0,0.6613,0.7491,80.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6.0006,0.6338,0.7172,0.6388,0.7223,78.0,1.0,0.0,0.7172,0.7223,78.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6.0006,0.7316,0.6074,0.7426,0.6147,90.0,1.0,0.0,0.7316,0.7426,90.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7.0006,0.7223,0.6498,0.8619,0.678,87.0,5.0,0.0,0.7223,0.8619,87.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7.0007,0.7463,0.7914,0.7463,0.7914,90.0,0.0,0.0,0.7914,0.7914,90.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7.0008,0.7669,0.6364,0.7669,0.6364,94.0,0.0,0.0,0.7669,0.7669,94.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,8.0008,0.7636,0.6754,0.9032,0.7035,92.0,5.0,0.0,0.7636,0.9032,92.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,8.0008,0.8072,0.8558,0.8072,0.8558,102.0,0.0,0.0,0.8558,0.8558,102.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,8.0009,0.8292,0.7038,0.836,0.7177,104.0,1.0,0.0,0.8292,0.836,104.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,9.0009,0.7636,0.6754,0.9032,0.7035,92.0,5.0,0.0,0.7636,0.9032,92.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,9.0009,0.8712,0.8969,0.8712,0.8969,110.0,0.0,0.0,0.8969,0.8969,110.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,9.001,0.8434,0.7324,0.8434,0.7324,106.0,0.0,0.0,0.8434,0.8434,106.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,10.001,0.8712,0.8969,0.8712,0.8969,110.0,0.0,0.0,0.8969,0.8969,110.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,10.0011,0.8653,0.7592,0.8653,0.7592,111.0,0.0,0.0,0.8653,0.8653,111.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,10.0641,0.7374,0.6598,0.877,0.688,89.0,5.0,3.0,0.7374,0.877,89.0,3.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,11.001,0.8712,0.8969,0.8712,0.8969,110.0,0.0,0.0,0.8969,0.8969,110.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,11.0012,0.8808,0.7747,0.8808,0.7747,114.0,0.0,0.0,0.8808,0.8808,114.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,11.0643,0.7609,0.6749,0.9006,0.7031,93.0,5.0,3.0,0.7609,0.9006,93.0,3.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,12.0011,0.8712,0.8969,0.8712,0.8969,110.0,0.0,0.0,0.8969,0.8969,110.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,12.0013,0.8808,0.7747,0.8808,0.7747,114.0,0.0,0.0,0.8808,0.8808,114.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,12.0644,0.8059,0.6632,0.9029,0.7002,93.0,9.0,9.0,0.8059,0.9029,93.0,9.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,13.0012,0.8712,0.8969,0.8712,0.8969,110.0,0.0,0.0,0.8969,0.8969,110.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,13.0014,0.8755,0.7678,0.8755,0.7678,113.0,0.0,1.0,0.8755,0.8755,113.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,13.0645,0.8319,0.6795,0.9761,0.7273,95.0,10.0,10.0,0.8319,0.9761,95.0,10.0
