scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,0.0,0.2139,0.2001,0.2139,0.2001,52.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2875,0.222,0.2891,0.2292,72.0,1.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2099,0.1941,0.2099,0.1941,48.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2437,0.2823,0.2437,0.2823,63.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0002,0.3466,0.2785,0.3466,0.2785,84.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0002,0.2489,0.2318,0.2514,0.2362,59.0,1.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0002,0.281,0.3102,0.2826,0.3237,69.0,1.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0003,0.387,0.3239,0.387,0.3239,94.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0003,0.3045,0.2636,0.3108,0.2654,72.0,1.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0003,0.3077,0.3613,0.3077,0.3613,79.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0004,0.3745,0.2939,0.3745,0.2939,83.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0004,0.4032,0.3349,0.4052,0.3368,99.0,1.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0004,0.3761,0.3984,0.3761,0.3984,91.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0004,0.4256,0.3372,0.4256,0.3372,91.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0005,0.406,0.4264,0.406,0.4264,103.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0005,0.4386,0.3803,0.4402,0.3835,109.0,1.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0005,0.462,0.3723,0.464,0.3741,99.0,1.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0006,0.4402,0.4771,0.4402,0.4771,115.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0006,0.4799,0.4313,0.4799,0.4313,121.0,0.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,7.0006,0.5057,0.4041,0.5057,0.4041,110.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,7.0007,0.5552,0.4672,0.5552,0.4672,131.0,0.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,7.0007,0.4771,0.5067,0.4771,0.5067,126.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,8.0007,0.5858,0.4731,0.5858,0.4731,122.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,8.0008,0.5917,0.5202,0.5966,0.5299,141.0,1.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,8.0008,0.5216,0.5404,0.5216,0.5404,137.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,9.0008,0.6428,0.516,0.6428,0.516,133.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,9.0008,0.6188,0.5773,0.6188,0.5773,151.0,0.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,9.001,0.5488,0.5882,0.5488,0.5882,149.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,10.0009,0.6667,0.5354,0.6667,0.5354,141.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,10.0009,0.6461,0.6064,0.6461,0.6064,161.0,0.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,10.0012,0.5956,0.6249,0.5977,0.6272,160.0,1.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,11.001,0.7208,0.5817,0.733,0.5841,153.0,1.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,11.001,0.6942,0.6539,0.6942,0.6539,171.0,0.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,11.0013,0.6276,0.6681,0.6276,0.6681,170.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,12.0011,0.7669,0.6067,0.7791,0.609,162.0,1.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,12.0012,0.7267,0.6841,0.7312,0.6878,178.0,2.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,12.0014,0.7037,0.7125,0.7037,0.7125,182.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,13.0013,0.8002,0.6524,0.8125,0.6547,172.0,1.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,13.0013,0.7712,0.7159,0.7712,0.7159,190.0,0.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,13.0015,0.7256,0.7367,0.7305,0.7776,189.0,3.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,14.0014,0.8354,0.6845,0.8575,0.6891,181.0,2.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,14.0014,0.8021,0.7342,0.8021,0.7342,198.0,0.0,2.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,14.0016,0.7553,0.7676,0.7833,0.8155,198.0,5.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,15.0014,0.8634,0.7335,0.8878,0.7424,192.0,3.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,15.0015,0.8292,0.7699,0.8292,0.7699,208.0,0.0,2.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,15.0017,0.7864,0.7837,0.8384,0.8669,204.0,8.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,16.0015,0.8791,0.7502,0.9012,0.7547,197.0,2.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,16.0016,0.8419,0.7876,0.8611,0.8109,214.0,4.0,2.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,16.0018,0.8007,0.7907,0.8526,0.8738,207.0,8.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,17.0016,0.8791,0.7502,0.9012,0.7547,197.0,2.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,17.0017,0.8637,0.8065,0.8761,0.8229,221.0,2.0,2.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,17.0019,0.8007,0.7907,0.8526,0.8738,207.0,8.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,18.0017,0.8827,0.7537,0.9066,0.76,199.0,3.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,18.0018,0.8704,0.8132,0.8828,0.8296,224.0,2.0,2.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,18.002,0.8007,0.7907,0.8526,0.8738,207.0,8.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,19.0018,0.8845,0.7554,0.9066,0.76,200.0,2.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,19.0019,0.8778,0.8204,0.8902,0.8367,227.0,2.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,19.0021,0.8007,0.7907,0.8526,0.8738,207.0,8.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,20.0019,0.9124,0.7681,0.9345,0.7727,207.0,2.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,20.002,0.8778,0.8204,0.8902,0.8367,227.0,2.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,20.0022,0.8007,0.7907,0.8526,0.8738,207.0,8.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,21.0019,0.9124,0.7681,0.9549,0.7763,207.0,4.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,21.0021,0.8778,0.8204,0.8902,0.8367,227.0,2.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,21.0023,0.8247,0.8047,0.8573,0.8925,211.0,8.0,4.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,22.002,0.9133,0.7692,0.9558,0.7774,208.0,4.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,22.0022,0.8778,0.8204,0.8902,0.8367,227.0,2.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,22.0024,0.8456,0.8357,0.8748,0.9216,219.0,7.0,4.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,23.0021,0.929,0.783,0.9922,0.8071,215.0,9.0,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,23.0023,0.8778,0.8204,0.8902,0.8367,227.0,2.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,23.0026,0.8358,0.8464,0.865,0.9322,220.0,7.0,5.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,24.0022,0.9395,0.8289,0.9968,0.8483,221.0,7.0,4.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,24.0024,0.8778,0.8204,0.8902,0.8367,227.0,2.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,24.0027,0.8167,0.8105,0.8459,0.8964,212.0,7.0,13.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,25.0023,0.9441,0.8442,1.0274,0.8672,222.0,9.0,7.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,25.0025,0.8778,0.8204,0.8902,0.8367,227.0,2.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,25.0028,0.809,0.806,0.8382,0.8919,210.0,7.0,15.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,26.0024,0.9405,0.8183,1.0238,0.8413,220.0,9.0,9.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,26.0026,0.8778,0.8204,0.8902,0.8367,227.0,2.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,26.0029,0.809,0.806,0.8382,0.8919,210.0,7.0,15.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,27.0025,0.9384,0.817,1.0168,0.8363,218.0,8.0,12.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,27.0027,0.8778,0.8204,0.8902,0.8367,227.0,2.0,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,27.003,0.809,0.806,0.8382,0.8919,210.0,7.0,15.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,28.0027,0.9365,0.8053,1.0149,0.8246,217.0,8.0,13.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,28.0028,0.8705,0.8119,0.8829,0.8283,225.0,2.0,5.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,28.0031,0.809,0.806,0.8382,0.8919,210.0,7.0,15.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,29.0028,0.9365,0.8053,1.0149,0.8246,217.0,8.0,13.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,29.0029,0.8722,0.8141,0.8846,0.8304,226.0,2.0,5.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,29.0467,0.809,0.806,0.8382,0.8919,210.0,7.0,15.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,30.0029,0.9365,0.8053,1.0149,0.8246,217.0,8.0,13.0
