scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,0.0,0.2115,0.2008,0.2187,0.2042,51.6667,1.0,0.0,0.2115,0.2187,51.6667,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,1.0001,0.2562,0.299,0.2562,0.299,66.0,0.0,0.0,0.299,0.299,66.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,1.0002,0.2172,0.2026,0.2172,0.2026,51.0,0.0,0.0,0.2172,0.2172,51.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,1.0002,0.2788,0.2045,0.2788,0.2045,68.0,0.0,0.0,0.2788,0.2788,68.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,2.0002,0.2988,0.3466,0.3006,0.3495,75.0,1.0,0.0,0.3466,0.3495,75.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,2.0002,0.2527,0.2377,0.2527,0.2377,61.0,0.0,0.0,0.2527,0.2527,61.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,2.0003,0.3373,0.2666,0.3373,0.2666,81.0,0.0,0.0,0.3373,0.3373,81.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,3.0002,0.3622,0.3787,0.3641,0.3807,86.0,1.0,0.0,0.3787,0.3807,86.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,3.0004,0.3389,0.2823,0.3389,0.2823,81.5,0.0,0.0,0.3389,0.3389,81.5,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,4.0003,0.3912,0.4148,0.3931,0.4181,98.0,1.0,0.0,0.4148,0.4181,98.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,4.0004,0.3745,0.2939,0.3745,0.2939,83.0,0.0,0.0,0.3745,0.3745,83.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,4.0005,0.3867,0.3233,0.3936,0.3311,95.0,1.0,0.0,0.3867,0.3936,95.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,5.0004,0.426,0.446,0.426,0.446,109.0,0.0,0.0,0.446,0.446,109.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,5.0005,0.431,0.339,0.435,0.3432,92.0,1.0,0.0,0.431,0.435,92.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,5.0006,0.4161,0.35,0.4215,0.3596,103.0,2.0,0.0,0.4161,0.4215,103.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,6.0005,0.4524,0.492,0.4524,0.492,121.0,0.0,0.0,0.492,0.492,121.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,6.0006,0.4835,0.3879,0.4917,0.3908,103.0,1.0,0.0,0.4835,0.4917,103.0,0.0
