scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,0.0,0.2164,0.205,0.2309,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.9204,,,,1.9204
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2328,0.2171,0.2328,55.0051,0.0,0.0,0.0,55.0051,0.0,,,,0.0,1.1059,,,,1.1059
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2462,0.2858,0.2858,64.0072,0.0,0.0,0.0,64.0072,0.0,,,,0.0,2.317,,,,2.317
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2788,0.2045,0.2788,68.0091,0.0,0.0,0.0,68.0091,0.0,,,,0.0,2.3383,,,,2.3383
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0002,0.2752,0.2522,0.2752,121.0109,0.0,0.0,0.0,121.0109,0.0,,,,0.0,1.1059,,,,1.1059
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0002,0.3157,0.2555,0.3157,147.0165,0.0,0.0,0.0,147.0165,0.0,,,,0.0,2.3383,,,,2.3383
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0003,0.2949,0.342,0.342,137.0185,0.0,0.0,0.0,137.0185,0.0,,,,0.0,2.317,,,,2.317
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0003,0.3449,0.2752,0.3449,198.0199,0.0,0.0,0.0,198.0199,0.0,,,,0.0,1.1059,,,,1.1059
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0003,0.367,0.2992,0.367,237.0254,0.0,0.0,0.0,237.0254,0.0,,,,0.0,2.3383,,,,2.3383
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0004,0.3585,0.3756,0.3756,222.027,0.0,0.0,0.0,222.027,0.0,,,,0.0,2.317,,,,2.317
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0004,0.3959,0.3156,0.3959,285.0255,0.0,0.0,0.0,285.0255,0.0,,,,0.0,1.1059,,,,1.1059
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0004,0.3975,0.328,0.3975,334.0345,0.0,0.0,0.0,334.0345,0.0,,,,0.0,2.3383,,,,2.3383
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0005,0.3883,0.4139,0.4139,319.0376,0.0,0.0,0.0,319.0376,0.0,,,,0.0,2.317,,,,2.317
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0005,0.4578,0.3554,0.4578,382.0356,0.0,0.0,0.0,382.0356,0.0,,,,0.0,1.1059,,,,1.1059
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0005,0.4215,0.3643,0.4215,440.0417,0.0,0.0,0.0,440.0417,0.0,,,,0.0,2.3383,,,,2.3383
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0006,0.4175,0.4412,0.4412,425.05,0.0,0.0,0.0,425.05,0.0,,,,0.0,2.317,,,,2.317
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0006,0.5002,0.3993,0.5002,490.0451,0.0,0.0,0.0,490.0451,0.0,,,,0.0,1.1059,,,,1.1059
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0006,0.4622,0.4115,0.4622,556.055,0.0,0.0,0.0,556.055,0.0,,,,0.0,2.3383,,,,2.3383
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0007,0.4437,0.4813,0.4813,542.0576,0.0,0.0,0.0,542.0576,0.0,,,,0.0,2.317,,,,2.317
