scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,0.0,0.211,0.1998,0.2117,0.2023,51.6667,0.3333,0.0,0.211,0.2117,51.6667,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.2212,0.2049,0.2252,0.2098,52.0,1.0,0.0,0.2212,0.2252,52.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0001,0.2407,0.2796,0.2407,0.2796,62.0,0.0,0.0,0.2796,0.2796,62.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1.0002,0.3012,0.2332,0.3012,0.2332,74.0,0.0,0.0,0.3012,0.3012,74.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0002,0.2552,0.2421,0.2577,0.2465,62.0,1.0,0.0,0.2552,0.2577,62.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0002,0.2826,0.3237,0.2826,0.3237,70.0,0.0,0.0,0.3237,0.3237,70.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2.0003,0.3529,0.2836,0.3529,0.2836,86.0,0.0,0.0,0.3529,0.3529,86.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0003,0.3108,0.2654,0.3108,0.2654,73.0,0.0,0.0,0.3108,0.3108,73.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0003,0.3223,0.3638,0.3223,0.3638,80.0,0.0,0.0,0.3638,0.3638,80.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3.0004,0.3936,0.3311,0.3936,0.3311,96.0,0.0,0.0,0.3936,0.3936,96.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4.0004,0.3745,0.2939,0.3782,0.3047,83.0,1.0,0.0,0.3745,0.3782,83.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4.0005,0.3787,0.4038,0.3787,0.4038,93.0,0.0,0.0,0.4038,0.4038,93.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4.0005,0.4161,0.3508,0.4161,0.3508,103.0,0.0,0.0,0.4161,0.4161,103.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,5.0005,0.4437,0.3478,0.4491,0.3496,95.0,1.0,0.0,0.4437,0.4491,95.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,5.0005,0.4088,0.4331,0.4088,0.4331,104.0,0.0,0.0,0.4331,0.4331,104.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,5.0006,0.4475,0.395,0.4503,0.3974,111.0,1.0,0.0,0.4475,0.4503,111.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,6.0006,0.4873,0.3922,0.4873,0.3922,105.0,0.0,0.0,0.4873,0.4873,105.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,6.0007,0.4411,0.4799,0.4411,0.4799,115.0,0.0,0.0,0.4799,0.4799,115.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,6.0007,0.497,0.4357,0.497,0.4357,122.0,0.0,0.0,0.497,0.497,122.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,7.0007,0.5419,0.4313,0.5419,0.4313,115.0,0.0,0.0,0.5419,0.5419,115.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,7.0008,0.4674,0.5068,0.4674,0.5068,125.0,0.0,0.0,0.5068,0.5068,125.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,7.0008,0.5602,0.4728,0.5602,0.4728,131.0,0.0,0.0,0.5602,0.5602,131.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,8.0008,0.6207,0.4837,0.6207,0.4837,126.0,0.0,0.0,0.6207,0.6207,126.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,8.0009,0.5153,0.5326,0.5153,0.5326,135.0,0.0,0.0,0.5326,0.5326,135.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,8.0009,0.5953,0.5219,0.5953,0.5219,141.0,0.0,0.0,0.5953,0.5953,141.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,9.0009,0.6464,0.5194,0.6464,0.5194,135.0,0.0,0.0,0.6464,0.6464,135.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,9.001,0.5494,0.5878,0.5513,0.5903,147.0,1.0,0.0,0.5878,0.5903,147.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,9.0011,0.6248,0.5781,0.6248,0.5781,151.0,0.0,0.0,0.6248,0.6248,151.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,10.001,0.6805,0.549,0.6805,0.549,145.0,0.0,0.0,0.6805,0.6805,145.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,10.0011,0.6421,0.6057,0.6421,0.6057,159.0,0.0,1.0,0.6421,0.6421,159.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,10.0011,0.5938,0.6224,0.5938,0.6224,159.0,0.0,0.0,0.6224,0.6224,159.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,11.0011,0.7306,0.5877,0.7306,0.5877,155.0,0.0,0.0,0.7306,0.7306,155.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,11.0012,0.6242,0.6656,0.6242,0.6656,169.0,0.0,0.0,0.6656,0.6656,169.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,11.0012,0.6986,0.6539,0.6986,0.6539,170.0,0.0,1.0,0.6986,0.6986,170.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,12.0012,0.7343,0.5901,0.7872,0.6242,156.0,10.0,0.0,0.7343,0.7872,156.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,12.0013,0.6396,0.6747,0.695,0.7104,173.0,8.0,0.0,0.6747,0.7104,173.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,12.0013,0.7274,0.6863,0.7296,0.6881,178.0,1.0,1.0,0.7274,0.7296,178.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,13.0013,0.7343,0.5901,0.8255,0.6605,156.0,20.0,0.0,0.7343,0.8255,156.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,13.0014,0.6396,0.6747,0.7302,0.753,173.0,18.0,0.0,0.6747,0.753,173.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,13.0014,0.7593,0.7099,0.7629,0.7117,187.0,1.0,1.0,0.7593,0.7629,187.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,14.0014,0.7343,0.5901,0.8683,0.7099,156.0,32.0,0.0,0.7343,0.8683,156.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,14.0015,0.6396,0.6747,0.7843,0.8166,173.0,30.0,0.0,0.6747,0.8166,173.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,14.0015,0.8069,0.7375,0.8069,0.7375,199.0,0.0,1.0,0.8069,0.8069,199.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,15.0016,0.6396,0.6747,0.8385,0.8668,173.0,39.0,0.0,0.6747,0.8668,173.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,15.0017,0.8339,0.775,0.8339,0.775,209.0,0.0,1.0,0.8339,0.8339,209.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,15.0098,0.7343,0.5901,0.9012,0.7547,156.0,43.0,0.0,0.7343,0.9012,156.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,16.0018,0.8444,0.7998,0.8594,0.8092,214.0,4.0,1.0,0.8444,0.8594,214.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,16.01,0.7788,0.6326,0.8933,0.7522,166.0,32.0,1.0,0.7788,0.8933,166.0,1.0
