scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,0.0,0.229,0.235,0.229,0.235,19.6667,14.0,11.6667,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,1.0001,0.2501,0.2431,0.2501,0.2431,25.0,14.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,1.0001,0.271,0.288,0.271,0.288,21.0,20.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,1.0001,0.289,0.3068,0.289,0.3068,21.0,15.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,2.0002,0.3115,0.307,0.3141,0.3093,31.0,14.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,2.0002,0.3197,0.3357,0.3197,0.3357,25.0,23.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,2.0002,0.3179,0.4098,0.3179,0.4098,22.0,19.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,3.0003,0.3852,0.483,0.3852,0.483,27.0,23.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,3.0004,0.3723,0.3427,0.3723,0.3427,36.0,19.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,3.0004,0.3522,0.3757,0.3538,0.3801,28.0,26.0,23.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,4.0004,0.4161,0.5224,0.4161,0.5224,34.0,24.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,4.0005,0.3907,0.4342,0.3907,0.4342,28.0,29.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,4.0005,0.4215,0.3587,0.4258,0.3606,38.0,19.0,18.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,5.0006,0.4775,0.5503,0.4775,0.5503,36.0,28.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,5.0006,0.4916,0.4244,0.4948,0.4264,39.0,25.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,5.0007,0.4549,0.4552,0.4549,0.4552,30.0,33.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,6.0007,0.5418,0.5881,0.5529,0.5943,37.0,33.0,18.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,6.0007,0.5268,0.4523,0.5268,0.4523,43.0,27.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
