scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,0.0,0.2162,0.2203,0.2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9247,2.1618,3.4918,2.8093,2.8228
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2348,0.2312,0.2348,25.0024,13.0012,12.0011,4.0004,54.0051,0.0,0.0,0.0,0.0,0.0,1.3505,2.0044,3.3342,2.5775,2.1752
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2748,0.2901,0.2901,21.0023,20.0022,19.0021,13.0014,73.0079,0.0,0.0,0.0,0.0,0.0,2.9937,2.8038,2.3886,3.6955,2.9096
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2758,0.2862,0.2862,19.0021,15.0017,8.0009,8.0009,50.0055,0.0,0.0,0.0,0.0,0.0,4.4297,1.6773,4.7525,2.1549,3.3836
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0002,0.2895,0.3303,0.3303,46.5044,30.5028,21.502,16.5015,115.0107,0.0,0.0,0.0,0.0,0.0,2.8901,1.8409,4.0434,2.3662,2.7794
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0002,0.3119,0.3311,0.3311,46.0053,43.005,39.0045,26.003,154.0178,0.0,0.0,0.0,0.0,0.0,2.9937,2.8038,2.3886,3.6955,2.9096
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0003,0.3383,0.3305,0.3383,88.0086,44.0043,42.0041,21.0021,195.0189,0.0,0.0,0.0,0.0,0.0,1.3505,2.0044,3.3342,2.5775,2.1752
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0003,0.3522,0.4631,0.4631,65.0064,55.0054,27.0027,36.0035,183.018,0.0,0.0,0.0,0.0,0.0,4.4297,1.6773,4.7525,2.1549,3.3836
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0003,0.3502,0.3715,0.3715,74.0074,68.0068,62.0062,43.0043,247.0247,0.0,0.0,0.0,0.0,0.0,2.9937,2.8038,2.3886,3.6955,2.9096
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,4.0004,0.4082,0.513,0.513,97.0088,79.0072,38.0035,52.0047,266.0241,0.0,0.0,0.0,0.0,0.0,4.4297,1.6773,4.7525,2.1549,3.3836
