scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,0.0,0.1406,0.1479,0.1406,0.1479,18.6667,0.0,0.0,0.1479,0.1479,18.6667,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,1.0001,0.3135,0.249,0.3135,0.249,39.0,0.0,0.0,0.3135,0.3135,39.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,1.0001,0.0,0.0,0.1733,0.1633,0.0,23.0,0.0,0.0,0.1733,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,1.0002,0.2736,0.3195,0.2821,0.3386,37.0,1.0,0.0,0.3195,0.3386,37.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,2.0002,0.4176,0.3042,0.4176,0.3042,51.0,0.0,0.0,0.4176,0.4176,51.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,2.0002,0.2475,0.272,0.2518,0.2759,31.0,1.0,0.0,0.272,0.2759,31.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,2.0002,0.3869,0.4809,0.3869,0.4809,50.0,0.0,0.0,0.4809,0.4809,50.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,3.0003,0.5018,0.3542,0.5018,0.3542,61.0,0.0,0.0,0.5018,0.5018,61.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,3.0003,0.3663,0.3556,0.3663,0.3556,42.0,0.0,0.0,0.3663,0.3663,42.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,3.0003,0.4814,0.5593,0.4814,0.5593,62.0,0.0,0.0,0.5593,0.5593,62.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,4.0004,0.5699,0.4366,0.5732,0.4512,71.0,1.0,0.0,0.5699,0.5732,71.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,4.0004,0.4615,0.4286,0.4615,0.4286,54.0,0.0,0.0,0.4615,0.4615,54.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,4.0005,0.5823,0.6535,0.5823,0.6535,71.0,0.0,0.0,0.6535,0.6535,71.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,5.0004,0.6892,0.5519,0.6932,0.557,83.0,1.0,0.0,0.6892,0.6932,83.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,5.0005,0.5379,0.5008,0.5379,0.5008,65.0,0.0,0.0,0.5379,0.5379,65.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,5.0006,0.6739,0.7328,0.7032,0.738,81.0,1.0,0.0,0.7328,0.738,81.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,6.0005,0.734,0.5984,0.734,0.5984,90.0,0.0,0.0,0.734,0.734,90.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,6.0005,0.6711,0.5593,0.6711,0.5593,77.0,0.0,0.0,0.6711,0.6711,77.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,6.0008,0.7094,0.773,0.7386,0.7782,88.0,1.0,0.0,0.773,0.7782,88.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,7.0006,0.7733,0.6466,0.7733,0.6466,95.0,0.0,0.0,0.7733,0.7733,95.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,7.0006,0.7118,0.6438,0.7962,0.6609,85.0,3.0,0.0,0.7118,0.7962,85.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,7.0008,0.7569,0.8311,0.7861,0.8362,98.0,1.0,0.0,0.8311,0.8362,98.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,8.0007,0.7669,0.6764,0.9032,0.7035,92.0,5.0,0.0,0.7669,0.9032,92.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,8.0007,0.8431,0.7286,0.8499,0.7425,106.0,1.0,0.0,0.8431,0.8499,106.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,8.001,0.8114,0.8804,0.8407,0.8856,106.0,1.0,0.0,0.8804,0.8856,106.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,9.0008,0.7669,0.6764,0.9032,0.7035,92.0,5.0,0.0,0.7669,0.9032,92.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,9.0008,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0,0.8499,0.8499,107.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,9.0011,0.8718,0.897,0.8718,0.897,110.0,0.0,1.0,0.897,0.897,110.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,10.0009,0.7669,0.6764,0.9032,0.7035,92.0,5.0,0.0,0.7669,0.9032,92.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,10.0009,0.8499,0.7425,0.8539,0.7457,107.0,1.0,0.0,0.8499,0.8539,107.0,0.0
