scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,0.0,0.2142,0.2011,0.2298,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,14.2137,,,,14.2137
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,1.0001,0.2212,0.2049,0.2212,52.0045,0.0,0.0,0.0,52.0045,0.0,,,,0.0,14.517,,,,14.517
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,1.0002,0.3037,0.2368,0.3037,75.0116,0.0,0.0,0.0,75.0116,0.0,,,,0.0,11.0418,,,,11.0418
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,1.0017,0.2314,0.266,0.266,58.0962,0.0,0.0,0.0,58.0962,0.0,,,,0.0,17.0825,,,,17.0825
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,2.0002,0.2527,0.2377,0.2527,113.0095,0.0,0.0,0.0,113.0095,0.0,,,,0.0,14.517,,,,14.517
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,2.0003,0.3587,0.2915,0.3587,162.024,0.0,0.0,0.0,162.024,0.0,,,,0.0,11.0418,,,,11.0418
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,2.0018,0.2746,0.3202,0.3202,127.1027,0.0,0.0,0.0,127.1027,0.0,,,,0.0,17.0825,,,,17.0825
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,3.0003,0.3108,0.2654,0.3108,186.0165,0.0,0.0,0.0,186.0165,0.0,,,,0.0,14.517,,,,14.517
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,3.0004,0.3936,0.3311,0.3936,258.0329,0.0,0.0,0.0,258.0329,0.0,,,,0.0,11.0418,,,,11.0418
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,3.0018,0.3052,0.3587,0.3587,205.1089,0.0,0.0,0.0,205.1089,0.0,,,,0.0,17.0825,,,,17.0825
