scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,0.0,0.2298,0.2166,0.2435,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.8307,,,,5.8307
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,1.0001,0.3037,0.2368,0.3037,75.0083,0.0,0.0,0.0,75.0083,0.0,,,,0.0,5.9704,,,,5.9704
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,1.0002,0.2439,0.2305,0.2439,59.0088,0.0,0.0,0.0,59.0088,0.0,,,,0.0,6.6869,,,,6.6869
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,1.0002,0.2542,0.2892,0.2892,65.0116,0.0,0.0,0.0,65.0116,0.0,,,,0.0,4.835,,,,4.835
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,2.0002,0.3518,0.2884,0.3518,161.0177,0.0,0.0,0.0,161.0177,0.0,,,,0.0,5.9704,,,,5.9704
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,2.0002,0.2982,0.259,0.2982,129.0147,0.0,0.0,0.0,129.0147,0.0,,,,0.0,6.6869,,,,6.6869
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,2.0003,0.2951,0.3314,0.3314,138.0208,0.0,0.0,0.0,138.0208,0.0,,,,0.0,4.835,,,,4.835
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,3.0003,0.3826,0.2927,0.3826,211.0197,0.0,0.0,0.0,211.0197,0.0,,,,0.0,6.6869,,,,6.6869
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,3.0003,0.3836,0.3217,0.3836,255.0273,0.0,0.0,0.0,255.0273,0.0,,,,0.0,5.9704,,,,5.9704
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,3.0004,0.3569,0.3761,0.3761,222.0303,0.0,0.0,0.0,222.0303,0.0,,,,0.0,4.835,,,,4.835
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,4.0004,0.4256,0.3372,0.4256,302.0277,0.0,0.0,0.0,302.0277,0.0,,,,0.0,6.6869,,,,6.6869
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,4.0005,0.3844,0.408,0.408,317.0369,0.0,0.0,0.0,317.0369,0.0,,,,0.0,4.835,,,,4.835
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,4.0005,0.4179,0.3542,0.4179,360.0451,0.0,0.0,0.0,360.0451,0.0,,,,0.0,5.9704,,,,5.9704
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,5.0005,0.4659,0.3763,0.4659,403.0374,0.0,0.0,0.0,403.0374,0.0,,,,0.0,6.6869,,,,6.6869
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,5.0006,0.4177,0.4494,0.4494,423.0438,0.0,0.0,0.0,423.0438,0.0,,,,0.0,4.835,,,,4.835
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,5.0006,0.4634,0.4102,0.4634,475.0599,0.0,0.0,0.0,475.0599,0.0,,,,0.0,5.9704,,,,5.9704
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,6.0006,0.5202,0.4055,0.5202,514.0547,0.0,0.0,0.0,514.0547,0.0,,,,0.0,6.6869,,,,6.6869
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,6.0007,0.4464,0.487,0.487,540.0564,0.0,0.0,0.0,540.0564,0.0,,,,0.0,4.835,,,,4.835
