scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,0.0,0.2129,0.1979,0.2257,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.7377,,,,5.7377
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2401,0.2756,0.2756,61.0033,0.0,0.0,0.0,61.0033,0.0,,,,0.0,6.628,,,,6.628
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2172,0.2026,0.2172,51.0054,0.0,0.0,0.0,51.0054,0.0,,,,0.0,4.9341,,,,4.9341
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2904,0.2276,0.2904,73.0081,0.0,0.0,0.0,73.0081,0.0,,,,0.0,5.6512,,,,5.6512
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0001,0.2912,0.3268,0.3268,132.0079,0.0,0.0,0.0,132.0079,0.0,,,,0.0,6.628,,,,6.628
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0002,0.3529,0.2836,0.3529,159.0147,0.0,0.0,0.0,159.0147,0.0,,,,0.0,5.6512,,,,5.6512
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0002,0.2552,0.2421,0.2552,113.0116,0.0,0.0,0.0,113.0116,0.0,,,,0.0,4.9341,,,,4.9341
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0002,0.3516,0.369,0.369,214.0141,0.0,0.0,0.0,214.0141,0.0,,,,0.0,6.628,,,,6.628
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0003,0.3171,0.2697,0.3171,188.0173,0.0,0.0,0.0,188.0173,0.0,,,,0.0,4.9341,,,,4.9341
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0003,0.3924,0.3237,0.3924,254.0249,0.0,0.0,0.0,254.0249,0.0,,,,0.0,5.6512,,,,5.6512
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0003,0.3818,0.4063,0.4063,308.023,0.0,0.0,0.0,308.023,0.0,,,,0.0,6.628,,,,6.628
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0004,0.4126,0.3499,0.4126,357.034,0.0,0.0,0.0,357.034,0.0,,,,0.0,5.6512,,,,5.6512
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0004,0.3762,0.2987,0.3762,272.0274,0.0,0.0,0.0,272.0274,0.0,,,,0.0,4.9341,,,,4.9341
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0004,0.4142,0.4392,0.4392,413.031,0.0,0.0,0.0,413.031,0.0,,,,0.0,6.628,,,,6.628
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0005,0.4587,0.4018,0.4587,471.0443,0.0,0.0,0.0,471.0443,0.0,,,,0.0,5.6512,,,,5.6512
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0006,0.4363,0.3407,0.4363,365.0416,0.0,0.0,0.0,365.0416,0.0,,,,0.0,4.9341,,,,4.9341
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0005,0.4438,0.4842,0.4842,530.0435,0.0,0.0,0.0,530.0435,0.0,,,,0.0,6.628,,,,6.628
