scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,1.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,1.0001,0.1672,0.2128,0.1672,0.2128,13.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2128,0.2128,22.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,1.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,2.0001,0.1776,0.194,0.1839,0.1989,6.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.1989,20.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,2.0002,0.2834,0.3224,0.2944,0.3301,18.0,10.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3224,0.3301,33.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,2.0003,0.2097,0.2537,0.2097,0.2537,12.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2537,0.2537,29.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,3.0003,0.3552,0.3399,0.3698,0.3452,13.0,10.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3552,0.3698,31.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,3.0004,0.364,0.3887,0.364,0.3887,23.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3887,0.3887,44.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,3.0005,0.2832,0.3294,0.2832,0.3294,13.0,13.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3294,0.3294,41.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,4.0003,0.481,0.456,0.481,0.456,17.0,14.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481,0.481,43.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,4.0005,0.4696,0.4625,0.4696,0.4625,25.0,13.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4696,0.4696,54.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,4.0006,0.379,0.4147,0.379,0.4147,18.0,16.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4147,0.4147,52.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,5.0004,0.5708,0.6254,0.5708,0.6254,20.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6254,0.6254,54.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,5.0006,0.5636,0.5651,0.5636,0.5651,29.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5651,0.5651,66.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,5.0007,0.486,0.4902,0.486,0.4902,18.0,18.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4902,0.4902,63.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,6.0006,0.6256,0.7472,0.6359,0.8333,22.0,17.0,9.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7472,0.8333,62.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,6.0007,0.7391,0.6774,0.7391,0.6774,36.0,18.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7391,0.7391,79.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,6.0008,0.5773,0.6196,0.5773,0.6196,23.0,22.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6196,0.6196,75.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,7.0007,0.6618,0.797,0.6721,0.8831,24.0,18.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.797,0.8831,66.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,7.0008,0.8517,0.7213,0.8517,0.7213,38.0,19.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8517,0.8517,89.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,7.0009,0.6718,0.6859,0.6779,0.689,26.0,24.0,23.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6859,0.689,87.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,8.0008,0.6669,0.8028,0.6772,0.8889,25.0,18.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8028,0.8889,67.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,8.0009,0.8902,0.748,0.8902,0.748,39.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8902,0.8902,93.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,8.0009,0.7126,0.7612,0.7213,0.8124,28.0,27.0,26.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7612,0.8124,96.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,9.0009,0.6721,0.8086,0.6824,0.8947,26.0,18.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8086,0.8947,68.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,9.001,0.8902,0.748,0.8902,0.748,39.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8902,0.8902,93.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,9.001,0.7979,0.8185,0.8193,0.8756,28.0,29.0,30.0,18.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8185,0.8756,105.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,10.0011,0.6721,0.8086,0.6824,0.8947,26.0,18.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8086,0.8947,68.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,10.0011,0.9266,0.7781,0.9679,0.7852,39.0,24.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9266,0.9679,98.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,10.0011,0.8106,0.8243,0.8193,0.8756,28.0,29.0,30.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8243,0.8756,106.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,11.0012,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,11.0012,0.8256,0.8354,0.8344,0.8867,31.0,29.0,30.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8354,0.8867,109.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,11.0012,0.952,0.8014,0.9932,0.8086,40.0,29.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.9932,104.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,12.0013,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,12.0014,0.952,0.8014,0.9932,0.8086,40.0,29.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.9932,104.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,12.0848,0.8397,0.8565,0.8484,0.9078,33.0,29.0,31.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8565,0.9078,112.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,13.0014,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,13.0015,0.952,0.8014,0.9932,0.8086,40.0,29.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.9932,104.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,13.0848,0.8397,0.8565,0.8484,0.9078,33.0,29.0,31.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8565,0.9078,112.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,14.0015,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,14.0016,0.952,0.8014,0.9932,0.8086,40.0,29.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.9932,104.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,14.0849,0.8292,0.8806,0.8384,0.9047,30.0,29.0,33.0,19.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8806,0.9047,111.0,6.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,15.0016,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,15.0017,0.952,0.8014,0.9932,0.8086,40.0,29.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.9932,104.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,15.085,0.8292,0.8806,0.8384,0.9047,30.0,29.0,33.0,19.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8806,0.9047,111.0,6.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,16.0018,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,16.0851,0.8292,0.8806,0.8384,0.9047,30.0,29.0,33.0,19.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8806,0.9047,111.0,6.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,17.0019,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,17.0852,0.8292,0.8806,0.8384,0.9047,30.0,29.0,33.0,19.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8806,0.9047,111.0,6.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,17.2386,0.952,0.8014,0.9932,0.8086,40.0,29.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.9932,104.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,18.002,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,18.0853,0.8292,0.8806,0.8384,0.9047,30.0,29.0,33.0,19.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8806,0.9047,111.0,6.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,19.0021,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,19.0855,0.8292,0.8806,0.8384,0.9047,30.0,29.0,33.0,19.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8806,0.9047,111.0,6.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,19.1503,0.9483,0.7977,0.9896,0.8048,40.0,28.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9483,0.9896,103.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,20.0022,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,20.088,0.8292,0.8806,0.8384,0.9047,30.0,29.0,33.0,19.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8806,0.9047,111.0,6.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,20.7423,0.9483,0.7977,0.9896,0.8048,40.0,28.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9483,0.9896,103.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,21.0024,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8947,0.8947,71.0,3.0
