scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,0.0,0.096,0.1244,0.1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6563,0.1047,0.1282,0.1028,1.1723
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,1.0001,0.2251,0.2743,0.2743,12.0009,10.0008,7.0005,3.0002,32.0024,0.0,0.0,0.0,0.0,0.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,1.0001,0.0796,0.0466,0.0796,0.0,0.0,2.0002,6.0007,8.001,0.0,0.0,0.0,0.0,0.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,1.0001,0.3299,0.3546,0.3546,19.0025,11.0015,6.0008,2.0003,38.0051,0.0,0.0,0.0,0.0,0.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,2.0002,0.4269,0.4371,0.4371,42.004,23.0022,18.0015,5.0005,88.0082,0.0,0.0,0.0,0.0,0.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,2.0002,0.2944,0.3443,0.3443,27.0032,23.0027,18.0022,7.0008,75.0089,0.0,0.0,0.0,0.0,0.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,2.0003,0.3612,0.3261,0.3612,12.002,11.0018,4.0006,12.0017,39.0061,0.0,0.0,0.0,0.0,0.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,3.0003,0.3904,0.4368,0.4368,45.0047,39.0041,34.0036,12.0013,130.0137,0.0,0.0,0.0,0.0,0.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,3.0004,0.5076,0.4962,0.5076,69.0081,37.0044,31.0036,10.0012,147.0173,0.0,0.0,0.0,0.0,0.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,3.0004,0.481,0.456,0.481,29.0036,25.0031,9.001,19.0024,82.0101,0.0,0.0,0.0,0.0,0.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,4.0004,0.5582,0.5605,0.5605,97.0105,52.0056,46.0048,17.0018,212.0227,0.0,0.0,0.0,0.0,0.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,4.0005,0.498,0.5222,0.5222,64.0079,57.0071,52.0065,23.0031,196.0245,0.0,0.0,0.0,0.0,0.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,4.0005,0.5708,0.6254,0.6254,49.0056,41.0047,17.0018,29.0034,136.0155,0.0,0.0,0.0,0.0,0.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,5.0005,0.6692,0.6459,0.6692,132.0142,68.0073,61.0064,26.0028,287.0307,0.0,0.0,0.0,0.0,0.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,5.0006,0.5946,0.6448,0.6448,88.0096,79.0087,71.0079,36.004,274.0303,0.0,0.0,0.0,0.0,0.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,5.0006,0.601,0.7643,0.7643,67.0073,60.0066,27.0028,43.0048,197.0215,3.0,0.0,0.0,0.0,3.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,6.0006,0.7984,0.7069,0.7984,170.0172,87.0088,77.0077,38.0037,372.0374,0.0,0.0,0.0,0.0,0.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,6.0006,0.6779,0.689,0.689,114.0118,103.0107,94.0099,51.0053,362.0376,0.0,0.0,0.0,2.0,2.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,6.0007,0.6311,0.8101,0.8101,86.0093,80.0087,38.004,57.0062,261.0282,4.0,0.0,0.0,0.0,4.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,7.0007,0.8796,0.7416,0.8796,208.0205,107.0106,95.0092,54.0051,464.0454,1.0,0.0,0.0,0.0,1.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,7.0007,0.7153,0.7884,0.7884,140.0141,131.0131,122.0123,66.0066,459.046,1.0,0.0,0.0,2.0,3.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,7.0008,0.6311,0.8101,0.8101,105.0122,100.0118,49.0057,71.0084,325.038,4.0,0.0,0.0,0.0,4.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,8.0008,0.9099,0.7667,0.9099,250.0234,127.012,113.0105,70.0062,560.052,1.0,0.0,0.0,0.0,1.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,8.0008,0.7624,0.8208,0.8208,166.0165,160.0158,152.0151,83.0082,561.0556,1.0,0.0,0.0,2.0,3.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,8.0009,0.6445,0.8334,0.8334,127.014,120.0134,60.0065,85.0095,392.0434,4.0,0.0,0.0,0.0,4.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,9.0009,0.9188,0.776,0.9188,294.0277,147.0139,131.0122,86.0078,658.0615,1.0,0.0,0.0,0.0,1.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,9.001,0.8097,0.8477,0.8477,192.0201,189.0198,184.0195,102.0108,667.0702,1.0,0.0,0.0,2.0,3.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,9.0011,0.6548,0.845,0.845,151.018,140.0167,71.0084,99.0118,461.0548,4.0,0.0,0.0,0.0,4.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,10.001,0.954,0.8007,0.954,336.035,172.0182,150.0155,102.0105,760.0793,3.0,0.0,0.0,0.0,3.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,10.0011,0.8097,0.8477,0.8477,218.0249,218.0252,216.0254,121.0143,773.0899,1.0,0.0,0.0,2.0,3.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,10.0013,0.6548,0.845,0.845,175.0221,160.0201,82.0103,113.0142,530.0668,4.0,0.0,0.0,0.0,4.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,11.0012,0.9717,0.8201,0.9717,379.0398,201.0215,169.0177,118.0123,867.0913,4.0,0.0,0.0,0.0,4.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,11.0012,0.8193,0.8756,0.8756,246.0268,247.0272,248.0276,140.0156,881.0972,1.0,0.0,0.0,2.0,3.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,11.0013,0.6824,0.8947,0.8947,201.0238,180.0215,93.011,127.0152,601.0714,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,12.0013,0.952,0.8014,0.952,419.0439,230.0244,188.0196,134.014,971.1019,8.0,0.0,0.0,0.0,8.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,12.0013,0.8792,0.9123,0.9123,281.03,276.0299,281.0307,159.0174,997.1079,1.0,0.0,0.0,2.0,3.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,12.0015,0.6824,0.8947,0.8947,227.028,200.0246,104.0127,141.0174,672.0827,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,13.0014,0.952,0.8014,0.952,459.0481,259.0275,207.0216,150.0157,1075.1129,8.0,0.0,0.0,0.0,8.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,13.0014,0.8831,0.92,0.92,317.0343,305.0333,314.0346,178.0196,1114.1217,1.0,0.0,0.0,2.0,3.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,13.0017,0.6824,0.8947,0.8947,253.0325,220.0281,115.0146,155.0198,743.095,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,14.0015,0.8831,0.92,0.92,353.0372,334.0356,347.0372,197.0211,1231.1312,1.0,0.0,0.0,2.0,3.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,14.0015,0.952,0.8014,0.952,499.0538,288.0317,226.0243,166.018,1179.1278,8.0,0.0,0.0,0.0,8.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,14.0017,0.6824,0.8947,0.8947,279.0348,240.0299,126.0156,169.021,814.1013,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,15.0016,0.8688,0.9167,0.9167,388.04,363.038,380.0399,216.0227,1347.1406,2.0,0.0,0.0,2.0,4.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,15.0016,0.952,0.8014,0.952,539.0574,317.0342,245.026,182.0194,1283.1369,8.0,0.0,0.0,0.0,8.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,15.0019,0.6824,0.8947,0.8947,305.0391,260.0332,137.0174,183.0233,885.113,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,16.0016,0.8688,0.9167,0.9167,423.041,392.0388,413.0409,235.0232,1463.1439,2.0,0.0,0.0,2.0,4.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,16.0021,0.6824,0.8947,0.8947,331.0431,280.0363,148.0191,197.0255,956.1241,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,16.0473,0.952,0.8014,0.952,580.8851,347.3593,264.8942,198.7505,1391.889,8.0,0.0,0.0,0.0,8.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,17.0017,0.8688,0.9167,0.9167,458.0444,421.0416,446.044,254.0251,1579.1551,2.0,0.0,0.0,2.0,4.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,17.0022,0.6824,0.8947,0.8947,357.0457,300.0382,159.0202,211.0269,1027.131,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,17.2533,0.952,0.8014,0.952,629.1268,382.3345,287.809,218.0471,1517.3174,8.0,0.0,0.0,0.0,8.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,18.0018,0.8484,0.9078,0.9078,491.0479,450.0446,479.0475,273.027,1693.167,4.0,0.0,0.0,2.0,6.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,18.0023,0.6824,0.8947,0.8947,383.0487,320.0406,170.0215,225.0285,1098.1393,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,18.7643,0.952,0.8014,0.952,689.5671,426.1538,316.5181,242.2233,1674.4623,8.0,0.0,0.0,0.0,8.0,2.3167,0.109,0.1238,0.0559,0.8248
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,19.0019,0.8484,0.9078,0.9078,524.0512,479.0475,512.0508,292.0289,1807.1784,4.0,0.0,0.0,2.0,6.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,19.0023,0.6824,0.8947,0.8947,409.0501,340.0416,181.0221,239.0293,1169.1431,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,20.002,0.8484,0.9078,0.9078,557.0539,508.05,545.0535,311.0305,1921.1879,4.0,0.0,0.0,2.0,6.0,6.0359,0.095,0.1244,0.1477,1.7643
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,20.0024,0.6824,0.8947,0.8947,435.0527,360.0437,192.0232,253.0307,1240.1503,7.0,0.0,0.0,0.0,7.0,2.6164,0.1101,0.1364,0.1049,0.9279
