scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,0.0,0.2364,0.2214,0.237,0.2224,58.0,0.3333,0.0,0.2364,0.237,58.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,1.0001,0.2346,0.22,0.2346,0.22,56.0,0.0,0.0,0.2346,0.2346,56.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,1.0001,0.3157,0.2555,0.3157,0.2555,79.0,0.0,0.0,0.3157,0.3157,79.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,1.0001,0.257,0.2951,0.257,0.2951,66.0,0.0,0.0,0.2951,0.2951,66.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,2.0002,0.367,0.2992,0.367,0.2992,90.0,0.0,0.0,0.367,0.367,90.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,2.0002,0.287,0.2557,0.287,0.2557,68.0,0.0,0.0,0.287,0.287,68.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,2.0002,0.2995,0.3512,0.2995,0.3512,75.0,0.0,0.0,0.3512,0.3512,75.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,3.0003,0.3644,0.3832,0.3644,0.3832,87.0,0.0,0.0,0.3832,0.3832,87.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,3.0003,0.3419,0.284,0.3419,0.284,79.0,0.0,0.0,0.3419,0.3419,79.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,3.0003,0.3936,0.3311,0.3936,0.3311,96.0,0.0,0.0,0.3936,0.3936,96.0,0.0
