scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,0.0,0.2273,0.2115,0.2273,0.2115,55.3333,0.0,0.0,0.2273,0.2273,55.3333,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,1.0001,0.2407,0.2796,0.2407,0.2796,62.0,0.0,0.0,0.2796,0.2796,62.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,1.0001,0.2849,0.2183,0.2849,0.2183,71.0,0.0,0.0,0.2849,0.2849,71.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,1.0002,0.2527,0.2377,0.2527,0.2377,61.0,0.0,0.0,0.2527,0.2527,61.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,2.0002,0.2928,0.3402,0.2946,0.3431,72.0,1.0,0.0,0.3402,0.3431,72.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,2.0003,0.3108,0.2654,0.3108,0.2654,73.0,0.0,0.0,0.3108,0.3108,73.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,2.0029,0.3373,0.2666,0.3373,0.2666,81.0,0.0,0.0,0.3373,0.3373,81.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,3.0003,0.3491,0.3664,0.3516,0.369,81.0,1.0,0.0,0.3664,0.369,81.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,3.0004,0.3745,0.2939,0.3745,0.2939,83.0,0.0,0.0,0.3745,0.3745,83.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,3.003,0.365,0.2967,0.367,0.2992,89.0,1.0,0.0,0.365,0.367,89.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,4.0004,0.3787,0.4001,0.3806,0.4034,92.0,1.0,0.0,0.4001,0.4034,92.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,4.0005,0.4381,0.3418,0.4381,0.3418,93.0,0.0,0.0,0.4381,0.4381,93.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,4.003,0.3936,0.3311,0.4025,0.3332,96.0,1.0,0.0,0.3936,0.4025,96.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,5.0005,0.4113,0.4317,0.4113,0.4317,104.0,0.0,0.0,0.4317,0.4317,104.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,5.0005,0.4816,0.3858,0.4816,0.3858,102.0,0.0,0.0,0.4816,0.4816,102.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,5.0031,0.4264,0.3665,0.4264,0.3665,108.0,0.0,0.0,0.4264,0.4264,108.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,6.0006,0.4411,0.4799,0.4411,0.4799,115.0,0.0,0.0,0.4799,0.4799,115.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,6.0006,0.5177,0.4233,0.5193,0.4342,113.0,1.0,0.0,0.5177,0.5193,113.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,6.0032,0.471,0.4219,0.471,0.4219,118.0,0.0,0.0,0.471,0.471,118.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,7.0007,0.4693,0.5008,0.473,0.5046,124.0,1.0,0.0,0.5008,0.5046,124.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,7.0007,0.6122,0.4775,0.6184,0.4808,124.0,1.0,0.0,0.6122,0.6184,124.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,7.0033,0.536,0.4508,0.536,0.4508,128.0,0.0,0.0,0.536,0.536,128.0,0.0
