scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,0.0,0.2211,0.2237,0.2276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3473,7.4753,4.9431,14.0245,8.9942
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,1.0001,0.2329,0.2287,0.2329,24.0022,13.0012,12.0011,4.0004,53.0049,0.0,0.0,0.0,0.0,0.0,3.242,3.7545,2.9034,2.5159,3.1943
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,1.0001,0.2534,0.2694,0.2694,19.0021,20.0022,18.002,12.0013,69.0077,0.0,0.0,0.0,0.0,0.0,19.6302,13.3636,3.775,36.5656,17.2092
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,1.0001,0.2846,0.2976,0.2976,19.0022,15.0017,8.0009,11.0013,53.0061,0.0,0.0,0.0,0.0,0.0,8.1697,5.3077,8.1509,2.9922,6.5791
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,2.0002,0.3088,0.3271,0.3271,44.0039,42.0038,38.0034,25.0023,149.0133,0.0,0.0,0.0,0.0,0.0,19.6302,13.3636,3.775,36.5656,17.2092
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,2.0002,0.2744,0.2709,0.2744,52.0051,27.0027,26.0026,11.0011,116.0115,0.0,0.0,0.0,0.0,0.0,3.242,3.7545,2.9034,2.5159,3.1943
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,2.0002,0.3048,0.39,0.39,41.0043,33.0035,17.0018,25.0026,116.0123,0.0,0.0,0.0,0.0,0.0,8.1697,5.3077,8.1509,2.9922,6.5791
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,3.0003,0.3326,0.3237,0.3326,84.0077,43.0039,41.0038,21.0019,189.0172,0.0,0.0,0.0,0.0,0.0,3.242,3.7545,2.9034,2.5159,3.1943
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,3.0003,0.3453,0.3576,0.3576,70.0066,67.0064,61.0058,42.004,240.0229,0.0,0.0,0.0,0.0,0.0,19.6302,13.3636,3.775,36.5656,17.2092
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,3.0003,0.3608,0.4697,0.4697,66.0068,56.0057,28.0029,40.0041,190.0195,0.0,0.0,0.0,0.0,0.0,8.1697,5.3077,8.1509,2.9922,6.5791
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,4.0003,0.3744,0.4254,0.4254,98.0083,94.008,90.0076,60.0051,342.029,0.0,0.0,0.0,0.0,0.0,19.6302,13.3636,3.775,36.5656,17.2092
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,4.0004,0.3971,0.351,0.3971,121.0116,62.0059,57.0055,33.0032,273.0262,0.0,0.0,0.0,0.0,0.0,3.242,3.7545,2.9034,2.5159,3.1943
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,4.0004,0.4088,0.5087,0.5087,98.0095,80.0078,39.0038,56.0055,273.0267,0.0,0.0,0.0,0.0,0.0,8.1697,5.3077,8.1509,2.9922,6.5791
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,5.0004,0.452,0.4577,0.4577,127.0107,126.0107,122.0102,81.0068,456.0384,0.0,0.0,0.0,0.0,0.0,19.6302,13.3636,3.775,36.5656,17.2092
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,5.0005,0.4451,0.374,0.4451,160.0146,82.0075,75.0069,49.0044,366.0334,0.0,0.0,0.0,0.0,0.0,3.242,3.7545,2.9034,2.5159,3.1943
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,5.0005,0.4736,0.5482,0.5482,133.0139,108.0113,53.0056,74.0077,368.0384,0.0,0.0,0.0,0.0,0.0,8.1697,5.3077,8.1509,2.9922,6.5791
