scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,0.0,0.053,0.0651,0.0651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3497,0.1208,0.1114,0.0956,0.4896
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,1.0001,0.2709,0.2399,0.2709,10.0012,8.001,2.0002,6.0007,26.0032,0.0,0.0,0.0,0.0,0.0,1.8142,0.1008,0.1161,0.0945,0.6459
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,1.0001,0.2417,0.2899,0.2899,18.0023,7.0009,3.0004,2.0003,30.0038,0.0,0.0,0.0,0.0,0.0,0.6837,0.0944,0.0983,0.0852,0.2773
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,1.0001,0.205,0.2505,0.2505,11.0014,9.0012,5.0007,3.0004,28.0037,0.0,0.0,0.0,0.0,0.0,1.5512,0.1672,0.1199,0.107,0.5455
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,2.0002,0.3569,0.3736,0.3736,39.0039,18.0018,11.001,4.0004,72.0071,0.0,0.0,0.0,0.0,0.0,0.6837,0.0944,0.0983,0.0852,0.2773
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,2.0002,0.4349,0.4059,0.4349,26.0028,21.0023,5.0005,12.0013,64.0069,0.0,0.0,0.0,0.0,0.0,1.8142,0.1008,0.1161,0.0945,0.6459
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,2.0003,0.2747,0.3178,0.3178,24.003,22.0028,15.0019,6.0008,67.0085,0.0,0.0,0.0,0.0,0.0,1.5512,0.1672,0.1199,0.107,0.5455
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,3.0003,0.4659,0.4575,0.4659,63.0065,31.0031,23.0023,8.0008,125.0127,0.0,0.0,0.0,0.0,0.0,0.6837,0.0944,0.0983,0.0852,0.2773
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,3.0003,0.5378,0.5475,0.5475,44.0048,36.004,13.0014,20.0022,113.0125,0.0,0.0,0.0,0.0,0.0,1.8142,0.1008,0.1161,0.0945,0.6459
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,3.0003,0.3708,0.395,0.395,41.0046,38.0042,28.003,10.0011,117.0129,0.0,0.0,0.0,0.0,0.0,1.5512,0.1672,0.1199,0.107,0.5455
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,4.0004,0.5513,0.5284,0.5513,91.0096,45.0047,38.004,14.0015,188.0198,0.0,0.0,0.0,0.0,0.0,0.6837,0.0944,0.0983,0.0852,0.2773
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,4.0005,0.4655,0.4705,0.4705,59.0066,55.0061,45.0049,19.0021,178.0197,0.0,0.0,0.0,0.0,0.0,1.5512,0.1672,0.1199,0.107,0.5455
