scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,0.0,0.2186,0.2024,0.2186,0.2024,52.3333,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,1.0001,0.2437,0.2823,0.2437,0.2823,63.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,1.0001,0.2849,0.2183,0.2849,0.2183,71.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,1.0002,0.2346,0.22,0.2346,0.22,56.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,2.0002,0.2932,0.3285,0.2949,0.342,72.0,1.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,2.0002,0.2814,0.2541,0.2814,0.2541,67.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,2.0002,0.3181,0.2627,0.3397,0.2738,80.0,2.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,3.0003,0.3535,0.371,0.356,0.3736,83.0,1.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,3.0003,0.3419,0.284,0.3419,0.284,79.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,3.0003,0.3725,0.3029,0.3725,0.3029,91.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,4.0003,0.3798,0.4049,0.3817,0.4073,93.0,1.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,4.0004,0.4218,0.3206,0.4218,0.3206,89.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,4.0005,0.405,0.3356,0.4069,0.3375,98.0,1.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,5.0004,0.4112,0.4367,0.4112,0.4367,104.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,5.0005,0.4419,0.3467,0.4419,0.3467,95.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,5.0006,0.4278,0.3737,0.4278,0.3737,108.0,0.0,1.0
