scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,0.0,0.2315,0.2127,0.2431,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.6868,,,,6.6868
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,1.0001,0.2328,0.2171,0.2328,55.0028,0.0,0.0,0.0,55.0028,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,1.0001,0.2912,0.224,0.2912,73.0087,0.0,0.0,0.0,73.0087,0.0,,,,0.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,1.0001,0.2562,0.299,0.299,66.009,0.0,0.0,0.0,66.009,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,2.0001,0.2695,0.25,0.2695,120.0092,0.0,0.0,0.0,120.0092,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,2.0002,0.349,0.2857,0.349,158.0157,0.0,0.0,0.0,158.0157,0.0,,,,0.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,2.0002,0.3008,0.3389,0.3389,142.0147,0.0,0.0,0.0,142.0147,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,3.0002,0.3202,0.2719,0.3202,196.0153,0.0,0.0,0.0,196.0153,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,3.0003,0.3656,0.3838,0.3838,229.0226,0.0,0.0,0.0,229.0226,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,3.0004,0.3905,0.3296,0.3905,253.0308,0.0,0.0,0.0,253.0308,0.0,,,,0.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,4.0003,0.3782,0.3047,0.3782,280.0217,0.0,0.0,0.0,280.0217,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,4.0004,0.391,0.4156,0.4156,327.0299,0.0,0.0,0.0,327.0299,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,4.0004,0.4179,0.3542,0.4179,358.0388,0.0,0.0,0.0,358.0388,0.0,,,,0.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,5.0004,0.4509,0.3612,0.4509,377.0307,0.0,0.0,0.0,377.0307,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,5.0005,0.426,0.446,0.446,436.0425,0.0,0.0,0.0,436.0425,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,5.0006,0.4634,0.4102,0.4634,473.0532,0.0,0.0,0.0,473.0532,0.0,,,,0.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,6.0005,0.4948,0.3988,0.4948,485.0397,0.0,0.0,0.0,485.0397,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,6.0006,0.4524,0.492,0.492,557.0507,0.0,0.0,0.0,557.0507,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,6.0006,0.5021,0.4443,0.5021,598.064,0.0,0.0,0.0,598.064,0.0,,,,0.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,7.0006,0.567,0.463,0.567,604.0512,0.0,0.0,0.0,604.0512,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,7.0007,0.505,0.52,0.52,688.0631,0.0,0.0,0.0,688.0631,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,7.0007,0.5672,0.4836,0.5672,733.0745,0.0,0.0,0.0,733.0745,0.0,,,,0.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,8.0007,0.6276,0.4964,0.6276,733.0644,0.0,0.0,0.0,733.0644,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,8.0007,0.5361,0.5712,0.5712,831.0749,0.0,0.0,0.0,831.0749,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,8.0008,0.6035,0.5378,0.6035,876.0862,0.0,0.0,0.0,876.0862,3.0,,,,3.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,9.0008,0.652,0.5231,0.652,870.0767,0.0,0.0,0.0,870.0767,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,9.0008,0.5679,0.6141,0.6141,986.0885,0.0,0.0,0.0,986.0885,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,9.0009,0.6271,0.587,0.6271,1028.0987,0.0,0.0,0.0,1028.0987,3.0,,,,3.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,10.0009,0.7031,0.563,0.7031,1019.0891,0.0,0.0,0.0,1019.0891,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,10.0009,0.6061,0.6348,0.6348,1150.1023,0.0,0.0,0.0,1150.1023,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,10.001,0.6529,0.6157,0.6529,1189.114,0.0,0.0,0.0,1189.114,3.0,,,,3.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,11.001,0.748,0.5941,0.748,1177.1046,0.0,0.0,0.0,1177.1046,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,11.0011,0.7056,0.6618,0.7056,1360.1312,0.0,0.0,0.0,1360.1312,3.0,,,,3.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,11.0012,0.6538,0.6766,0.6766,1324.1466,0.0,0.0,0.0,1324.1466,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,12.001,0.7843,0.6405,0.7843,1344.1179,0.0,0.0,0.0,1344.1179,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,12.0012,0.7337,0.692,0.7337,1539.1481,0.0,0.0,0.0,1539.1481,3.0,,,,3.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,12.0012,0.7185,0.7255,0.7255,1510.1623,0.0,0.0,0.0,1510.1623,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,13.0011,0.8108,0.6595,0.8108,1519.1281,0.0,0.0,0.0,1519.1281,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,13.0013,0.7618,0.7149,0.7618,1726.1656,0.0,0.0,0.0,1726.1656,3.0,,,,3.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,13.0013,0.7374,0.7445,0.7445,1702.178,0.0,0.0,0.0,1702.178,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,14.0012,0.849,0.7075,0.849,1706.1401,0.0,0.0,0.0,1706.1401,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,14.0014,0.8086,0.7429,0.8086,1925.1828,0.0,0.0,0.0,1925.1828,3.0,,,,3.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,14.0014,0.7687,0.7733,0.7733,1902.196,0.0,0.0,0.0,1902.196,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,15.0012,0.8834,0.7536,0.8834,1904.1549,0.0,0.0,0.0,1904.1549,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,15.0015,0.835,0.771,0.835,2133.2165,0.0,0.0,0.0,2133.2165,3.0,,,,3.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,15.0015,0.7974,0.7908,0.7974,2109.219,0.0,0.0,0.0,2109.219,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,16.0013,0.892,0.7604,0.892,2104.1711,0.0,0.0,0.0,2104.1711,0.0,,,,0.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,16.0016,0.8037,0.7934,0.8037,2317.2252,0.0,0.0,0.0,2317.2252,0.0,,,,0.0,5.8445,,,,5.8445
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,16.0016,0.8645,0.8169,0.8645,2351.2376,0.0,0.0,0.0,2351.2376,3.0,,,,3.0,5.7245,,,,5.7245
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,17.0014,0.8791,0.7502,0.8791,2301.1924,0.0,0.0,0.0,2301.1924,3.0,,,,3.0,8.4915,,,,8.4915
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,17.0016,0.8037,0.7934,0.8037,2525.2427,0.0,0.0,0.0,2525.2427,0.0,,,,0.0,5.8445,,,,5.8445
