scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,0.0,0.2248,0.2338,0.2338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6725,1.8717,2.8222,2.5409,2.4713
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2211,0.2219,0.2219,24.0019,12.0009,12.0009,3.0002,51.004,0.0,0.0,0.0,0.0,0.0,1.2965,1.7891,2.5495,2.7951,1.9565
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2544,0.2707,0.2707,19.0021,20.0023,18.002,11.0012,68.0077,0.0,0.0,0.0,0.0,0.0,2.6046,2.2876,2.1335,3.0653,2.4824
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2999,0.3803,0.3803,21.0027,18.0023,8.001,14.0018,61.0079,0.0,0.0,0.0,0.0,0.0,4.1166,1.5385,3.7835,1.7623,2.9751
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0002,0.3381,0.449,0.449,45.0046,39.004,19.0019,28.0029,131.0134,0.0,0.0,0.0,0.0,0.0,4.1166,1.5385,3.7835,1.7623,2.9751
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0002,0.2748,0.2901,0.2901,40.0049,40.0049,37.0046,24.003,141.0174,0.0,0.0,0.0,0.0,0.0,2.6046,2.2876,2.1335,3.0653,2.4824
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0004,0.261,0.2611,0.2611,51.0104,26.0054,27.0057,9.0021,113.0236,0.0,0.0,0.0,0.0,0.0,1.2965,1.7891,2.5495,2.7951,1.9565
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0003,0.3479,0.3695,0.3695,68.0061,64.0059,60.0055,41.0037,233.0211,0.0,0.0,0.0,0.0,0.0,2.6046,2.2876,2.1335,3.0653,2.4824
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0003,0.4,0.4966,0.4966,75.0077,63.0065,30.003,43.0045,211.0217,0.0,0.0,0.0,0.0,0.0,4.1166,1.5385,3.7835,1.7623,2.9751
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0005,0.3178,0.3153,0.3178,84.0133,41.0067,42.007,18.0029,185.0299,0.0,0.0,0.0,0.0,0.0,1.2965,1.7891,2.5495,2.7951,1.9565
