scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,0.0,0.2129,0.1979,0.2135,0.1989,51.0,0.3333,0.0,0.2129,0.2135,51.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2401,0.2756,0.2401,0.2756,61.0,0.0,0.0,0.2756,0.2756,61.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2172,0.2026,0.2212,0.2049,51.0,1.0,0.0,0.2172,0.2212,51.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,1.0001,0.2904,0.2276,0.3012,0.2332,73.0,1.0,0.0,0.2904,0.3012,73.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0001,0.2912,0.3268,0.2912,0.3268,71.0,0.0,0.0,0.3268,0.3268,71.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0002,0.3529,0.2836,0.3529,0.2836,86.0,0.0,0.0,0.3529,0.3529,86.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,2.0002,0.2552,0.2421,0.2552,0.2421,62.0,0.0,0.0,0.2552,0.2552,62.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0002,0.3516,0.369,0.3516,0.369,82.0,0.0,0.0,0.369,0.369,82.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0003,0.3171,0.2697,0.3202,0.2719,75.0,1.0,0.0,0.3171,0.3202,75.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,3.0003,0.3924,0.3237,0.3924,0.3237,95.0,0.0,0.0,0.3924,0.3924,95.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0003,0.3818,0.4063,0.3818,0.4063,94.0,0.0,0.0,0.4063,0.4063,94.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0004,0.4126,0.3499,0.4126,0.3499,103.0,0.0,0.0,0.4126,0.4126,103.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,4.0004,0.3762,0.2987,0.3762,0.2987,84.0,0.0,0.0,0.3762,0.3762,84.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0004,0.4142,0.4392,0.4142,0.4392,105.0,0.0,0.0,0.4392,0.4392,105.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0005,0.4587,0.4018,0.4587,0.4018,114.0,0.0,0.0,0.4587,0.4587,114.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,5.0006,0.4363,0.3407,0.4403,0.3449,93.0,1.0,0.0,0.4363,0.4403,93.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0005,0.4438,0.4842,0.4463,0.4862,117.0,1.0,0.0,0.4842,0.4862,117.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0006,0.4928,0.4302,0.5084,0.4323,122.0,1.0,0.0,0.4928,0.5084,122.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,6.0007,0.4835,0.3879,0.4835,0.3879,103.0,0.0,0.0,0.4835,0.4835,103.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,7.0005,0.4771,0.5067,0.4771,0.5067,126.0,0.0,0.0,0.5067,0.5067,126.0,0.0
