scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,0.0,0.1437,0.1493,0.1437,0.1493,19.0,0.0,0.0,0.1493,0.1493,19.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1.0001,0.3135,0.249,0.3135,0.249,39.0,0.0,0.0,0.3135,0.3135,39.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1.0001,0.2949,0.3723,0.2949,0.3723,40.0,0.0,0.0,0.3723,0.3723,40.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1.0002,0.1669,0.1572,0.1669,0.1572,22.0,0.0,0.0,0.1669,0.1669,22.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2.0002,0.2475,0.272,0.2475,0.272,31.0,0.0,0.0,0.272,0.272,31.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2.0002,0.4176,0.3042,0.4176,0.3042,51.0,0.0,0.0,0.4176,0.4176,51.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2.0002,0.4073,0.4844,0.4073,0.4844,51.0,0.0,0.0,0.4844,0.4844,51.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3.0003,0.3611,0.3519,0.3663,0.3556,41.0,1.0,0.0,0.3611,0.3663,41.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3.0003,0.4814,0.5593,0.4873,0.5646,62.0,1.0,0.0,0.5593,0.5646,62.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3.0003,0.5018,0.3542,0.5018,0.3542,61.0,0.0,0.0,0.5018,0.5018,61.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4.0004,0.4535,0.4189,0.4535,0.4189,53.0,0.0,0.0,0.4535,0.4535,53.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4.0004,0.5668,0.441,0.5668,0.441,71.0,0.0,0.0,0.5668,0.5668,71.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4.0004,0.5635,0.6455,0.5668,0.6724,70.0,1.0,0.0,0.6455,0.6724,70.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5.0005,0.6388,0.7223,0.6972,0.7326,79.0,2.0,0.0,0.7223,0.7326,79.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5.0005,0.5228,0.488,0.5379,0.5008,63.0,2.0,0.0,0.5228,0.5379,63.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5.0005,0.6868,0.5468,0.6868,0.5468,83.0,0.0,0.0,0.6868,0.6868,83.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6.0005,0.6772,0.7662,0.7425,0.7867,86.0,3.0,0.0,0.7662,0.7867,86.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6.0006,0.6314,0.5383,0.6606,0.5444,75.0,1.0,0.0,0.6314,0.6606,75.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6.0006,0.7276,0.5883,0.7276,0.5883,89.0,0.0,0.0,0.7276,0.7276,89.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7.0006,0.7284,0.8244,0.7869,0.8347,97.0,2.0,0.0,0.8244,0.8347,97.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7.0007,0.6825,0.6377,0.7962,0.6609,84.0,4.0,0.0,0.6825,0.7962,84.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7.0007,0.7846,0.6405,0.7846,0.6405,95.0,0.0,0.0,0.7846,0.7846,95.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,8.0007,0.7876,0.8764,0.8461,0.8867,106.0,2.0,0.0,0.8764,0.8867,106.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,8.0008,0.7377,0.6704,0.9032,0.7035,91.0,6.0,0.0,0.7377,0.9032,91.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,8.0009,0.8434,0.7324,0.8434,0.7324,106.0,0.0,0.0,0.8434,0.8434,106.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,9.0008,0.8128,0.8866,0.8712,0.8969,108.0,2.0,0.0,0.8866,0.8969,108.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,9.001,0.7377,0.6704,0.9032,0.7035,91.0,6.0,0.0,0.7377,0.9032,91.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,9.001,0.8434,0.7324,0.8434,0.7324,106.0,0.0,0.0,0.8434,0.8434,106.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,10.0009,0.8128,0.8866,0.8712,0.8969,108.0,2.0,0.0,0.8866,0.8969,108.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,10.0011,0.7374,0.6598,0.877,0.688,89.0,5.0,3.0,0.7374,0.877,89.0,3.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,10.0011,0.8653,0.7592,0.8653,0.7592,111.0,0.0,0.0,0.8653,0.8653,111.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,11.001,0.8128,0.8866,0.8712,0.8969,108.0,2.0,0.0,0.8866,0.8969,108.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,11.0012,0.8808,0.7747,0.8808,0.7747,114.0,0.0,0.0,0.8808,0.8808,114.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,11.0012,0.7609,0.6749,0.9006,0.7031,93.0,5.0,3.0,0.7609,0.9006,93.0,3.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,12.0012,0.8128,0.8866,0.8712,0.8969,108.0,2.0,0.0,0.8866,0.8969,108.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,12.0013,0.7733,0.6813,0.9192,0.713,95.0,6.0,4.0,0.7733,0.9192,95.0,4.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,12.0013,0.8808,0.7747,0.8808,0.7747,114.0,0.0,0.0,0.8808,0.8808,114.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,13.0013,0.8128,0.8866,0.8712,0.8969,108.0,2.0,0.0,0.8866,0.8969,108.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,13.0014,0.8208,0.7087,0.9808,0.7405,101.0,6.0,4.0,0.8208,0.9808,101.0,4.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,13.0014,0.8755,0.7678,0.8755,0.7678,113.0,0.0,1.0,0.8755,0.8755,113.0,1.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,14.0014,0.7856,0.8726,0.8148,0.8778,106.0,1.0,3.0,0.8726,0.8778,106.0,3.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,14.0015,0.8428,0.7115,1.0231,0.7469,102.0,7.0,5.0,0.8428,1.0231,102.0,5.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,14.0015,0.8716,0.7601,0.8716,0.7601,112.0,0.0,2.0,0.8716,0.8716,112.0,2.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,15.0014,0.7856,0.8726,0.8148,0.8778,106.0,1.0,3.0,0.8726,0.8778,106.0,3.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,15.0016,0.8021,0.7007,0.9824,0.7361,99.0,7.0,8.0,0.8021,0.9824,99.0,8.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,15.0016,0.8716,0.7601,0.8716,0.7601,112.0,0.0,2.0,0.8716,0.8716,112.0,2.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,16.0016,0.7856,0.8726,0.8148,0.8778,106.0,1.0,3.0,0.8726,0.8778,106.0,3.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,16.0017,0.8092,0.7071,0.9896,0.7425,101.0,7.0,8.0,0.8092,0.9896,101.0,8.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,16.0018,0.8716,0.7601,0.8716,0.7601,112.0,0.0,2.0,0.8716,0.8716,112.0,2.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,17.0018,0.7751,0.8659,0.8043,0.871,104.0,1.0,5.0,0.8659,0.871,104.0,5.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,17.0018,0.8192,0.7208,0.9996,0.7563,102.0,7.0,8.0,0.8192,0.9996,102.0,8.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,17.0018,0.8716,0.7601,0.8716,0.7601,112.0,0.0,2.0,0.8716,0.8716,112.0,2.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,18.0019,0.7751,0.8659,0.8043,0.871,104.0,1.0,5.0,0.8659,0.871,104.0,5.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,18.0019,0.8384,0.7305,0.9286,0.7482,105.0,3.5,7.0,0.8384,0.9286,105.0,7.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,19.002,0.8417,0.7316,1.0221,0.7671,104.0,7.0,13.0,0.8417,1.0221,104.0,13.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,19.002,0.8716,0.7601,0.8716,0.7601,112.0,0.0,2.0,0.8716,0.8716,112.0,2.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,19.0021,0.7751,0.8659,0.8043,0.871,104.0,1.0,5.0,0.8659,0.871,104.0,5.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,20.0021,0.8776,0.7643,1.0616,0.8257,111.0,8.0,13.0,0.8776,1.0616,111.0,13.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,20.0021,0.8677,0.7527,0.8677,0.7527,111.0,0.0,3.0,0.8677,0.8677,111.0,3.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,20.0022,0.8347,0.8914,0.8639,0.8965,110.0,1.0,5.0,0.8914,0.8965,110.0,5.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,21.0022,0.9169,0.8071,1.1045,0.8944,118.0,9.0,15.0,0.9169,1.1045,118.0,15.0
