scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,0.0,0.1372,0.1432,0.1401,0.1445,18.0,0.3333,0.0,0.1432,0.1445,18.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,1.0001,0.2984,0.358,0.2984,0.358,40.0,0.0,0.0,0.358,0.358,40.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,1.0001,0.1669,0.1572,0.1669,0.1572,22.0,0.0,0.0,0.1669,0.1669,22.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,1.0002,0.2974,0.2333,0.3034,0.2392,36.0,1.0,0.0,0.2974,0.3034,36.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,2.0002,0.4073,0.4844,0.4127,0.4896,51.0,1.0,0.0,0.4844,0.4896,51.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,2.0003,0.2475,0.272,0.2518,0.2759,31.0,1.0,0.0,0.272,0.2759,31.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,2.0003,0.3969,0.2894,0.3969,0.2894,47.0,0.0,0.0,0.3969,0.3969,47.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,3.0003,0.4814,0.5593,0.4814,0.5593,62.0,0.0,0.0,0.5593,0.5593,62.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,3.0004,0.3663,0.3556,0.3663,0.3556,42.0,0.0,0.0,0.3663,0.3663,42.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,3.0004,0.477,0.3363,0.477,0.3363,58.0,0.0,0.0,0.477,0.477,58.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,4.0005,0.5823,0.6535,0.5856,0.6805,71.0,1.0,0.0,0.6535,0.6805,71.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,4.0005,0.4615,0.4286,0.4655,0.4341,54.0,1.0,0.0,0.4615,0.4655,54.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,4.0006,0.5576,0.409,0.5576,0.409,68.0,0.0,0.0,0.5576,0.5576,68.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,5.0006,0.6497,0.7328,0.7082,0.7431,81.0,2.0,0.0,0.7328,0.7431,81.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,5.0007,0.6746,0.5332,0.6746,0.5332,81.0,0.0,0.0,0.6746,0.6746,81.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,5.0007,0.5379,0.5008,0.5379,0.5008,65.0,0.0,0.0,0.5379,0.5379,65.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,6.0008,0.6497,0.7328,0.7377,0.7764,81.0,8.0,0.0,0.7328,0.7764,81.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,6.0008,0.6278,0.5351,0.6711,0.5593,74.0,3.0,0.0,0.6278,0.6711,74.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,6.0008,0.734,0.5984,0.734,0.5984,90.0,0.0,0.0,0.734,0.734,90.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,7.0009,0.6497,0.7328,0.7979,0.8472,81.0,19.0,0.0,0.7328,0.8472,81.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,7.0009,0.7733,0.6466,0.7733,0.6466,95.0,0.0,0.0,0.7733,0.7733,95.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,7.0116,0.6278,0.5351,0.8481,0.6709,74.0,16.0,0.0,0.6278,0.8481,74.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,8.001,0.8296,0.7044,0.8296,0.7044,104.0,0.0,0.0,0.8296,0.8296,104.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,8.0011,0.7644,0.8243,0.8301,0.8764,96.0,10.0,2.0,0.8243,0.8764,96.0,2.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,8.012,0.6278,0.5351,0.9032,0.7035,74.0,23.0,0.0,0.6278,0.9032,74.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,9.0011,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0,0.8499,0.8499,107.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,9.0012,0.854,0.8881,0.8772,0.9023,109.0,2.0,2.0,0.8881,0.9023,109.0,2.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,9.3357,0.6278,0.5351,0.9032,0.7035,74.0,23.0,0.0,0.6278,0.9032,74.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,10.0012,0.8499,0.7425,0.8499,0.7425,107.0,0.0,0.0,0.8499,0.8499,107.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,10.0013,0.854,0.8881,0.8772,0.9023,109.0,2.0,2.0,0.8881,0.9023,109.0,2.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,10.3358,0.7558,0.5881,0.8859,0.6715,83.0,12.0,3.0,0.7558,0.8859,83.0,3.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,11.0013,0.8569,0.7457,0.8569,0.7457,109.0,0.0,1.0,0.8569,0.8569,109.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,11.0014,0.8509,0.8831,0.8741,0.8973,108.0,2.0,3.0,0.8831,0.8973,108.0,3.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,11.3359,0.7924,0.6302,0.8859,0.6715,86.0,9.0,3.0,0.7924,0.8859,86.0,3.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,12.0014,0.8808,0.7747,0.8808,0.7747,114.0,0.0,1.0,0.8808,0.8808,114.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,12.0015,0.8772,0.9023,0.8772,0.9023,111.0,0.0,3.0,0.9023,0.9023,111.0,3.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,12.336,0.7924,0.6302,0.9538,0.7537,86.0,18.0,3.0,0.7924,0.9538,86.0,3.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,13.0015,0.8808,0.7747,0.8808,0.7747,114.0,0.0,1.0,0.8808,0.8808,114.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,13.0016,0.8772,0.9023,0.8772,0.9023,111.0,0.0,3.0,0.9023,0.9023,111.0,3.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,13.3361,0.9448,0.742,0.9538,0.7537,103.0,1.0,4.0,0.9448,0.9538,103.0,4.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,14.0016,0.8808,0.7747,0.8808,0.7747,114.0,0.0,1.0,0.8808,0.8808,114.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,14.0018,0.8772,0.9023,0.8772,0.9023,111.0,0.0,3.0,0.9023,0.9023,111.0,3.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,14.3362,0.9268,0.7186,0.9268,0.7186,101.0,0.0,6.0,0.9268,0.9268,101.0,6.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,15.0018,0.8808,0.7747,0.8808,0.7747,114.0,0.0,1.0,0.8808,0.8808,114.0,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,15.0019,0.8712,0.8969,0.8712,0.8969,110.0,0.0,4.0,0.8969,0.8969,110.0,4.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,15.3363,0.9268,0.7186,0.9268,0.7186,101.0,0.0,6.0,0.9268,0.9268,101.0,6.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,16.0019,0.8808,0.7747,0.8808,0.7747,114.0,0.0,1.0,0.8808,0.8808,114.0,1.0
