scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,0.0,0.2246,0.212,0.2259,0.2127,54.6667,0.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,1.0001,0.2298,0.2623,0.2298,0.2623,57.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,1.0001,0.2401,0.2245,0.2456,0.2291,57.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,1.0002,0.3141,0.2483,0.3141,0.2483,78.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,2.0002,0.257,0.2951,0.257,0.2951,66.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,2.0002,0.2895,0.2582,0.2895,0.2582,69.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,2.0003,0.3646,0.292,0.3646,0.292,89.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,3.0003,0.2995,0.3512,0.2995,0.3512,75.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,3.0004,0.3936,0.3311,0.3936,0.3311,96.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,3.0004,0.3453,0.2879,0.3599,0.2909,81.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,4.0004,0.361,0.3781,0.361,0.3781,86.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,4.0005,0.424,0.3354,0.424,0.3354,90.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,4.0005,0.4212,0.3594,0.4212,0.3594,106.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,5.0005,0.391,0.4156,0.391,0.4156,98.0,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,5.0006,0.4597,0.367,0.462,0.3723,98.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,5.0007,0.4691,0.415,0.471,0.4219,117.0,1.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,6.0006,0.4232,0.4444,0.426,0.446,108.0,1.0,0.0
