scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,0.0,0.2142,0.2011,0.2155,0.2028,51.6667,0.6667,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,1.0001,0.2212,0.2049,0.2212,0.2049,52.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,1.0002,0.3037,0.2368,0.3061,0.244,75.0,1.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,1.0017,0.2314,0.266,0.2314,0.266,58.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,2.0002,0.2527,0.2377,0.2527,0.2377,61.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,2.0003,0.3587,0.2915,0.3587,0.2915,87.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,2.0018,0.2746,0.3202,0.2746,0.3202,69.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,3.0003,0.3108,0.2654,0.3108,0.2654,73.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,3.0004,0.3936,0.3311,0.3936,0.3311,96.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,3.0018,0.3052,0.3587,0.3052,0.3587,78.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,4.0004,0.3745,0.2939,0.3762,0.2987,83.0,1.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,4.0005,0.4198,0.3561,0.4198,0.3561,106.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,4.002,0.361,0.3781,0.361,0.3781,86.0,0.0,0.0
