scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,0.0,0.183,0.1828,0.1859,0.184,23.3333,0.3333,0.0,0.183,0.1859,23.3333,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1.0001,0.2864,0.3531,0.2864,0.3531,39.0,0.0,0.0,0.3531,0.3531,39.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1.0001,0.2464,0.208,0.2464,0.208,31.0,0.0,0.0,0.2464,0.2464,31.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1.0001,0.2368,0.2523,0.2368,0.2523,29.0,0.0,0.0,0.2523,0.2523,29.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2.0002,0.4073,0.4844,0.4073,0.4844,51.0,0.0,0.0,0.4844,0.4844,51.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2.0002,0.3239,0.3264,0.3239,0.3264,38.0,0.0,0.0,0.3264,0.3264,38.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2.0003,0.3534,0.2714,0.3534,0.2714,43.0,0.0,0.0,0.3534,0.3534,43.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3.0003,0.4814,0.5593,0.4814,0.5593,62.0,0.0,0.0,0.5593,0.5593,62.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3.0003,0.4418,0.3156,0.4418,0.3156,54.0,0.0,0.0,0.4418,0.4418,54.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3.0004,0.4264,0.4006,0.4264,0.4006,50.0,0.0,0.0,0.4264,0.4264,50.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4.0003,0.5764,0.6481,0.5764,0.6481,70.0,0.0,0.0,0.6481,0.6481,70.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4.0004,0.5128,0.3573,0.5128,0.3573,62.0,0.0,0.0,0.5128,0.5128,62.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4.0005,0.5054,0.4754,0.5054,0.4754,61.0,0.0,0.0,0.5054,0.5054,61.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5.0004,0.6388,0.7223,0.6972,0.7326,79.0,2.0,0.0,0.7223,0.7326,79.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5.0005,0.5959,0.4562,0.5959,0.4562,73.0,0.0,0.0,0.5959,0.5959,73.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5.0006,0.6215,0.5308,0.6215,0.5308,73.0,0.0,0.0,0.6215,0.6215,73.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6.0005,0.6576,0.7406,0.7161,0.7509,83.0,2.0,0.0,0.7406,0.7509,83.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6.0006,0.7062,0.5585,0.7062,0.5585,85.0,0.0,0.0,0.7062,0.7062,85.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6.0006,0.6613,0.5697,0.7491,0.5879,80.0,3.0,0.0,0.6613,0.7491,80.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7.0006,0.7081,0.8069,0.776,0.8257,93.0,4.0,0.0,0.8069,0.8257,93.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7.0007,0.7846,0.6405,0.7846,0.6405,95.0,0.0,0.0,0.7846,0.7846,95.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7.0008,0.7738,0.6724,0.8981,0.6991,91.0,5.0,0.0,0.7738,0.8981,91.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,8.0007,0.7762,0.8699,0.8473,0.8853,104.0,3.0,0.0,0.8699,0.8853,104.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,8.0008,0.8294,0.7073,0.8294,0.7073,104.0,0.0,0.0,0.8294,0.8294,104.0,0.0
