scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,0.0,0.0643,0.079,0.067,0.0804,3.6667,2.6667,1.3333,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,1.0001,0.2466,0.3037,0.2466,0.3037,12.0,13.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,1.0001,0.2506,0.2342,0.28,0.2554,9.0,8.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,1.0001,0.0929,0.1394,0.1591,0.1954,5.0,4.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,2.0002,0.3242,0.3725,0.3242,0.3725,17.0,14.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,2.0002,0.4349,0.4059,0.4349,0.4059,16.0,13.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,2.0002,0.2834,0.3224,0.2834,0.3224,18.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,3.0003,0.5378,0.5475,0.5378,0.5475,18.0,15.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,3.0003,0.4149,0.455,0.4149,0.455,18.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,3.0003,0.364,0.3887,0.364,0.3887,23.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,4.0004,0.5219,0.5488,0.5219,0.5488,19.0,20.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,4.0004,0.5931,0.7038,0.5999,0.7606,21.0,16.0,8.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,4.0004,0.4659,0.4575,0.4659,0.4575,24.0,13.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,5.0005,0.6618,0.797,0.6721,0.8831,24.0,18.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,5.0005,0.6238,0.6622,0.6238,0.6622,25.0,23.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,5.0005,0.5582,0.5605,0.5636,0.5651,28.0,15.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,6.0005,0.6618,0.797,0.6721,0.8831,24.0,18.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,6.0006,0.6859,0.7177,0.6859,0.7177,28.0,25.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,6.0006,0.6872,0.6674,0.7131,0.6724,36.0,16.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,7.0007,0.8284,0.7173,0.8517,0.7213,38.0,19.0,17.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,7.0007,0.6618,0.797,0.6721,0.8831,24.0,18.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,7.0008,0.7099,0.7498,0.7187,0.801,28.0,29.0,24.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,8.0008,0.8928,0.7644,0.9161,0.7684,42.0,20.0,17.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,8.0008,0.6669,0.8028,0.6824,0.8947,25.0,18.0,10.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,8.0008,0.8002,0.8156,0.8193,0.8756,28.0,29.0,29.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,9.0009,0.8972,0.7691,0.9206,0.773,43.0,20.0,17.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,9.0009,0.6721,0.8086,0.6824,0.8947,26.0,18.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,9.0009,0.8106,0.8243,0.8193,0.8756,28.0,29.0,30.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,10.001,0.9061,0.7784,0.9294,0.7823,45.0,20.0,17.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,10.001,0.6688,0.8781,0.6688,0.8781,25.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,10.0011,0.8106,0.8243,0.8193,0.8756,28.0,29.0,30.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,11.0011,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,11.0011,0.902,0.7668,0.968,0.7952,42.0,21.0,17.0,16.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,11.0011,0.8101,0.8515,0.8244,0.868,26.0,29.0,32.0,19.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,12.0011,0.8761,0.7464,0.972,0.798,39.0,21.0,17.0,16.0,2.0,7.0,2.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,12.0012,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,12.0013,0.8744,0.8983,0.8792,0.9123,34.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,13.0013,0.8761,0.7464,0.9932,0.8086,39.0,21.0,17.0,16.0,3.0,8.0,2.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,13.0013,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,13.0014,0.8782,0.9061,0.8831,0.92,35.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,14.0014,0.8761,0.7464,0.9932,0.8086,39.0,21.0,17.0,16.0,3.0,8.0,2.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,14.0014,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,14.0015,0.8782,0.9061,0.8831,0.92,35.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,15.0014,0.9312,0.7946,0.9932,0.8086,40.0,29.0,18.0,16.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,15.0015,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,15.0015,0.864,0.9028,0.8688,0.9167,34.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,16.0016,0.9312,0.7946,0.9932,0.8086,40.0,29.0,18.0,16.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,16.0016,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,16.0017,0.8688,0.9167,0.8688,0.9167,35.0,29.0,33.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,17.0017,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,17.0018,0.8688,0.9167,0.8688,0.9167,35.0,29.0,33.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,17.005,0.9312,0.7946,0.9932,0.8086,40.0,29.0,18.0,16.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,18.0018,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,18.0019,0.8484,0.9078,0.8484,0.9078,33.0,29.0,33.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,18.0051,0.9312,0.7946,0.9932,0.8086,40.0,29.0,18.0,16.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,19.0018,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,19.002,0.8484,0.9078,0.8484,0.9078,33.0,29.0,33.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,19.0052,0.9312,0.7946,0.9932,0.8086,40.0,29.0,18.0,16.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,20.002,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,20.002,0.8484,0.9078,0.8484,0.9078,33.0,29.0,33.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,20.0305,0.9312,0.7946,0.9932,0.8086,40.0,29.0,18.0,16.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,21.0021,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,21.0022,0.8484,0.9078,0.8484,0.9078,33.0,29.0,33.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,21.1067,0.9312,0.7946,0.9932,0.8086,40.0,29.0,18.0,16.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,22.0022,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,22.0023,0.8484,0.9078,0.8484,0.9078,33.0,29.0,33.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,22.1289,0.9312,0.7946,0.9932,0.8086,40.0,29.0,18.0,16.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,23.0022,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,23.0024,0.8346,0.8985,0.8346,0.8985,31.0,29.0,33.0,19.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,23.4086,0.9312,0.7946,0.9932,0.8086,40.0,29.0,18.0,16.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,24.0023,0.6824,0.8947,0.6824,0.8947,26.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
