scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,0.0,0.2311,0.2431,0.2336,0.2448,20.0,14.6667,10.6667,7.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,1.0001,0.2779,0.2947,0.2779,0.2947,21.0,22.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,1.0001,0.2304,0.2243,0.2304,0.2243,24.0,13.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,1.0001,0.2983,0.3668,0.2983,0.3668,21.0,18.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,2.0002,0.2772,0.2759,0.2772,0.2759,28.0,14.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,2.0002,0.3406,0.4408,0.3406,0.4408,23.0,21.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,2.0002,0.3244,0.3447,0.3244,0.3447,26.0,24.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,3.0003,0.3383,0.3305,0.3383,0.3305,35.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,3.0003,0.3538,0.3801,0.3538,0.3801,28.0,26.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,3.0004,0.3974,0.4882,0.3974,0.4882,29.0,24.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
