scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,0.0,0.2458,0.2522,0.2467,0.2538,20.6667,15.0,12.0,7.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1.0001,0.2535,0.2488,0.2554,0.2513,26.0,14.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1.0002,0.2999,0.3803,0.2999,0.3803,21.0,18.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1.0002,0.271,0.288,0.2765,0.3,21.0,20.0,19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2.0003,0.3293,0.4286,0.3293,0.4286,22.0,20.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2.0003,0.3116,0.3097,0.3142,0.312,30.0,15.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2.0003,0.3178,0.3267,0.3178,0.3267,25.0,24.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3.0004,0.3476,0.3649,0.3476,0.3649,28.0,25.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3.0004,0.3782,0.4812,0.3782,0.4812,27.0,22.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3.0005,0.3723,0.3427,0.3723,0.3427,36.0,19.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,4.0005,0.4427,0.3673,0.4427,0.3673,38.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,4.0005,0.4175,0.5231,0.4192,0.5265,35.0,24.0,11.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,4.0005,0.3745,0.417,0.3745,0.417,28.0,29.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,5.0006,0.5025,0.4294,0.5058,0.4313,39.0,25.0,18.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,5.0006,0.4507,0.4489,0.4507,0.4489,29.0,32.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
