scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,0.0,0.0689,0.0772,0.0886,0.1142,9.6667,3.3333,0.0,0.0772,0.1142,9.6667,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,1.0001,0.1533,0.1168,0.2041,0.162,17.0,7.0,0.0,0.1533,0.2041,17.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,1.0001,0.2917,0.3071,0.2917,0.3071,36.0,0.0,0.0,0.3071,0.3071,36.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,1.0001,0.1906,0.2456,0.1906,0.2456,27.0,0.0,0.0,0.2456,0.2456,27.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,2.0002,0.4118,0.3837,0.4118,0.3837,47.0,0.0,0.0,0.4118,0.4118,47.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,2.0002,0.2949,0.3723,0.2949,0.3723,40.0,0.0,0.0,0.3723,0.3723,40.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,2.0002,0.2882,0.2292,0.2974,0.2333,35.0,1.0,0.0,0.2882,0.2974,35.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,3.0003,0.4073,0.4844,0.4073,0.4844,51.0,0.0,0.0,0.4844,0.4844,51.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,3.0003,0.4912,0.4582,0.4912,0.4582,58.0,0.0,0.0,0.4912,0.4912,58.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,3.0004,0.3572,0.2748,0.3675,0.2818,44.0,2.0,0.0,0.3572,0.3675,44.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,4.0004,0.4873,0.5646,0.4873,0.5646,63.0,0.0,0.0,0.5646,0.5646,63.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,4.0004,0.5477,0.4954,0.5477,0.4954,65.0,0.0,0.0,0.5477,0.5477,65.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,4.0004,0.4504,0.3194,0.4649,0.3299,55.0,2.0,0.0,0.4504,0.4649,55.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,5.0005,0.5856,0.6805,0.5856,0.6805,72.0,0.0,0.0,0.6805,0.6805,72.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,5.0005,0.6215,0.5308,0.6215,0.5308,73.0,0.0,0.0,0.6215,0.6215,73.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,5.0006,0.5576,0.409,0.5576,0.409,68.0,0.0,0.0,0.5576,0.5576,68.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,6.0006,0.6828,0.742,0.712,0.7471,83.0,1.0,0.0,0.742,0.7471,83.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,6.0006,0.6613,0.5697,0.775,0.5929,80.0,4.0,0.0,0.6613,0.775,80.0,0.0
