scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,0.0,0.2106,0.2203,0.2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8329,5.3182,4.1963,4.2886,5.061
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2854,0.3127,0.3127,20.0017,16.0014,8.0007,10.0008,54.0046,0.0,0.0,0.0,0.0,0.0,8.191,6.9595,6.4436,3.9356,6.7757
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0001,0.2476,0.2387,0.2476,25.0029,14.0016,13.0015,4.0005,56.0066,0.0,0.0,0.0,0.0,0.0,3.1516,4.6867,2.7237,4.2846,3.6571
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,1.0002,0.2396,0.2511,0.2511,18.0039,18.0039,17.0037,11.0024,64.014,0.0,0.0,0.0,0.0,0.0,6.1559,4.3084,3.4217,4.6455,4.75
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0002,0.3162,0.402,0.402,42.0038,35.0031,17.0015,24.0022,118.0106,0.0,0.0,0.0,0.0,0.0,8.191,6.9595,6.4436,3.9356,6.7757
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0003,0.285,0.3059,0.3059,54.0081,29.0043,28.0042,13.0021,124.0187,0.0,0.0,0.0,0.0,0.0,3.1516,4.6867,2.7237,4.2846,3.6571
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,2.0004,0.2817,0.2968,0.2968,39.0071,40.0072,36.0065,24.0043,139.0251,0.0,0.0,0.0,0.0,0.0,6.1559,4.3084,3.4217,4.6455,4.75
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0003,0.3608,0.4697,0.4697,67.0059,58.0051,28.0025,39.0034,192.0169,0.0,0.0,0.0,0.0,0.0,8.191,6.9595,6.4436,3.9356,6.7757
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0004,0.3695,0.3387,0.3695,90.0116,47.0061,43.0057,23.003,203.0264,0.0,0.0,0.0,0.0,0.0,3.1516,4.6867,2.7237,4.2846,3.6571
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,3.0005,0.3293,0.3484,0.3484,65.011,64.0109,59.0101,38.0065,226.0384,0.0,0.0,0.0,0.0,0.0,6.1559,4.3084,3.4217,4.6455,4.75
