scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,0.0,0.0808,0.0972,0.0808,0.0972,4.0,4.0,2.6667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972,0.0972,11.6667,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,1.0001,0.2944,0.3443,0.2944,0.3443,15.0,13.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3443,0.3443,43.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,1.0001,0.1898,0.2469,0.1898,0.2469,15.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2469,0.2469,25.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,1.0001,0.2709,0.2399,0.2709,0.2399,10.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2709,0.2709,26.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,2.0002,0.4303,0.4006,0.4349,0.4059,15.0,13.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4303,0.4349,37.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,2.0002,0.3904,0.4368,0.3904,0.4368,18.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368,0.4368,55.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,2.0003,0.3081,0.3392,0.3081,0.3392,19.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392,0.3392,36.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,3.0003,0.5378,0.5475,0.5378,0.5475,18.0,15.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5475,0.5475,49.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,3.0003,0.4078,0.4176,0.4078,0.4176,23.0,12.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4176,0.4176,48.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,3.0003,0.4843,0.4905,0.4843,0.4905,19.0,17.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4905,0.4905,63.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,4.0004,0.5933,0.7053,0.5966,0.7337,21.0,17.0,8.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7053,0.7337,59.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,4.0004,0.5071,0.4976,0.5108,0.5026,26.0,14.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5071,0.5108,59.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,4.0004,0.5544,0.603,0.5544,0.603,22.0,20.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603,0.603,72.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,5.0005,0.6016,0.6338,0.6016,0.6338,25.0,23.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6338,0.6338,78.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,5.0005,0.6375,0.7963,0.6721,0.8831,23.0,18.0,10.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7963,0.8831,65.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,5.0005,0.632,0.6273,0.632,0.6273,32.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.632,71.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,6.0006,0.6859,0.7177,0.6921,0.7209,28.0,25.0,23.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7177,0.7209,90.0,0.0
