scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,0.0,0.0,0.0,0.0613,0.0663,0.0,0.0,0.0,0.0,2.3333,2.0,0.6667,2.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,1.0001,0.3468,0.3207,0.3468,0.3207,12.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,1.0001,0.0,0.0,0.0609,0.062,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,1.0001,0.1048,0.1452,0.1736,0.229,0.0,6.0,4.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,2.0002,0.4708,0.4491,0.4708,0.4491,17.0,14.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,2.0002,0.2178,0.2713,0.2178,0.2713,18.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,2.0002,0.2415,0.2955,0.2415,0.2955,12.0,13.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,3.0003,0.302,0.3517,0.3209,0.3566,16.0,13.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,3.0003,0.3299,0.3546,0.3335,0.3622,19.0,11.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,3.0004,0.5585,0.5794,0.5621,0.5891,19.0,15.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,4.0004,0.4269,0.4371,0.4269,0.4371,23.0,12.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
