timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/02/03/17:00:34,4.270265,0.149781,0.156730,0.149781,0.156730,21,10,11,2,0,0,0,0,0,0,0,0
2026/02/03/17:00:35,5.270383,0.189188,0.188245,0.189188,0.188245,25,12,15,4,0,0,0,0,0,0,0,0
2026/02/03/17:00:36,6.270495,0.226344,0.212343,0.229469,0.213907,27,15,17,6,0,1,0,0,0,0,0,0
2026/02/03/17:00:37,7.270568,0.266813,0.238426,0.266813,0.238426,34,19,17,6,0,0,0,0,0,0,0,0
2026/02/03/17:00:38,8.270714,0.294719,0.285203,0.294719,0.285203,36,23,19,6,0,0,0,0,0,0,0,0
2026/02/03/17:00:39,9.270809,0.333625,0.326267,0.335188,0.328617,38,27,19,9,1,0,0,0,2,0,0,0
2026/02/03/17:00:40,10.270913,0.351187,0.378002,0.351187,0.378002,42,29,19,12,0,0,0,0,2,1,0,0
2026/02/03/17:00:41,11.271009,0.397188,0.396173,0.397188,0.396173,46,32,19,13,0,0,0,0,2,1,0,0
2026/02/03/17:00:42,12.271050,0.456313,0.441378,0.456313,0.441378,50,32,24,15,0,0,0,0,2,1,0,0
2026/02/03/17:00:43,13.271155,0.490031,0.490980,0.490031,0.490980,53,35,27,17,0,0,0,0,2,1,0,0
2026/02/03/17:00:44,14.271232,0.514031,0.532800,0.516813,0.534963,57,40,27,18,0,1,0,0,2,1,0,0
2026/02/03/17:00:45,15.271331,0.551094,0.568946,0.551094,0.568946,54,45,28,23,0,0,0,0,5,1,0,0
2026/02/03/17:00:46,16.271419,0.587063,0.593908,0.587063,0.593908,56,49,31,24,0,0,0,0,5,1,0,0
2026/02/03/17:00:47,17.271522,0.603406,0.638110,0.603406,0.638110,64,48,32,26,0,0,0,0,5,2,0,0
2026/02/03/17:00:48,18.271624,0.664250,0.687313,0.664250,0.687313,67,54,34,26,0,0,0,0,5,2,0,0
2026/02/03/17:00:49,19.271718,0.701594,0.764536,0.708750,0.769578,67,61,38,27,0,0,1,0,5,2,0,0
2026/02/03/17:00:50,20.271813,0.723031,0.794908,0.734281,0.837666,69,62,39,29,0,0,3,0,5,2,0,0
2026/02/03/17:00:51,21.271906,0.758656,0.819061,0.783531,0.863886,72,65,41,30,0,0,3,1,5,2,0,0
2026/02/03/17:00:52,22.272039,0.781344,0.826713,0.795875,0.875094,72,66,42,32,0,0,4,0,5,2,3,0
2026/02/03/17:00:53,23.272133,0.787750,0.836864,0.799000,0.879622,72,66,43,33,0,0,3,0,5,2,3,0
2026/02/03/17:00:54,24.272217,0.777906,0.819993,0.789156,0.862751,72,66,40,33,0,0,3,0,5,2,6,0
2026/02/03/17:00:55,25.272332,0.777906,0.819993,0.789156,0.862751,72,66,40,33,0,0,3,0,5,2,6,0
