timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/19/14:32:44,5.798870,0.256406,0.178665,0.256406,0.178665,62,0,0
2026/01/19/14:32:45,6.798981,0.290375,0.227622,0.301156,0.233163,73,1,0
2026/01/19/14:32:46,7.799058,0.352875,0.283626,0.352875,0.283626,86,0,0
2026/01/19/14:32:47,8.799165,0.392406,0.323749,0.392406,0.323749,95,0,0
2026/01/19/14:32:48,9.799253,0.412562,0.349870,0.412562,0.349870,103,0,0
2026/01/19/14:32:49,10.799344,0.458656,0.401773,0.458656,0.401773,114,0,0
2026/01/19/14:32:50,11.799432,0.492781,0.430217,0.508375,0.432281,122,1,0
2026/01/19/14:32:51,12.799540,0.559500,0.469020,0.561969,0.480296,132,1,0
2026/01/19/14:32:52,13.799625,0.602375,0.533830,0.602375,0.533830,143,0,0
2026/01/19/14:32:53,14.799719,0.620125,0.579193,0.620125,0.579193,151,0,0
2026/01/19/14:32:54,15.799815,0.648719,0.618034,0.652563,0.620114,162,1,0
2026/01/19/14:32:55,16.799911,0.711938,0.665287,0.714500,0.668480,172,1,0
2026/01/19/14:32:56,17.800005,0.733719,0.694384,0.733719,0.694384,181,0,0
2026/01/19/14:32:57,18.800107,0.771219,0.715941,0.771219,0.715941,190,0,0
2026/01/19/14:32:58,19.800206,0.810562,0.740177,0.812937,0.743258,200,1,1
2026/01/19/14:32:59,20.800308,0.832344,0.772780,0.834313,0.776470,209,1,1
2026/01/19/14:33:00,21.800400,0.834313,0.776470,0.861062,0.810939,210,8,1
2026/01/19/14:33:01,22.800474,0.834313,0.776470,0.876094,0.822874,210,13,1
2026/01/19/14:33:02,23.800572,0.834313,0.776470,0.882812,0.829554,210,16,1
2026/01/19/14:33:03,24.999133,0.834313,0.776470,0.890188,0.836722,210,19,1
2026/01/19/14:33:04,26.119388,0.834313,0.776470,0.890188,0.836722,210,19,1
2026/01/19/14:33:05,27.119529,0.887000,0.833238,0.887000,0.833238,228,0,2
2026/01/19/14:33:06,28.119638,0.890188,0.836722,0.890188,0.836722,229,0,2
2026/01/19/14:33:07,29.119739,0.890188,0.836722,0.890188,0.836722,229,0,2
2026/01/19/14:33:08,30.119820,0.890188,0.836722,0.890188,0.836722,229,0,2
2026/01/19/14:33:09,31.119932,0.890188,0.836722,0.890188,0.836722,229,0,2
2026/01/19/14:33:10,32.120021,0.890188,0.836722,0.890188,0.836722,229,0,2
2026/01/19/14:33:11,33.120120,0.882875,0.828262,0.882875,0.828262,227,0,4
