timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/02/03/17:55:02,4.297324,0.248906,0.168040,0.252969,0.170873,49,1,0
2026/02/03/17:55:03,5.297440,0.293219,0.199668,0.293219,0.199668,62,0,0
2026/02/03/17:55:04,6.297547,0.323188,0.223923,0.325750,0.225720,73,1,0
2026/02/03/17:55:05,7.297642,0.350000,0.249832,0.353094,0.253686,82,1,0
2026/02/03/17:55:06,8.297731,0.381000,0.287443,0.381000,0.287443,93,0,0
2026/02/03/17:55:07,9.297827,0.403687,0.316111,0.403687,0.316111,102,0,0
2026/02/03/17:55:08,10.297926,0.442812,0.370411,0.442812,0.370411,114,0,0
2026/02/03/17:55:09,11.298038,0.514188,0.439733,0.514188,0.439733,126,0,0
2026/02/03/17:55:10,12.298131,0.544813,0.470661,0.544813,0.470661,135,0,0
2026/02/03/17:55:11,13.298232,0.573313,0.498366,0.573313,0.498366,144,0,0
2026/02/03/17:55:12,14.298340,0.616750,0.561888,0.616750,0.561888,156,0,0
2026/02/03/17:55:13,15.298440,0.695156,0.624185,0.695156,0.624185,168,0,0
2026/02/03/17:55:14,16.298544,0.730625,0.658016,0.730625,0.658016,177,0,0
2026/02/03/17:55:15,17.298669,0.749781,0.689620,0.749781,0.689620,186,0,0
2026/02/03/17:55:16,18.298736,0.794438,0.722654,0.800406,0.730326,195,1,0
2026/02/03/17:55:17,19.298835,0.800406,0.730326,0.873313,0.779397,196,12,0
2026/02/03/17:55:18,20.298984,0.800406,0.730326,0.899219,0.802152,196,19,0
2026/02/03/17:55:19,21.299061,0.800406,0.730326,0.899219,0.802152,196,19,0
2026/02/03/17:55:20,22.299162,0.800406,0.730326,0.899219,0.802152,196,19,0
2026/02/03/17:55:22,23.851056,0.800406,0.730326,0.883750,0.792348,196,16,0
2026/02/03/17:55:26,27.956936,0.792906,0.726253,0.876250,0.788275,194,16,2
2026/02/03/17:55:29,31.287293,0.792906,0.726253,0.876250,0.788275,194,16,2
2026/02/03/17:55:30,32.287416,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:31,33.287501,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:32,34.287633,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:33,35.287711,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:34,36.287810,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:35,37.287905,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:36,38.288008,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:37,39.288094,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:38,40.288202,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:39,41.288305,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:40,42.288375,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:41,43.288478,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:42,44.288606,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:43,45.288667,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:44,46.288763,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:45,47.288855,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:46,48.289024,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:47,49.289134,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:48,50.289228,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:49,51.289334,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:50,52.289425,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:51,53.289518,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:52,54.289628,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:53,55.289776,0.876250,0.788275,0.876250,0.788275,210,0,5
2026/02/03/17:55:54,56.289799,0.876250,0.788275,0.876250,0.788275,210,0,5
