2026/02/07/11:51:18	seed	5896358955358513046	snapshot_validation_after	pod count mismatch: expected 256, got 143+0=143
2026/02/07/12:16:12	seed	3394979529978938239	snapshot_validation_after	pod count mismatch: expected 256, got 150+1=151
2026/02/07/12:32:47	seed	8016731149625864370	snapshot_validation_after	pod count mismatch: expected 256, got 150+1=151
2026/02/07/13:28:20	seed	546960236124654608	snapshot_validation_after	pod count mismatch: expected 256, got 150+0=150
2026/02/07/13:37:40	seed	546960236124654608	snapshot_validation_after	pod count mismatch: expected 256, got 148+1=149
2026/02/07/14:03:17	seed	1503191614089492773	snapshot_validation_after	pod count mismatch: expected 256, got 191+1=192
2026/02/07/14:51:48	seed	7376625660721489042	snapshot_validation_after	pod count mismatch: expected 256, got 147+0=147
2026/02/07/15:25:31	seed	7194306251949794638	snapshot_validation_after	pod count mismatch: expected 256, got 162+1=163
2026/02/07/16:34:20	seed	5809399052914872227	snapshot_validation_after	pod count mismatch: expected 256, got 173+1=174
2026/02/07/16:59:26	seed	7753940112227685379	snapshot_validation_after	pod count mismatch: expected 256, got 161+2=163
2026/02/07/19:48:54	seed	2404411545535534280	snapshot_validation_after	pod count mismatch: expected 256, got 152+1=153
2026/02/07/20:39:45	seed	1023525827562816677	snapshot_validation_after	pod count mismatch: expected 256, got 232+7=239
