timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/01/27/13:13:09,5.072458,0.226125,0.236186,0.226125,0.236186,18,16,16,11,0,0,0,0,0,0,0,0
2026/01/27/13:13:10,6.072537,0.255281,0.267416,0.257156,0.272371,18,20,19,11,1,0,0,0,0,0,0,0
2026/01/27/13:13:11,7.077278,0.300812,0.316911,0.300812,0.316911,25,23,19,11,0,0,0,0,0,0,0,2
2026/01/27/13:13:12,8.077411,0.340687,0.356864,0.340687,0.356864,28,24,23,14,0,0,0,0,0,0,0,2
2026/01/27/13:13:13,9.077578,0.362031,0.397283,0.364219,0.410089,28,29,27,15,0,0,1,0,0,0,0,2
2026/01/27/13:13:14,10.077677,0.421844,0.439676,0.421844,0.439676,28,30,32,19,0,0,0,0,0,0,0,2
2026/01/27/13:13:15,11.077810,0.466344,0.461358,0.466344,0.461358,30,33,35,19,0,0,0,0,0,1,0,2
2026/01/27/13:13:16,12.077914,0.510375,0.498077,0.510375,0.498077,35,34,39,20,0,0,0,0,0,1,0,2
2026/01/27/13:13:17,13.077979,0.542312,0.535088,0.542312,0.535088,37,36,44,22,0,0,0,0,0,1,0,2
2026/01/27/13:13:18,14.078113,0.561719,0.556996,0.561719,0.556996,41,41,44,22,0,0,0,0,0,1,0,3
2026/01/27/13:13:19,15.078187,0.602313,0.591796,0.606000,0.593505,47,41,47,22,0,0,1,0,0,1,0,3
2026/01/27/13:13:20,16.078262,0.623719,0.614677,0.625531,0.616266,56,41,48,22,1,0,0,0,0,1,0,3
2026/01/27/13:13:21,17.078356,0.657625,0.643704,0.660781,0.645847,62,41,52,23,0,0,0,1,0,1,0,3
2026/01/27/13:13:22,18.078428,0.683656,0.658920,0.696531,0.696965,62,44,53,26,0,0,3,2,0,1,0,3
