timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/02/04/15:53:54,2.469207,0.209687,0.253713,0.209687,0.253713,12,9,5,3,0,0,0,0,0,0,0,0
2026/02/04/15:53:55,3.470133,0.279750,0.325989,0.279750,0.325989,13,13,11,3,0,0,0,0,0,0,0,0
2026/02/04/15:53:56,4.470965,0.374125,0.410977,0.379000,0.414665,18,16,13,4,0,0,1,0,0,0,0,0
2026/02/04/15:53:57,5.471789,0.470938,0.473809,0.486000,0.483893,18,17,18,9,0,0,1,0,0,0,0,0
2026/02/04/15:53:58,6.472553,0.554375,0.603019,0.554375,0.603019,22,20,19,11,0,0,0,0,0,0,0,0
2026/02/04/15:53:59,7.475103,0.615563,0.640138,0.615563,0.640138,25,23,20,11,0,0,0,0,0,0,0,0
2026/02/04/15:54:00,8.476007,0.692063,0.720915,0.692063,0.720915,28,25,23,15,0,0,0,0,0,0,0,0
2026/02/04/15:54:01,9.476740,0.726250,0.785704,0.726250,0.785704,26,28,28,16,0,0,0,0,2,1,0,0
2026/02/04/15:54:02,10.477592,0.803250,0.837544,0.803250,0.837544,26,28,32,19,0,0,0,0,2,1,0,0
2026/02/04/15:54:03,11.478364,0.814625,0.852677,0.814625,0.852677,28,28,33,19,0,0,0,0,2,1,0,0
2026/02/04/15:54:04,12.478974,0.818500,0.860445,0.818500,0.860445,29,28,33,19,0,0,0,0,2,1,0,0
2026/02/04/15:54:05,13.479621,0.827187,0.880621,0.832000,0.894555,31,28,33,19,1,0,0,0,2,1,0,0
2026/02/04/15:54:06,14.480355,0.827187,0.880621,0.832000,0.894555,31,28,33,19,1,0,0,0,2,1,0,0
2026/02/04/15:54:07,15.481075,0.827187,0.880621,0.832000,0.894555,31,28,33,19,1,0,0,0,2,1,0,0
2026/02/04/15:54:08,16.481776,0.827187,0.880621,0.832000,0.894555,31,28,33,19,1,0,0,0,2,1,0,0
2026/02/04/15:54:09,17.482409,0.824250,0.880543,0.824250,0.880543,30,28,33,19,0,0,0,0,4,1,0,0
2026/02/04/15:54:10,18.483270,0.824250,0.880543,0.824250,0.880543,30,28,33,19,0,0,0,0,4,1,0,0
