util,nodes,pods,pods_per_node,priorities,timeout_s,config_dir,n_seeds,n_seeds_not_all_running,n_default_all_running,default_all_running_rate,n_solver_called,solver_called_rate,n_solver_failed,solver_failed_rate,n_default_optimal,default_optimal_rate,n_solver_optimal,solver_optimal_rate,n_solver_feasible,solver_feasible_rate,n_solver_improve,solver_improve_rate,n_other,other_rate,solver_duration_ms_sum,solver_duration_ms_mean,cpu_delta_sum,mem_delta_sum,cpu_delta_mean,mem_delta_mean,total_pods,n_solver_solution,moves_pct_sum_solver_optimal,evictions_pct_sum_solver_optimal,moves_pct_sum_solver_feasible,evictions_pct_sum_solver_feasible,n_solver_feasible_all_running,solver_feasible_all_running_within_rate,n_solver_optimal_all_running,solver_optimal_all_running_within_rate,admitted_pods_pct_sum_solver_optimal,admitted_pods_pct_sum_solver_feasible
105.0,8,32,4,1,10,nodes8_pods32_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,36,0.3600,64,0.6400,100,1.0000,0,0.0000,587319.0,5873.19,10.567,10.619,0.1057,0.1062,32,100,518.75,118.75,1181.25,212.5,0,0.0,0,0.0,362.5,659.375
105.0,8,32,4,1,20,nodes8_pods32_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,46,0.4600,54,0.5400,100,1.0000,0,0.0000,924845.0,9248.45,11.119,10.635,0.1112,0.1064,32,100,706.25,140.625,1031.25,206.25,0,0.0,0,0.0,481.25,568.75
105.0,8,32,4,2,1,nodes8_pods32_prio2_util105_timeout01,100,100,0,0.0000,99,0.9900,4,0.0400,15,0.1500,49,0.4900,32,0.3200,81,0.8100,0,0.0000,43489.0,439.2828,5.053,4.67,0.0505,0.0467,32,99,409.375,278.125,531.25,187.5,0,0.0,0,0.0,303.125,256.25
105.0,8,32,4,2,10,nodes8_pods32_prio2_util105_timeout10,100,100,0,0.0000,99,0.9900,3,0.0300,15,0.1500,78,0.7800,4,0.0400,82,0.8200,0,0.0000,94928.0,958.8687,5.187,5.115,0.0519,0.0511,32,99,850.0,443.75,78.125,25.0,0,0.0,0,0.0,540.625,43.75
105.0,8,32,4,2,20,nodes8_pods32_prio2_util105_timeout20,100,100,0,0.0000,99,0.9900,3,0.0300,15,0.1500,78,0.7800,4,0.0400,82,0.8200,0,0.0000,111201.0,1123.2424,5.327,4.981,0.0533,0.0498,32,99,862.5,450.0,59.375,25.0,0,0.0,0,0.0,546.875,40.625
105.0,8,32,4,4,1,nodes8_pods32_prio4_util105_timeout01,100,100,0,0.0000,96,0.9600,12,0.1200,28,0.2800,56,0.5600,4,0.0400,60,0.6000,0,0.0000,22529.0,234.6771,2.233,1.935,0.0223,0.0193,32,96,409.375,528.125,40.625,34.375,0,0.0,0,0.0,175.0,34.375
105.0,8,32,4,4,10,nodes8_pods32_prio4_util105_timeout10,100,100,0,0.0000,97,0.9700,11,0.1100,29,0.2900,59,0.5900,1,0.0100,60,0.6000,0,0.0000,31801.0,327.8454,2.587,2.157,0.0259,0.0216,32,97,462.5,525.0,18.75,6.25,0,0.0,0,0.0,221.875,9.375
105.0,8,32,4,4,20,nodes8_pods32_prio4_util105_timeout20,100,100,0,0.0000,96,0.9600,12,0.1200,27,0.2700,60,0.6000,1,0.0100,61,0.6100,0,0.0000,36041.0,375.4271,2.478,2.006,0.0248,0.0201,32,96,481.25,537.5,18.75,6.25,0,0.0,0,0.0,215.625,9.375
105.0,8,64,8,1,1,nodes8_pods64_prio1_util105_timeout01,100,100,0,0.0000,96,0.9600,17,0.1700,0,0.0000,0,0.0000,83,0.8300,83,0.8300,0,0.0000,91203.0,950.0312,1.899,1.933,0.019,0.0193,64,96,0.0,0.0,2507.8125,246.875,0,0.0,0,,0.0,312.5
105.0,8,64,8,1,10,nodes8_pods64_prio1_util105_timeout10,100,100,0,0.0000,99,0.9900,2,0.0200,0,0.0000,2,0.0200,96,0.9600,98,0.9800,0,0.0000,774637.0,7824.6162,3.885,3.906,0.0388,0.0391,64,99,7.8125,4.6875,1632.8125,278.125,0,0.0,0,0.0,10.9375,475.0
105.0,8,64,8,1,20,nodes8_pods64_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,12,0.1200,88,0.8800,100,1.0000,0,0.0000,1373268.0,13732.68,4.519,4.738,0.0452,0.0474,64,100,64.0625,21.875,1118.75,251.5625,0,0.0,0,0.0,70.3125,484.375
105.0,8,64,8,2,1,nodes8_pods64_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,7,0.0700,0,0.0000,2,0.0200,91,0.9100,93,0.9300,0,0.0000,90569.0,905.69,2.738,2.742,0.0274,0.0274,64,100,6.25,9.375,1301.5625,342.1875,0,0.0,0,0.0,12.5,357.8125
105.0,8,64,8,2,10,nodes8_pods64_prio2_util105_timeout10,100,100,0,0.0000,99,0.9900,1,0.0100,0,0.0000,24,0.2400,75,0.7500,99,0.9900,0,0.0000,620363.0,6266.2929,3.721,3.831,0.0372,0.0383,64,99,145.3125,89.0625,732.8125,275.0,0,0.0,0,0.0,115.625,356.25
105.0,8,64,8,2,20,nodes8_pods64_prio2_util105_timeout20,100,100,0,0.0000,98,0.9800,2,0.0200,0,0.0000,37,0.3700,61,0.6100,98,0.9800,0,0.0000,984961.0,10050.6224,4.011,4.17,0.0401,0.0417,64,98,240.625,125.0,571.875,210.9375,0,0.0,0,0.0,184.375,307.8125
105.0,8,64,8,4,1,nodes8_pods64_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,3,0.0300,7,0.0700,44,0.4400,46,0.4600,90,0.9000,0,0.0000,53203.0,532.03,2.098,2.646,0.021,0.0265,64,100,117.1875,250.0,342.1875,253.125,0,0.0,0,0.0,107.8125,159.375
105.0,8,64,8,4,10,nodes8_pods64_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,1,0.0100,7,0.0700,82,0.8200,10,0.1000,92,0.9200,0,0.0000,152234.0,1522.34,2.49,2.903,0.0249,0.029,64,100,398.4375,454.6875,81.25,43.75,0,0.0,0,0.0,246.875,42.1875
105.0,8,64,8,4,20,nodes8_pods64_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,1,0.0100,7,0.0700,83,0.8300,9,0.0900,92,0.9200,0,0.0000,207287.0,2072.87,2.629,2.913,0.0263,0.0291,64,100,406.25,462.5,96.875,42.1875,0,0.0,0,0.0,253.125,40.625
105.0,16,64,4,1,1,nodes16_pods64_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,16,0.1600,0,0.0000,0,0.0000,84,0.8400,84,0.8400,0,0.0000,101100.0,1011.0,3.874,4.257,0.0387,0.0426,64,100,0.0,0.0,3676.5625,354.6875,0,0.0,0,,0.0,396.875
105.0,16,64,4,1,10,nodes16_pods64_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,14,0.1400,0,0.0000,0,0.0000,86,0.8600,86,0.8600,0,0.0000,998722.0,9987.22,4.817,5.294,0.0482,0.0529,64,100,0.0,0.0,3714.0625,342.1875,0,0.0,0,,0.0,485.9375
105.0,16,64,4,1,20,nodes16_pods64_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,4,0.0400,0,0.0000,0,0.0000,96,0.9600,96,0.9600,0,0.0000,1981420.0,19814.2,6.505,6.768,0.0651,0.0677,64,100,0.0,0.0,3412.5,325.0,0,0.0,0,,0.0,631.25
105.0,16,64,4,2,1,nodes16_pods64_prio2_util105_timeout01,100,100,0,0.0000,98,0.9800,4,0.0400,0,0.0000,5,0.0500,91,0.9100,96,0.9600,0,0.0000,90730.0,925.8163,5.277,5.519,0.0528,0.0552,64,98,40.625,23.4375,1778.125,460.9375,0,0.0,0,0.0,29.6875,562.5
105.0,16,64,4,2,10,nodes16_pods64_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,22,0.2200,78,0.7800,100,1.0000,0,0.0000,769518.0,7695.18,6.321,6.601,0.0632,0.066,64,100,239.0625,92.1875,1351.5625,356.25,0,0.0,0,0.0,131.25,562.5
105.0,16,64,4,2,20,nodes16_pods64_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,32,0.3200,68,0.6800,100,1.0000,0,0.0000,1304894.0,13048.94,6.52,6.74,0.0652,0.0674,64,100,384.375,145.3125,1043.75,317.1875,0,0.0,0,0.0,212.5,495.3125
105.0,16,64,4,4,1,nodes16_pods64_prio4_util105_timeout01,100,100,0,0.0000,91,0.9100,12,0.1200,6,0.0600,42,0.4200,40,0.4000,82,0.8200,0,0.0000,50897.0,559.3077,2.447,2.266,0.0245,0.0227,64,91,196.875,329.6875,364.0625,354.6875,0,0.0,0,0.0,100.0,146.875
105.0,16,64,4,4,10,nodes16_pods64_prio4_util105_timeout10,100,100,0,0.0000,99,0.9900,3,0.0300,9,0.0900,78,0.7800,10,0.1000,88,0.8800,0,0.0000,177367.0,1791.5859,3.206,2.686,0.0321,0.0269,64,99,492.1875,651.5625,131.25,87.5,0,0.0,0,0.0,251.5625,46.875
105.0,16,64,4,4,20,nodes16_pods64_prio4_util105_timeout20,100,100,0,0.0000,99,0.9900,1,0.0100,10,0.1000,80,0.8000,9,0.0900,89,0.8900,0,0.0000,239946.0,2423.697,3.032,2.546,0.0303,0.0255,64,99,487.5,687.5,132.8125,82.8125,0,0.0,0,0.0,250.0,31.25
105.0,16,128,8,1,1,nodes16_pods128_prio1_util105_timeout01,100,100,0,0.0000,89,0.8900,32,0.3200,0,0.0000,0,0.0000,68,0.6800,68,0.6800,0,0.0000,90330.0,1014.9438,1.289,1.84,0.0129,0.0184,128,89,0.0,0.0,3285.9375,213.2812,0,0.0,0,,0.0,173.4375
105.0,16,128,8,1,10,nodes16_pods128_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,41,0.4100,0,0.0000,0,0.0000,59,0.5900,59,0.5900,0,0.0000,1006424.0,10064.24,1.149,1.451,0.0115,0.0145,128,100,0.0,0.0,2864.8438,186.7188,0,0.0,0,,0.0,167.9688
105.0,16,128,8,1,20,nodes16_pods128_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,28,0.2800,0,0.0000,0,0.0000,72,0.7200,72,0.7200,0,0.0000,2009845.0,20098.45,1.371,2.043,0.0137,0.0204,128,100,0.0,0.0,3465.625,209.375,0,0.0,0,,0.0,180.4688
105.0,16,128,8,2,1,nodes16_pods128_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,28,0.2800,0,0.0000,0,0.0000,72,0.7200,72,0.7200,0,0.0000,99750.0,997.5,0.488,0.725,0.0049,0.0072,128,100,0.0,0.0,1508.5938,275.0,0,0.0,0,,0.0,164.0625
105.0,16,128,8,2,10,nodes16_pods128_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,21,0.2100,0,0.0000,0,0.0000,79,0.7900,79,0.7900,0,0.0000,1002485.0,10024.85,1.048,1.131,0.0105,0.0113,128,100,0.0,0.0,1856.25,276.5625,0,0.0,0,,0.0,195.3125
105.0,16,128,8,2,20,nodes16_pods128_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,12,0.1200,0,0.0000,0,0.0000,88,0.8800,88,0.8800,0,0.0000,1994375.0,19943.75,1.963,1.961,0.0196,0.0196,128,100,0.0,0.0,1574.2188,290.625,0,0.0,0,,0.0,263.2812
105.0,16,128,8,4,1,nodes16_pods128_prio4_util105_timeout01,100,100,0,0.0000,83,0.8300,18,0.1800,0,0.0000,3,0.0300,79,0.7900,82,0.8200,0,0.0000,76076.0,916.5783,1.478,1.353,0.0148,0.0135,128,83,5.4688,21.875,642.9688,360.9375,0,0.0,0,0.0,4.6875,203.125
105.0,16,128,8,4,10,nodes16_pods128_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,2,0.0200,19,0.1900,79,0.7900,98,0.9800,0,0.0000,798964.0,7989.64,2.666,2.477,0.0267,0.0248,128,100,85.9375,102.3438,662.5,326.5625,0,0.0,0,0.0,46.875,260.9375
105.0,16,128,8,4,20,nodes16_pods128_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,25,0.2500,74,0.7400,99,0.9900,0,0.0000,1405444.0,14054.44,2.743,2.621,0.0274,0.0262,128,100,125.7812,130.4688,544.5312,301.5625,0,0.0,0,0.0,68.75,247.6562
105.0,32,128,4,1,1,nodes32_pods128_prio1_util105_timeout01,100,100,0,0.0000,94,0.9400,17,0.1700,0,0.0000,0,0.0000,83,0.8300,83,0.8300,0,0.0000,93977.0,999.7553,3.568,3.577,0.0357,0.0358,128,94,0.0,0.0,3891.4062,373.4375,0,0.0,0,,0.0,307.8125
105.0,32,128,4,1,10,nodes32_pods128_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,15,0.1500,0,0.0000,0,0.0000,85,0.8500,85,0.8500,0,0.0000,1007470.0,10074.7,3.92,4.061,0.0392,0.0406,128,100,0.0,0.0,4569.5312,319.5312,0,0.0,0,,0.0,317.9688
105.0,32,128,4,1,20,nodes32_pods128_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,15,0.1500,0,0.0000,0,0.0000,85,0.8500,85,0.8500,0,0.0000,2011960.0,20119.6,4.259,3.795,0.0426,0.038,128,100,0.0,0.0,4740.625,321.0938,0,0.0,0,,0.0,310.9375
105.0,32,128,4,2,1,nodes32_pods128_prio2_util105_timeout01,100,100,0,0.0000,96,0.9600,20,0.2000,0,0.0000,0,0.0000,80,0.8000,80,0.8000,0,0.0000,96265.0,1002.7604,1.941,1.907,0.0194,0.0191,128,96,0.0,0.0,1924.2188,437.5,0,0.0,0,,0.0,239.8438
105.0,32,128,4,2,10,nodes32_pods128_prio2_util105_timeout10,100,100,0,0.0000,99,0.9900,7,0.0700,0,0.0000,0,0.0000,93,0.9300,93,0.9300,0,0.0000,997700.0,10077.7778,3.507,3.587,0.0351,0.0359,128,99,0.0,0.0,2089.0625,419.5312,0,0.0,0,,0.0,374.2188
105.0,32,128,4,2,20,nodes32_pods128_prio2_util105_timeout20,100,100,0,0.0000,99,0.9900,5,0.0500,0,0.0000,1,0.0100,94,0.9400,95,0.9500,0,0.0000,1970587.0,19904.9192,3.809,3.985,0.0381,0.0399,128,99,14.0625,3.9062,2163.2812,392.9688,0,0.0,0,0.0,7.0312,407.8125
105.0,32,128,4,4,1,nodes32_pods128_prio4_util105_timeout01,100,100,0,0.0000,81,0.8100,23,0.2300,0,0.0000,8,0.0800,69,0.6900,77,0.7700,0,0.0000,76460.0,943.9506,1.624,1.716,0.0162,0.0172,128,81,35.1562,55.4688,679.6875,508.5938,0,0.0,0,0.0,24.2188,207.0312
105.0,32,128,4,4,10,nodes32_pods128_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,2,0.0200,0,0.0000,36,0.3600,62,0.6200,98,0.9800,0,0.0000,673231.0,6732.31,3.168,3.357,0.0317,0.0336,128,100,225.7812,256.25,572.6562,450.0,0,0.0,0,0.0,105.4688,221.0938
105.0,32,128,4,4,20,nodes32_pods128_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,56,0.5600,44,0.4400,100,1.0000,0,0.0000,1021492.0,10214.92,3.322,3.441,0.0332,0.0344,128,100,368.75,439.8438,424.2188,303.9062,0,0.0,0,0.0,164.8438,170.3125
105.0,32,256,8,1,1,nodes32_pods256_prio1_util105_timeout01,100,100,0,0.0000,83,0.8300,34,0.3400,0,0.0000,0,0.0000,66,0.6600,66,0.6600,0,0.0000,89937.0,1083.5783,0.705,0.998,0.007,0.01,256,83,0.0,0.0,2792.9688,204.2969,0,0.0,0,,0.0,109.7656
105.0,32,256,8,1,10,nodes32_pods256_prio1_util105_timeout10,100,100,0,0.0000,96,0.9600,6,0.0600,0,0.0000,0,0.0000,94,0.9400,94,0.9400,0,0.0000,973088.0,10136.3333,2.763,2.978,0.0276,0.0298,256,96,0.0,0.0,1337.5,144.1406,0,0.0,0,,0.0,306.25
105.0,32,256,8,1,20,nodes32_pods256_prio1_util105_timeout20,100,100,0,0.0000,98,0.9800,22,0.2200,0,0.0000,0,0.0000,78,0.7800,78,0.7800,0,0.0000,1984379.0,20248.7653,1.106,1.202,0.0111,0.012,256,98,0.0,0.0,4951.5625,270.3125,0,0.0,0,,0.0,154.6875
105.0,32,256,8,2,1,nodes32_pods256_prio2_util105_timeout01,100,100,0,0.0000,69,0.6900,61,0.6100,0,0.0000,0,0.0000,39,0.3900,39,0.3900,0,0.0000,75581.0,1095.3768,-0.585,-0.529,-0.0058,-0.0053,256,69,0.0,0.0,819.9219,164.0625,0,0.0,0,,0.0,54.6875
105.0,32,256,8,2,10,nodes32_pods256_prio2_util105_timeout10,100,100,0,0.0000,99,0.9900,45,0.4500,0,0.0000,0,0.0000,55,0.5500,55,0.5500,0,0.0000,1001457.0,10115.7273,-0.499,-0.599,-0.005,-0.006,256,99,0.0,0.0,1759.7656,223.0469,0,0.0,0,,0.0,73.8281
105.0,32,256,8,2,20,nodes32_pods256_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,44,0.4400,0,0.0000,0,0.0000,56,0.5600,56,0.5600,0,0.0000,2017469.0,20174.69,-0.672,-0.585,-0.0067,-0.0058,256,100,0.0,0.0,1816.0156,215.625,0,0.0,0,,0.0,65.625
105.0,32,256,8,4,1,nodes32_pods256_prio4_util105_timeout01,100,100,0,0.0000,62,0.6200,51,0.5100,0,0.0000,0,0.0000,49,0.4900,49,0.4900,0,0.0000,67697.0,1091.8871,-0.35,-0.453,-0.0035,-0.0045,256,62,0.0,0.0,688.2812,260.9375,0,0.0,0,,0.0,66.7969
105.0,32,256,8,4,10,nodes32_pods256_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,4,0.0400,0,0.0000,0,0.0000,96,0.9600,96,0.9600,0,0.0000,1010062.0,10100.62,1.464,1.324,0.0146,0.0132,256,100,0.0,0.0,1068.75,428.5156,0,0.0,0,,0.0,195.3125
105.0,32,256,8,4,20,nodes32_pods256_prio4_util105_timeout20,100,100,0,0.0000,99,0.9900,6,0.0600,0,0.0000,0,0.0000,94,0.9400,94,0.9400,0,0.0000,1999041.0,20192.3333,1.611,1.466,0.0161,0.0147,256,99,0.0,0.0,1070.3125,395.7031,0,0.0,0,,0.0,205.8594
