util,nodes,pods,pods_per_node,priorities,timeout_s,config_dir,n_seeds,n_seeds_not_all_running,n_default_all_running,default_all_running_rate,n_solver_called,solver_called_rate,n_solver_failed,solver_failed_rate,n_default_optimal,default_optimal_rate,n_solver_optimal,solver_optimal_rate,n_solver_feasible,solver_feasible_rate,n_solver_improve,solver_improve_rate,n_other,other_rate,solver_duration_ms_sum,solver_duration_ms_mean,cpu_delta_sum,mem_delta_sum,cpu_delta_mean,mem_delta_mean,total_pods,n_solver_solution,moves_pct_sum_solver_optimal,evictions_pct_sum_solver_optimal,moves_pct_sum_solver_feasible,evictions_pct_sum_solver_feasible,n_solver_feasible_all_running,solver_feasible_all_running_within_rate,n_solver_optimal_all_running,solver_optimal_all_running_within_rate,admitted_pods_pct_sum_solver_optimal,admitted_pods_pct_sum_solver_feasible
95.0,8,32,4,1,20,nodes8_pods32_prio1_util095_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,79,0.7900,21,0.2100,100,1.0000,0,0.0000,359152.0,3591.52,11.623,11.692,0.1162,0.1169,32,100,1325.0,0.0,571.875,0.0,18,0.8571,78,0.9873,796.875,203.125
95.0,8,32,4,2,1,nodes8_pods32_prio2_util095_timeout01,100,100,0,0.0000,99,0.9900,1,0.0100,7,0.0700,50,0.5000,42,0.4200,92,0.9200,0,0.0000,44501.0,449.5051,6.422,6.323,0.0642,0.0632,32,99,462.5,71.875,837.5,40.625,17,0.4048,6,0.12,293.75,312.5
95.0,8,32,4,2,10,nodes8_pods32_prio2_util095_timeout10,100,100,0,0.0000,99,0.9900,1,0.0100,6,0.0600,88,0.8800,5,0.0500,93,0.9300,0,0.0000,91511.0,924.3535,6.472,6.503,0.0647,0.065,32,99,1096.875,121.875,118.75,3.125,4,0.8,24,0.2727,568.75,46.875
95.0,8,32,4,2,20,nodes8_pods32_prio2_util095_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,7,0.0700,88,0.8800,5,0.0500,93,0.9300,0,0.0000,132347.0,1323.47,6.599,6.407,0.066,0.0641,32,100,1059.375,121.875,128.125,0.0,4,0.8,23,0.2614,568.75,50.0
95.0,8,32,4,4,1,nodes8_pods32_prio4_util095_timeout01,100,100,0,0.0000,97,0.9700,4,0.0400,22,0.2200,69,0.6900,5,0.0500,74,0.7400,0,0.0000,21441.0,221.0412,3.237,3.111,0.0324,0.0311,32,97,509.375,262.5,59.375,12.5,1,0.2,2,0.029,275.0,15.625
95.0,8,32,4,4,10,nodes8_pods32_prio4_util095_timeout10,100,100,0,0.0000,97,0.9700,4,0.0400,22,0.2200,73,0.7300,1,0.0100,74,0.7400,0,0.0000,31664.0,326.433,3.206,3.087,0.0321,0.0309,32,97,575.0,268.75,3.125,0.0,0,0.0,2,0.0274,284.375,3.125
95.0,8,32,4,4,20,nodes8_pods32_prio4_util095_timeout20,100,100,0,0.0000,96,0.9600,5,0.0500,21,0.2100,74,0.7400,0,0.0000,74,0.7400,0,0.0000,36439.0,379.5729,3.219,3.056,0.0322,0.0306,32,96,568.75,271.875,0.0,0.0,0,,1,0.0135,284.375,0.0
95.0,8,64,8,1,1,nodes8_pods64_prio1_util095_timeout01,100,99,1,0.0100,97,0.9700,2,0.0200,1,0.0100,84,0.8400,12,0.1200,96,0.9600,0,0.0000,26241.0,270.5258,4.038,3.59,0.0408,0.0363,64,97,287.5,0.0,57.8125,0.0,12,1.0,84,1.0,284.375,50.0
95.0,8,64,8,1,10,nodes8_pods64_prio1_util095_timeout10,100,99,1,0.0100,98,0.9800,1,0.0100,1,0.0100,97,0.9700,0,0.0000,97,0.9700,0,0.0000,35312.0,360.3265,4.038,3.59,0.0408,0.0363,64,98,328.125,0.0,0.0,0.0,0,,97,1.0,335.9375,0.0
95.0,8,64,8,1,20,nodes8_pods64_prio1_util095_timeout20,100,100,0,0.0000,97,0.9700,3,0.0300,2,0.0200,95,0.9500,0,0.0000,95,0.9500,0,0.0000,31830.0,328.1443,3.986,3.513,0.0399,0.0351,64,97,340.625,0.0,0.0,0.0,0,,95,1.0,328.125,0.0
95.0,8,64,8,2,1,nodes8_pods64_prio2_util095_timeout01,100,98,2,0.0200,96,0.9600,2,0.0200,4,0.0400,86,0.8600,6,0.0600,92,0.9200,0,0.0000,23077.0,240.3854,3.407,3.102,0.0348,0.0317,64,96,345.3125,0.0,37.5,0.0,6,1.0,86,1.0,259.375,21.875
95.0,8,64,8,2,10,nodes8_pods64_prio2_util095_timeout10,100,99,1,0.0100,98,0.9800,1,0.0100,5,0.0500,93,0.9300,0,0.0000,93,0.9300,0,0.0000,27197.0,277.5204,3.407,3.102,0.0344,0.0313,64,98,375.0,0.0,0.0,0.0,0,,93,1.0,282.8125,0.0
95.0,8,64,8,2,20,nodes8_pods64_prio2_util095_timeout20,100,99,1,0.0100,98,0.9800,1,0.0100,5,0.0500,93,0.9300,0,0.0000,93,0.9300,0,0.0000,26384.0,269.2245,3.381,3.079,0.0342,0.0311,64,98,382.8125,0.0,0.0,0.0,0,,93,1.0,282.8125,0.0
95.0,8,64,8,4,1,nodes8_pods64_prio4_util095_timeout01,100,100,0,0.0000,97,0.9700,3,0.0300,11,0.1100,80,0.8000,6,0.0600,86,0.8600,0,0.0000,22678.0,233.7938,2.653,2.619,0.0265,0.0262,64,97,348.4375,18.75,51.5625,0.0,6,1.0,68,0.85,220.3125,17.1875
95.0,8,64,8,4,10,nodes8_pods64_prio4_util095_timeout10,100,99,1,0.0100,98,0.9800,1,0.0100,9,0.0900,89,0.8900,0,0.0000,89,0.8900,0,0.0000,25482.0,260.0204,2.635,2.616,0.0266,0.0264,64,98,403.125,21.875,0.0,0.0,0,,76,0.8539,239.0625,0.0
95.0,8,64,8,4,20,nodes8_pods64_prio4_util095_timeout20,100,100,0,0.0000,96,0.9600,4,0.0400,12,0.1200,84,0.8400,0,0.0000,84,0.8400,0,0.0000,22952.0,239.0833,2.691,2.616,0.0269,0.0262,64,96,403.125,12.5,0.0,0.0,0,,76,0.9048,239.0625,0.0
95.0,16,64,4,1,1,nodes16_pods64_prio1_util095_timeout01,100,100,0,0.0000,95,0.9500,30,0.3000,0,0.0000,0,0.0000,70,0.7000,70,0.7000,0,0.0000,86328.0,908.7158,4.374,3.901,0.0437,0.039,64,95,0.0,0.0,3410.9375,46.875,1,0.0143,0,,0.0,339.0625
95.0,16,64,4,1,10,nodes16_pods64_prio1_util095_timeout10,100,100,0,0.0000,100,1.0000,16,0.1600,0,0.0000,4,0.0400,80,0.8000,84,0.8400,0,0.0000,577520.0,5775.2,5.435,4.602,0.0544,0.046,64,100,39.0625,0.0,4226.5625,4.6875,5,0.0625,4,1.0,34.375,368.75
95.0,16,64,4,1,20,nodes16_pods64_prio1_util095_timeout20,100,100,0,0.0000,100,1.0000,12,0.1200,0,0.0000,6,0.0600,82,0.8200,88,0.8800,0,0.0000,872910.0,8729.1,6.916,6.214,0.0692,0.0621,64,100,67.1875,0.0,3184.375,1.5625,12,0.1463,6,1.0,56.25,479.6875
95.0,16,64,4,2,1,nodes16_pods64_prio2_util095_timeout01,100,100,0,0.0000,94,0.9400,10,0.1000,0,0.0000,8,0.0800,82,0.8200,90,0.9000,0,0.0000,82776.0,880.5957,5.271,4.973,0.0527,0.0497,64,94,78.125,10.9375,1800.0,67.1875,3,0.0366,2,0.25,51.5625,434.375
95.0,16,64,4,2,10,nodes16_pods64_prio2_util095_timeout10,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,29,0.2900,70,0.7000,99,0.9900,0,0.0000,518938.0,5189.38,7.226,6.94,0.0723,0.0694,64,100,401.5625,18.75,1406.25,37.5,15,0.2143,13,0.4483,178.125,446.875
95.0,16,64,4,2,20,nodes16_pods64_prio2_util095_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,40,0.4000,60,0.6000,100,1.0000,0,0.0000,760603.0,7606.03,7.598,7.394,0.076,0.0739,64,100,590.625,20.3125,1273.4375,15.625,14,0.2333,19,0.475,256.25,400.0
95.0,16,64,4,4,1,nodes16_pods64_prio4_util095_timeout01,100,100,0,0.0000,89,0.8900,14,0.1400,6,0.0600,54,0.5400,26,0.2600,80,0.8000,0,0.0000,39538.0,444.2472,2.722,3.151,0.0272,0.0315,64,89,364.0625,167.1875,328.125,51.5625,2,0.0769,0,0.0,184.375,126.5625
95.0,16,64,4,4,10,nodes16_pods64_prio4_util095_timeout10,100,100,0,0.0000,100,1.0000,2,0.0200,10,0.1000,83,0.8300,5,0.0500,88,0.8800,0,0.0000,104451.0,1044.51,3.622,3.895,0.0362,0.039,64,100,731.25,232.8125,70.3125,4.6875,2,0.4,5,0.0602,328.125,31.25
95.0,16,64,4,4,20,nodes16_pods64_prio4_util095_timeout20,100,100,0,0.0000,98,0.9800,5,0.0500,8,0.0800,83,0.8300,4,0.0400,87,0.8700,0,0.0000,126091.0,1286.6429,3.562,3.8,0.0356,0.038,64,98,687.5,234.375,60.9375,3.125,2,0.5,5,0.0602,339.0625,23.4375
95.0,16,128,8,1,1,nodes16_pods128_prio1_util095_timeout01,100,100,0,0.0000,98,0.9800,3,0.0300,0,0.0000,24,0.2400,73,0.7300,97,0.9700,0,0.0000,53384.0,544.7347,3.885,3.855,0.0388,0.0385,128,98,61.7188,0.0,284.375,0.7812,71,0.9726,24,1.0,71.0938,239.8438
95.0,16,128,8,1,10,nodes16_pods128_prio1_util095_timeout10,100,100,0,0.0000,98,0.9800,2,0.0200,0,0.0000,76,0.7600,22,0.2200,98,0.9800,0,0.0000,155127.0,1582.9286,3.93,3.893,0.0393,0.0389,128,98,219.5312,0.0,85.9375,0.0,22,1.0,76,1.0,228.125,85.9375
95.0,16,128,8,1,20,nodes16_pods128_prio1_util095_timeout20,100,100,0,0.0000,98,0.9800,2,0.0200,0,0.0000,91,0.9100,7,0.0700,98,0.9800,0,0.0000,190175.0,1940.5612,4.012,3.977,0.0401,0.0398,128,98,281.25,0.0,27.3438,0.0,7,1.0,91,1.0,292.1875,26.5625
95.0,16,128,8,2,1,nodes16_pods128_prio2_util095_timeout01,100,99,1,0.0100,99,0.9900,3,0.0300,1,0.0100,36,0.3600,59,0.5900,95,0.9500,0,0.0000,47084.0,475.596,2.546,2.747,0.0257,0.0277,128,99,89.8438,0.0,362.5,0.0,55,0.9322,36,1.0,75.0,152.3438
95.0,16,128,8,2,10,nodes16_pods128_prio2_util095_timeout10,100,100,0,0.0000,98,0.9800,2,0.0200,3,0.0300,90,0.9000,5,0.0500,95,0.9500,0,0.0000,110249.0,1124.9898,2.714,2.848,0.0271,0.0285,128,98,286.7188,0.0,26.5625,0.0,5,1.0,90,1.0,221.875,14.0625
95.0,16,128,8,2,20,nodes16_pods128_prio2_util095_timeout20,100,99,1,0.0100,99,0.9900,0,0.0000,2,0.0200,95,0.9500,2,0.0200,97,0.9700,0,0.0000,103610.0,1046.5657,2.756,2.9,0.0278,0.0293,128,99,301.5625,0.0,8.5938,0.0,2,1.0,95,1.0,235.1562,6.25
95.0,16,128,8,4,1,nodes16_pods128_prio4_util095_timeout01,100,100,0,0.0000,86,0.8600,15,0.1500,1,0.0100,59,0.5900,25,0.2500,84,0.8400,0,0.0000,34909.0,405.9186,2.07,2.059,0.0207,0.0206,128,86,206.25,0.7812,146.875,0.0,24,0.96,58,0.9831,130.4688,60.9375
95.0,16,128,8,4,10,nodes16_pods128_prio4_util095_timeout10,100,100,0,0.0000,99,0.9900,1,0.0100,0,0.0000,95,0.9500,4,0.0400,99,0.9900,0,0.0000,75249.0,760.0909,2.542,2.51,0.0254,0.0251,128,99,351.5625,0.7812,20.3125,0.0,4,1.0,92,0.9684,205.4688,10.1562
95.0,16,128,8,4,20,nodes16_pods128_prio4_util095_timeout20,100,100,0,0.0000,98,0.9800,2,0.0200,0,0.0000,97,0.9700,1,0.0100,98,0.9800,0,0.0000,71072.0,725.2245,2.519,2.512,0.0252,0.0251,128,98,362.5,1.5625,3.9062,0.0,0,0.0,95,0.9794,210.9375,2.3438
95.0,32,128,4,1,1,nodes32_pods128_prio1_util095_timeout01,100,100,0,0.0000,100,1.0000,17,0.1700,0,0.0000,0,0.0000,83,0.8300,83,0.8300,0,0.0000,103753.0,1037.53,4.011,3.722,0.0401,0.0372,128,100,0.0,0.0,4646.0938,67.9688,0,0.0,0,,0.0,292.9688
95.0,32,128,4,1,10,nodes32_pods128_prio1_util095_timeout10,100,100,0,0.0000,100,1.0000,18,0.1800,0,0.0000,0,0.0000,82,0.8200,82,0.8200,0,0.0000,925981.0,9259.81,4.297,4.179,0.043,0.0418,128,100,0.0,0.0,4774.2188,28.9062,0,0.0,0,,0.0,312.5
95.0,32,128,4,1,20,nodes32_pods128_prio1_util095_timeout20,100,100,0,0.0000,100,1.0000,5,0.0500,0,0.0000,0,0.0000,95,0.9500,95,0.9500,0,0.0000,1865418.0,18654.18,5.682,5.655,0.0568,0.0566,128,100,0.0,0.0,4157.8125,23.4375,1,0.0105,0,,0.0,430.4688
95.0,32,128,4,2,1,nodes32_pods128_prio2_util095_timeout01,100,100,0,0.0000,95,0.9500,21,0.2100,0,0.0000,0,0.0000,79,0.7900,79,0.7900,0,0.0000,94518.0,994.9263,2.19,2.361,0.0219,0.0236,128,95,0.0,0.0,2625.7812,87.5,0,0.0,0,,0.0,217.9688
95.0,32,128,4,2,10,nodes32_pods128_prio2_util095_timeout10,100,100,0,0.0000,99,0.9900,14,0.1400,0,0.0000,0,0.0000,86,0.8600,86,0.8600,0,0.0000,860896.0,8695.9192,2.961,2.847,0.0296,0.0285,128,99,0.0,0.0,2951.5625,24.2188,0,0.0,0,,0.0,259.375
95.0,32,128,4,2,20,nodes32_pods128_prio2_util095_timeout20,100,100,0,0.0000,100,1.0000,8,0.0800,0,0.0000,1,0.0100,91,0.9100,92,0.9200,0,0.0000,1447798.0,14477.98,4.222,4.066,0.0422,0.0407,128,100,9.375,0.0,2786.7188,12.5,0,0.0,1,1.0,7.0312,342.9688
95.0,32,128,4,4,1,nodes32_pods128_prio4_util095_timeout01,100,100,0,0.0000,83,0.8300,18,0.1800,2,0.0200,11,0.1100,69,0.6900,80,0.8000,0,0.0000,72192.0,869.7831,2.647,2.346,0.0265,0.0235,128,83,82.0312,25.0,964.8438,108.5938,0,0.0,0,0.0,28.125,245.3125
95.0,32,128,4,4,10,nodes32_pods128_prio4_util095_timeout10,100,100,0,0.0000,99,0.9900,1,0.0100,1,0.0100,49,0.4900,49,0.4900,98,0.9800,0,0.0000,499093.0,5041.3434,4.131,4.127,0.0413,0.0413,128,99,441.4062,89.8438,707.0312,53.9062,0,0.0,0,0.0,171.875,213.2812
95.0,32,128,4,4,20,nodes32_pods128_prio4_util095_timeout20,100,100,0,0.0000,98,0.9800,2,0.0200,1,0.0100,57,0.5700,40,0.4000,97,0.9700,0,0.0000,813500.0,8301.0204,4.031,3.922,0.0403,0.0392,128,98,524.2188,110.9375,585.9375,42.1875,0,0.0,0,0.0,200.7812,169.5312
95.0,32,256,8,1,1,nodes32_pods256_prio1_util095_timeout01,100,100,0,0.0000,97,0.9700,3,0.0300,0,0.0000,0,0.0000,97,0.9700,97,0.9700,0,0.0000,66964.0,690.3505,3.306,3.252,0.0331,0.0325,256,97,0.0,0.0,452.7344,0.0,66,0.6804,0,,0.0,264.0625
95.0,32,256,8,1,10,nodes32_pods256_prio1_util095_timeout10,100,100,0,0.0000,96,0.9600,4,0.0400,0,0.0000,11,0.1100,85,0.8500,96,0.9600,0,0.0000,332663.0,3465.2396,3.431,3.433,0.0343,0.0343,256,96,26.9531,0.0,254.2969,0.0,83,0.9765,11,1.0,30.0781,248.4375
95.0,32,256,8,1,20,nodes32_pods256_prio1_util095_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,20,0.2000,80,0.8000,100,1.0000,0,0.0000,596270.0,5962.7,3.575,3.55,0.0357,0.0355,256,100,45.3125,0.0,245.7031,0.0,78,0.975,20,1.0,49.2188,241.4062
95.0,32,256,8,2,1,nodes32_pods256_prio2_util095_timeout01,100,100,0,0.0000,100,1.0000,4,0.0400,0,0.0000,4,0.0400,92,0.9200,96,0.9600,0,0.0000,71254.0,712.54,2.424,2.393,0.0242,0.0239,256,100,10.5469,0.0,387.5,0.3906,73,0.7935,4,1.0,8.5938,191.0156
95.0,32,256,8,2,10,nodes32_pods256_prio2_util095_timeout10,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,23,0.2300,76,0.7600,99,0.9900,0,0.0000,319449.0,3194.49,2.604,2.555,0.026,0.0255,256,100,58.9844,0.0,247.6562,0.0,74,0.9737,23,1.0,44.5312,167.9688
95.0,32,256,8,2,20,nodes32_pods256_prio2_util095_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,1,0.0100,41,0.4100,58,0.5800,99,0.9900,0,0.0000,505692.0,5056.92,2.609,2.564,0.0261,0.0256,256,100,102.3438,0.0,194.1406,0.0,57,0.9828,41,1.0,82.4219,130.8594
95.0,32,256,8,4,1,nodes32_pods256_prio4_util095_timeout01,100,100,0,0.0000,72,0.7200,41,0.4100,0,0.0000,1,0.0100,58,0.5800,59,0.5900,0,0.0000,68383.0,949.7639,0.463,0.407,0.0046,0.0041,256,72,2.7344,0.0,425.7812,0.0,39,0.6724,1,1.0,2.3438,83.5938
95.0,32,256,8,4,10,nodes32_pods256_prio4_util095_timeout10,100,100,0,0.0000,98,0.9800,2,0.0200,0,0.0000,58,0.5800,40,0.4000,98,0.9800,0,0.0000,253368.0,2585.3878,2.109,2.0,0.0211,0.02,256,98,162.8906,0.0,154.2969,0.0,36,0.9,57,0.9828,98.0469,77.3438
95.0,32,256,8,4,20,nodes32_pods256_prio4_util095_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,81,0.8100,19,0.1900,100,1.0000,0,0.0000,347627.0,3476.27,2.183,2.073,0.0218,0.0207,256,100,243.3594,0.0,72.2656,0.0,18,0.9474,81,1.0,145.7031,35.5469
100.0,4,16,4,1,1,nodes4_pods16_prio1_util100_timeout01,100,99,1,0.0100,86,0.8600,13,0.1300,0,0.0000,84,0.8400,2,0.0200,86,0.8600,0,0.0000,17607.0,204.7326,7.473,8.042,0.0755,0.0812,16,86,906.25,231.25,50.0,12.5,0,0.0,0,0.0,775.0,18.75
100.0,4,16,4,1,10,nodes4_pods16_prio1_util100_timeout10,100,99,1,0.0100,84,0.8400,15,0.1500,0,0.0000,84,0.8400,0,0.0000,84,0.8400,0,0.0000,18105.0,215.5357,7.618,7.834,0.0769,0.0791,16,84,943.75,231.25,0.0,0.0,0,,0,0.0,781.25,0.0
100.0,4,16,4,1,20,nodes4_pods16_prio1_util100_timeout20,100,99,1,0.0100,85,0.8500,14,0.1400,0,0.0000,85,0.8500,0,0.0000,85,0.8500,0,0.0000,17541.0,206.3647,7.8,7.719,0.0788,0.078,16,85,918.75,268.75,0.0,0.0,0,,0,0.0,787.5,0.0
100.0,4,16,4,2,1,nodes4_pods16_prio2_util100_timeout01,100,99,1,0.0100,85,0.8500,14,0.1400,24,0.2400,60,0.6000,1,0.0100,61,0.6100,0,0.0000,15952.0,187.6706,4.269,4.349,0.0431,0.0439,16,85,618.75,350.0,18.75,12.5,0,0.0,0,0.0,425.0,6.25
100.0,4,16,4,2,10,nodes4_pods16_prio2_util100_timeout10,100,99,1,0.0100,85,0.8500,14,0.1400,24,0.2400,61,0.6100,0,0.0000,61,0.6100,0,0.0000,15682.0,184.4941,4.267,4.382,0.0431,0.0443,16,85,631.25,368.75,0.0,0.0,0,,0,0.0,431.25,0.0
100.0,4,16,4,2,20,nodes4_pods16_prio2_util100_timeout20,100,99,1,0.0100,85,0.8500,14,0.1400,24,0.2400,61,0.6100,0,0.0000,61,0.6100,0,0.0000,15599.0,183.5176,4.396,4.267,0.0444,0.0431,16,85,637.5,356.25,0.0,0.0,0,,0,0.0,431.25,0.0
100.0,4,16,4,4,1,nodes4_pods16_prio4_util100_timeout01,100,99,1,0.0100,80,0.8000,20,0.2000,44,0.4400,35,0.3500,0,0.0000,35,0.3500,0,0.0000,11032.0,137.9,1.853,1.577,0.0187,0.0159,16,80,262.5,331.25,0.0,0.0,0,,0,0.0,143.75,0.0
100.0,4,16,4,4,10,nodes4_pods16_prio4_util100_timeout10,100,99,1,0.0100,84,0.8400,16,0.1600,46,0.4600,37,0.3700,0,0.0000,37,0.3700,0,0.0000,13109.0,156.0595,2.242,1.947,0.0226,0.0197,16,84,287.5,356.25,0.0,0.0,0,,0,0.0,150.0,0.0
