util,nodes,pods,pods_per_node,priorities,timeout_s,config_dir,n_seeds,n_seeds_not_all_running,n_default_all_running,default_all_running_rate,n_solver_called,solver_called_rate,n_solver_failed,solver_failed_rate,n_default_optimal,default_optimal_rate,n_solver_optimal,solver_optimal_rate,n_solver_feasible,solver_feasible_rate,n_solver_improve,solver_improve_rate,n_other,other_rate,solver_duration_ms_sum,solver_duration_ms_mean,cpu_delta_sum,mem_delta_sum,cpu_delta_mean,mem_delta_mean
95.0,16,128,8,2,10,nodes16_pods128_prio2_util095_timeout10,100,100,0,0.0000,96,0.9600,9,0.0900,2,0.0200,53,0.5300,36,0.3600,89,0.8900,0,0.0000,644358.0,6712.0625,2.344,2.504,0.0234,0.025
95.0,16,128,8,2,20,nodes16_pods128_prio2_util095_timeout20,100,99,1,0.0100,91,0.9100,8,0.0800,1,0.0100,73,0.7300,17,0.1700,90,0.9000,0,0.0000,854110.0,9385.8242,2.238,2.422,0.0226,0.0245
95.0,16,128,8,4,1,nodes16_pods128_prio4_util095_timeout01,100,100,0,0.0000,58,0.5800,56,0.5600,2,0.0200,12,0.1200,30,0.3000,42,0.4200,0,0.0000,53491.0,922.2586,-0.053,-0.018,-0.0005,-0.0002
95.0,16,128,8,4,10,nodes16_pods128_prio4_util095_timeout10,100,100,0,0.0000,86,0.8600,15,0.1500,5,0.0500,72,0.7200,8,0.0800,80,0.8000,0,0.0000,313840.0,3649.3023,1.85,1.782,0.0185,0.0178
95.0,16,128,8,4,20,nodes16_pods128_prio4_util095_timeout20,100,100,0,0.0000,86,0.8600,15,0.1500,3,0.0300,78,0.7800,4,0.0400,82,0.8200,0,0.0000,321182.0,3734.6744,1.775,1.667,0.0177,0.0167
95.0,32,128,4,1,1,nodes32_pods128_prio1_util095_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,0.297,0.278,0.003,0.0028
95.0,32,128,4,1,10,nodes32_pods128_prio1_util095_timeout10,100,100,0,0.0000,3,0.0300,97,0.9700,0,0.0000,0,0.0000,3,0.0300,3,0.0300,0,0.0000,29150.0,9716.6667,0.079,0.069,0.0008,0.0007
95.0,32,128,4,1,20,nodes32_pods128_prio1_util095_timeout20,100,100,0,0.0000,15,0.1500,85,0.8500,0,0.0000,0,0.0000,15,0.1500,15,0.1500,0,0.0000,297358.0,19823.8667,0.671,0.495,0.0067,0.005
100.0,4,16,4,1,1,nodes4_pods16_prio1_util100_timeout01,100,99,1,0.0100,55,0.5500,44,0.4400,0,0.0000,34,0.3400,21,0.2100,55,0.5500,0,0.0000,33917.0,616.6727,4.731,5.023,0.0478,0.0507
100.0,4,16,4,1,10,nodes4_pods16_prio1_util100_timeout10,100,99,1,0.0100,74,0.7400,25,0.2500,0,0.0000,68,0.6800,6,0.0600,74,0.7400,0,0.0000,166758.0,2253.4865,5.896,6.371,0.0596,0.0644
100.0,4,16,4,1,20,nodes4_pods16_prio1_util100_timeout20,100,99,1,0.0100,71,0.7100,28,0.2800,0,0.0000,68,0.6800,3,0.0300,71,0.7100,0,0.0000,158489.0,2232.2394,5.982,5.965,0.0604,0.0603
100.0,4,16,4,2,1,nodes4_pods16_prio2_util100_timeout01,100,99,1,0.0100,77,0.7700,24,0.2400,26,0.2600,48,0.4800,1,0.0100,49,0.4900,0,0.0000,19832.0,257.5584,2.329,3.461,0.0235,0.035
100.0,4,16,4,2,10,nodes4_pods16_prio2_util100_timeout10,100,99,1,0.0100,77,0.7700,22,0.2200,27,0.2700,50,0.5000,0,0.0000,50,0.5000,0,0.0000,24369.0,316.4805,3.447,3.4,0.0348,0.0343
100.0,4,16,4,2,20,nodes4_pods16_prio2_util100_timeout20,100,99,1,0.0100,82,0.8200,18,0.1800,26,0.2600,55,0.5500,0,0.0000,55,0.5500,0,0.0000,33038.0,402.9024,3.6,3.613,0.0364,0.0365
100.0,4,16,4,4,1,nodes4_pods16_prio4_util100_timeout01,100,99,1,0.0100,79,0.7900,21,0.2100,47,0.4700,31,0.3100,0,0.0000,31,0.3100,0,0.0000,15291.0,193.557,1.619,1.547,0.0164,0.0156
100.0,4,16,4,4,10,nodes4_pods16_prio4_util100_timeout10,100,99,1,0.0100,82,0.8200,18,0.1800,46,0.4600,35,0.3500,0,0.0000,35,0.3500,0,0.0000,16167.0,197.1585,1.645,1.929,0.0166,0.0195
100.0,4,16,4,4,20,nodes4_pods16_prio4_util100_timeout20,100,99,1,0.0100,82,0.8200,18,0.1800,46,0.4600,35,0.3500,0,0.0000,35,0.3500,0,0.0000,16646.0,203.0,1.885,1.841,0.019,0.0186
100.0,4,32,8,1,1,nodes4_pods32_prio1_util100_timeout01,100,100,0,0.0000,77,0.7700,23,0.2300,0,0.0000,0,0.0000,77,0.7700,77,0.7700,0,0.0000,66052.0,857.8182,3.535,3.493,0.0353,0.0349
100.0,4,32,8,1,10,nodes4_pods32_prio1_util100_timeout10,100,100,0,0.0000,95,0.9500,5,0.0500,0,0.0000,0,0.0000,95,0.9500,95,0.9500,0,0.0000,722250.0,7602.6316,4.504,4.199,0.045,0.042
100.0,4,32,8,1,20,nodes4_pods32_prio1_util100_timeout20,100,100,0,0.0000,95,0.9500,5,0.0500,0,0.0000,0,0.0000,95,0.9500,95,0.9500,0,0.0000,1392900.0,14662.1053,4.528,4.09,0.0453,0.0409
100.0,4,32,8,2,1,nodes4_pods32_prio2_util100_timeout01,100,100,0,0.0000,77,0.7700,31,0.3100,13,0.1300,28,0.2800,28,0.2800,56,0.5600,0,0.0000,44634.0,579.6623,2.368,2.042,0.0237,0.0204
100.0,4,32,8,2,10,nodes4_pods32_prio2_util100_timeout10,100,100,0,0.0000,91,0.9100,13,0.1300,9,0.0900,48,0.4800,30,0.3000,78,0.7800,0,0.0000,295781.0,3250.3407,3.302,2.765,0.033,0.0276
100.0,4,32,8,2,20,nodes4_pods32_prio2_util100_timeout20,100,100,0,0.0000,94,0.9400,9,0.0900,10,0.1000,51,0.5100,30,0.3000,81,0.8100,0,0.0000,555587.0,5910.5,3.536,2.999,0.0354,0.03
100.0,4,32,8,4,1,nodes4_pods32_prio4_util100_timeout01,100,100,0,0.0000,88,0.8800,13,0.1300,39,0.3900,43,0.4300,5,0.0500,48,0.4800,0,0.0000,26381.0,299.7841,1.372,1.798,0.0137,0.018
100.0,4,32,8,4,10,nodes4_pods32_prio4_util100_timeout10,100,100,0,0.0000,90,0.9000,12,0.1200,42,0.4200,45,0.4500,1,0.0100,46,0.4600,0,0.0000,52664.0,585.1556,1.454,1.729,0.0145,0.0173
100.0,4,32,8,4,20,nodes4_pods32_prio4_util100_timeout20,100,100,0,0.0000,89,0.8900,14,0.1400,40,0.4000,42,0.4200,4,0.0400,46,0.4600,0,0.0000,90290.0,1014.4944,1.276,1.471,0.0128,0.0147
100.0,8,32,4,1,1,nodes8_pods32_prio1_util100_timeout01,100,100,0,0.0000,52,0.5200,49,0.4900,0,0.0000,13,0.1300,38,0.3800,51,0.5100,0,0.0000,42124.0,810.0769,2.796,2.906,0.028,0.0291
100.0,8,32,4,1,10,nodes8_pods32_prio1_util100_timeout10,100,100,0,0.0000,80,0.8000,20,0.2000,0,0.0000,27,0.2700,53,0.5300,80,0.8000,0,0.0000,511709.0,6396.3625,5.747,5.626,0.0575,0.0563
100.0,8,32,4,1,20,nodes8_pods32_prio1_util100_timeout20,100,100,0,0.0000,83,0.8300,18,0.1800,0,0.0000,22,0.2200,60,0.6000,82,0.8200,0,0.0000,1062119.0,12796.6145,7.006,6.458,0.0701,0.0646
100.0,8,32,4,2,1,nodes8_pods32_prio2_util100_timeout01,100,100,0,0.0000,61,0.6100,44,0.4400,12,0.1200,28,0.2800,16,0.1600,44,0.4400,0,0.0000,34973.0,573.3279,0.544,0.409,0.0054,0.0041
100.0,8,32,4,2,10,nodes8_pods32_prio2_util100_timeout10,100,100,0,0.0000,81,0.8100,22,0.2200,13,0.1300,59,0.5900,6,0.0600,65,0.6500,0,0.0000,108598.0,1340.716,2.52,2.412,0.0252,0.0241
100.0,8,32,4,2,20,nodes8_pods32_prio2_util100_timeout20,100,100,0,0.0000,76,0.7600,27,0.2700,10,0.1000,57,0.5700,6,0.0600,63,0.6300,0,0.0000,176886.0,2327.4474,2.492,2.025,0.0249,0.0203
100.0,8,32,4,4,1,nodes8_pods32_prio4_util100_timeout01,100,100,0,0.0000,73,0.7300,28,0.2800,27,0.2700,42,0.4200,3,0.0300,45,0.4500,0,0.0000,25564.0,350.1918,0.741,0.115,0.0074,0.0011
100.0,8,32,4,4,10,nodes8_pods32_prio4_util100_timeout10,100,100,0,0.0000,83,0.8300,19,0.1900,26,0.2600,53,0.5300,2,0.0200,55,0.5500,0,0.0000,52721.0,635.1928,1.284,1.159,0.0128,0.0116
100.0,8,32,4,4,20,nodes8_pods32_prio4_util100_timeout20,100,100,0,0.0000,85,0.8500,16,0.1600,27,0.2700,56,0.5600,1,0.0100,57,0.5700,0,0.0000,47311.0,556.6,1.312,1.028,0.0131,0.0103
100.0,8,64,8,1,1,nodes8_pods64_prio1_util100_timeout01,100,100,0,0.0000,47,0.4700,56,0.5600,0,0.0000,0,0.0000,44,0.4400,44,0.4400,0,0.0000,44228.0,941.0213,1.139,1.281,0.0114,0.0128
100.0,8,64,8,1,10,nodes8_pods64_prio1_util100_timeout10,100,100,0,0.0000,81,0.8100,25,0.2500,0,0.0000,0,0.0000,75,0.7500,75,0.7500,0,0.0000,754230.0,9311.4815,2.834,2.894,0.0283,0.0289
100.0,8,64,8,1,20,nodes8_pods64_prio1_util100_timeout20,100,100,0,0.0000,83,0.8300,18,0.1800,0,0.0000,0,0.0000,82,0.8200,82,0.8200,0,0.0000,1571047.0,18928.2771,3.422,3.272,0.0342,0.0327
100.0,8,64,8,2,1,nodes8_pods64_prio2_util100_timeout01,100,100,0,0.0000,65,0.6500,47,0.4700,2,0.0200,10,0.1000,41,0.4100,51,0.5100,0,0.0000,53934.0,829.7538,0.988,0.714,0.0099,0.0071
100.0,8,64,8,2,10,nodes8_pods64_prio2_util100_timeout10,100,100,0,0.0000,86,0.8600,17,0.1700,3,0.0300,25,0.2500,55,0.5500,80,0.8000,0,0.0000,578845.0,6730.7558,2.456,2.285,0.0246,0.0228
100.0,8,64,8,2,20,nodes8_pods64_prio2_util100_timeout20,100,100,0,0.0000,80,0.8000,22,0.2200,8,0.0800,25,0.2500,45,0.4500,70,0.7000,0,0.0000,891927.0,11149.0875,2.028,1.922,0.0203,0.0192
100.0,8,64,8,4,1,nodes8_pods64_prio4_util100_timeout01,100,100,0,0.0000,70,0.7000,38,0.3800,6,0.0600,32,0.3200,24,0.2400,56,0.5600,0,0.0000,45108.0,644.4,0.457,0.658,0.0046,0.0066
100.0,8,64,8,4,10,nodes8_pods64_prio4_util100_timeout10,100,100,0,0.0000,80,0.8000,24,0.2400,11,0.1100,46,0.4600,19,0.1900,65,0.6500,0,0.0000,212051.0,2650.6375,1.324,1.376,0.0132,0.0138
100.0,8,64,8,4,20,nodes8_pods64_prio4_util100_timeout20,100,100,0,0.0000,84,0.8400,20,0.2000,11,0.1100,53,0.5300,16,0.1600,69,0.6900,0,0.0000,385601.0,4590.4881,1.573,1.814,0.0157,0.0181
100.0,16,64,4,1,1,nodes16_pods64_prio1_util100_timeout01,100,100,0,0.0000,12,0.1200,89,0.8900,0,0.0000,1,0.0100,10,0.1000,11,0.1100,0,0.0000,11364.0,947.0,0.373,0.293,0.0037,0.0029
100.0,16,64,4,1,10,nodes16_pods64_prio1_util100_timeout10,100,100,0,0.0000,67,0.6700,33,0.3300,1,0.0100,1,0.0100,65,0.6500,66,0.6600,0,0.0000,634678.0,9472.806,3.601,3.429,0.036,0.0343
100.0,16,64,4,1,20,nodes16_pods64_prio1_util100_timeout20,100,100,0,0.0000,84,0.8400,18,0.1800,0,0.0000,0,0.0000,82,0.8200,82,0.8200,0,0.0000,1624509.0,19339.3929,5.077,5.034,0.0508,0.0503
100.0,16,64,4,2,1,nodes16_pods64_prio2_util100_timeout01,100,100,0,0.0000,30,0.3000,81,0.8100,7,0.0700,0,0.0000,12,0.1200,12,0.1200,0,0.0000,25558.0,851.9333,-1.513,-1.515,-0.0151,-0.0152
100.0,16,64,4,2,10,nodes16_pods64_prio2_util100_timeout10,100,100,0,0.0000,54,0.5400,52,0.5200,8,0.0800,14,0.1400,26,0.2600,40,0.4000,0,0.0000,284458.0,5267.7407,0.042,0.218,0.0004,0.0022
100.0,16,64,4,2,20,nodes16_pods64_prio2_util100_timeout20,100,100,0,0.0000,60,0.6000,46,0.4600,8,0.0800,12,0.1200,34,0.3400,46,0.4600,0,0.0000,711346.0,11855.7667,0.962,1.174,0.0096,0.0117
100.0,16,64,4,4,1,nodes16_pods64_prio4_util100_timeout01,100,100,0,0.0000,46,0.4600,57,0.5700,10,0.1000,25,0.2500,8,0.0800,33,0.3300,0,0.0000,32065.0,697.0652,-1.026,-0.695,-0.0103,-0.007
100.0,16,64,4,4,10,nodes16_pods64_prio4_util100_timeout10,100,100,0,0.0000,66,0.6600,35,0.3500,7,0.0700,54,0.5400,4,0.0400,58,0.5800,0,0.0000,131105.0,1986.4394,0.661,1.02,0.0066,0.0102
100.0,16,64,4,4,20,nodes16_pods64_prio4_util100_timeout20,100,100,0,0.0000,58,0.5800,45,0.4500,2,0.0200,49,0.4900,4,0.0400,53,0.5300,0,0.0000,150980.0,2603.1034,0.267,0.143,0.0027,0.0014
100.0,16,128,8,1,1,nodes16_pods128_prio1_util100_timeout01,100,100,0,0.0000,4,0.0400,96,0.9600,0,0.0000,0,0.0000,4,0.0400,4,0.0400,0,0.0000,3909.0,977.25,0.048,0.118,0.0005,0.0012
100.0,16,128,8,1,10,nodes16_pods128_prio1_util100_timeout10,100,100,0,0.0000,36,0.3600,70,0.7000,0,0.0000,0,0.0000,30,0.3000,30,0.3000,0,0.0000,345323.0,9592.3056,0.616,0.752,0.0062,0.0075
100.0,16,128,8,1,20,nodes16_pods128_prio1_util100_timeout20,100,100,0,0.0000,69,0.6900,38,0.3800,0,0.0000,0,0.0000,62,0.6200,62,0.6200,0,0.0000,1340916.0,19433.5652,1.544,1.719,0.0154,0.0172
100.0,16,128,8,2,1,nodes16_pods128_prio2_util100_timeout01,100,100,0,0.0000,21,0.2100,92,0.9200,0,0.0000,1,0.0100,7,0.0700,8,0.0800,0,0.0000,19816.0,943.619,-1.008,-0.948,-0.0101,-0.0095
100.0,16,128,8,2,10,nodes16_pods128_prio2_util100_timeout10,100,100,0,0.0000,66,0.6600,55,0.5500,0,0.0000,1,0.0100,44,0.4400,45,0.4500,0,0.0000,611854.0,9270.5152,0.108,0.151,0.0011,0.0015
100.0,16,128,8,2,20,nodes16_pods128_prio2_util100_timeout20,100,100,0,0.0000,75,0.7500,39,0.3900,1,0.0100,1,0.0100,59,0.5900,60,0.6000,0,0.0000,1373428.0,18312.3733,0.717,0.835,0.0072,0.0083
100.0,16,128,8,4,1,nodes16_pods128_prio4_util100_timeout01,100,100,0,0.0000,26,0.2600,87,0.8700,2,0.0200,2,0.0200,9,0.0900,11,0.1100,0,0.0000,24585.0,945.5769,-1.035,-1.316,-0.0103,-0.0132
100.0,16,128,8,4,10,nodes16_pods128_prio4_util100_timeout10,100,100,0,0.0000,52,0.5200,50,0.5000,4,0.0400,16,0.1600,30,0.3000,46,0.4600,0,0.0000,340035.0,6539.1346,0.131,-0.216,0.0013,-0.0022
100.0,16,128,8,4,20,nodes16_pods128_prio4_util100_timeout20,100,100,0,0.0000,60,0.6000,44,0.4400,6,0.0600,15,0.1500,35,0.3500,50,0.5000,0,0.0000,724472.0,12074.5333,0.466,0.027,0.0047,0.0003
105.0,4,16,4,1,1,nodes4_pods16_prio1_util105_timeout01,100,100,0,0.0000,79,0.7900,21,0.2100,0,0.0000,49,0.4900,30,0.3000,79,0.7900,0,0.0000,46108.0,583.6456,6.232,5.371,0.0623,0.0537
105.0,4,16,4,1,10,nodes4_pods16_prio1_util105_timeout10,100,100,0,0.0000,80,0.8000,20,0.2000,0,0.0000,50,0.5000,30,0.3000,80,0.8000,0,0.0000,281046.0,3513.075,6.943,5.939,0.0694,0.0594
105.0,4,16,4,1,20,nodes4_pods16_prio1_util105_timeout20,100,100,0,0.0000,82,0.8200,18,0.1800,0,0.0000,64,0.6400,18,0.1800,82,0.8200,0,0.0000,388017.0,4731.9146,6.797,5.812,0.068,0.0581
105.0,4,16,4,2,1,nodes4_pods16_prio2_util105_timeout01,100,100,0,0.0000,77,0.7700,27,0.2700,28,0.2800,41,0.4100,4,0.0400,45,0.4500,0,0.0000,21102.0,274.0519,2.006,3.619,0.0201,0.0362
105.0,4,16,4,2,10,nodes4_pods16_prio2_util105_timeout10,100,100,0,0.0000,79,0.7900,23,0.2300,29,0.2900,47,0.4700,1,0.0100,48,0.4800,0,0.0000,69348.0,877.8228,3.11,3.452,0.0311,0.0345
105.0,4,16,4,2,20,nodes4_pods16_prio2_util105_timeout20,100,100,0,0.0000,77,0.7700,25,0.2500,28,0.2800,46,0.4600,1,0.0100,47,0.4700,0,0.0000,97294.0,1263.5584,2.773,3.182,0.0277,0.0318
105.0,4,16,4,4,1,nodes4_pods16_prio4_util105_timeout01,100,100,0,0.0000,84,0.8400,20,0.2000,50,0.5000,30,0.3000,0,0.0000,30,0.3000,0,0.0000,17028.0,202.7143,1.422,1.005,0.0142,0.01
105.0,4,16,4,4,10,nodes4_pods16_prio4_util105_timeout10,100,100,0,0.0000,86,0.8600,17,0.1700,53,0.5300,30,0.3000,0,0.0000,30,0.3000,0,0.0000,23570.0,274.0698,1.715,1.379,0.0172,0.0138
105.0,4,16,4,4,20,nodes4_pods16_prio4_util105_timeout20,100,100,0,0.0000,84,0.8400,18,0.1800,54,0.5400,28,0.2800,0,0.0000,28,0.2800,0,0.0000,19764.0,235.2857,1.397,1.113,0.014,0.0111
105.0,4,32,8,1,1,nodes4_pods32_prio1_util105_timeout01,100,100,0,0.0000,77,0.7700,23,0.2300,0,0.0000,42,0.4200,35,0.3500,77,0.7700,0,0.0000,52564.0,682.6494,3.084,3.298,0.0308,0.033
105.0,4,32,8,1,10,nodes4_pods32_prio1_util105_timeout10,100,100,0,0.0000,95,0.9500,5,0.0500,0,0.0000,73,0.7300,22,0.2200,95,0.9500,0,0.0000,247555.0,2605.8421,4.399,4.732,0.044,0.0473
105.0,4,32,8,1,20,nodes4_pods32_prio1_util105_timeout20,100,100,0,0.0000,97,0.9700,3,0.0300,0,0.0000,72,0.7200,25,0.2500,97,0.9700,0,0.0000,466010.0,4804.2268,4.315,4.556,0.0431,0.0456
105.0,4,32,8,2,1,nodes4_pods32_prio2_util105_timeout01,100,100,0,0.0000,81,0.8100,19,0.1900,14,0.1400,46,0.4600,21,0.2100,67,0.6700,0,0.0000,41737.0,515.2716,2.193,1.863,0.0219,0.0186
105.0,4,32,8,2,10,nodes4_pods32_prio2_util105_timeout10,100,100,0,0.0000,97,0.9700,4,0.0400,17,0.1700,70,0.7000,9,0.0900,79,0.7900,0,0.0000,143106.0,1475.3196,2.997,2.875,0.03,0.0287
105.0,4,32,8,2,20,nodes4_pods32_prio2_util105_timeout20,100,100,0,0.0000,98,0.9800,3,0.0300,13,0.1300,78,0.7800,6,0.0600,84,0.8400,0,0.0000,250777.0,2558.949,3.392,2.999,0.0339,0.03
105.0,4,32,8,4,1,nodes4_pods32_prio4_util105_timeout01,100,100,0,0.0000,88,0.8800,14,0.1400,32,0.3200,51,0.5100,3,0.0300,54,0.5400,0,0.0000,25684.0,291.8636,2.199,1.628,0.022,0.0163
105.0,4,32,8,4,10,nodes4_pods32_prio4_util105_timeout10,100,100,0,0.0000,84,0.8400,16,0.1600,33,0.3300,51,0.5100,0,0.0000,51,0.5100,0,0.0000,29695.0,353.5119,1.867,1.793,0.0187,0.0179
105.0,4,32,8,4,20,nodes4_pods32_prio4_util105_timeout20,100,100,0,0.0000,83,0.8300,18,0.1800,33,0.3300,49,0.4900,0,0.0000,49,0.4900,0,0.0000,38194.0,460.1687,1.548,1.573,0.0155,0.0157
105.0,8,32,4,1,1,nodes8_pods32_prio1_util105_timeout01,100,100,0,0.0000,43,0.4300,57,0.5700,0,0.0000,17,0.1700,26,0.2600,43,0.4300,0,0.0000,32166.0,748.0465,1.537,1.653,0.0154,0.0165
105.0,8,32,4,1,10,nodes8_pods32_prio1_util105_timeout10,100,100,0,0.0000,67,0.6700,33,0.3300,0,0.0000,35,0.3500,32,0.3200,67,0.6700,0,0.0000,353898.0,5282.0597,4.201,4.152,0.042,0.0415
105.0,8,32,4,1,20,nodes8_pods32_prio1_util105_timeout20,100,100,0,0.0000,72,0.7200,28,0.2800,0,0.0000,31,0.3100,41,0.4100,72,0.7200,0,0.0000,786800.0,10927.7778,4.994,5.362,0.0499,0.0536
105.0,8,32,4,2,1,nodes8_pods32_prio2_util105_timeout01,100,100,0,0.0000,71,0.7100,36,0.3600,18,0.1800,42,0.4200,4,0.0400,46,0.4600,0,0.0000,36896.0,519.662,0.942,1.038,0.0094,0.0104
105.0,8,32,4,2,10,nodes8_pods32_prio2_util105_timeout10,100,100,0,0.0000,81,0.8100,22,0.2200,22,0.2200,49,0.4900,7,0.0700,56,0.5600,0,0.0000,135324.0,1670.6667,2.242,2.136,0.0224,0.0214
105.0,8,32,4,2,20,nodes8_pods32_prio2_util105_timeout20,100,100,0,0.0000,87,0.8700,16,0.1600,25,0.2500,56,0.5600,3,0.0300,59,0.5900,0,0.0000,148914.0,1711.6552,2.236,1.755,0.0224,0.0175
105.0,8,32,4,4,1,nodes8_pods32_prio4_util105_timeout01,100,100,0,0.0000,67,0.6700,40,0.4000,27,0.2700,30,0.3000,3,0.0300,33,0.3300,0,0.0000,24641.0,367.7761,-0.472,0.339,-0.0047,0.0034
105.0,8,32,4,4,10,nodes8_pods32_prio4_util105_timeout10,100,100,0,0.0000,76,0.7600,34,0.3400,27,0.2700,38,0.3800,1,0.0100,39,0.3900,0,0.0000,55350.0,728.2895,0.691,0.403,0.0069,0.004
105.0,8,32,4,4,20,nodes8_pods32_prio4_util105_timeout20,100,100,0,0.0000,74,0.7400,34,0.3400,28,0.2800,37,0.3700,1,0.0100,38,0.3800,0,0.0000,58933.0,796.3919,0.686,0.684,0.0069,0.0068
105.0,8,64,8,1,1,nodes8_pods64_prio1_util105_timeout01,100,100,0,0.0000,30,0.3000,73,0.7300,0,0.0000,0,0.0000,27,0.2700,27,0.2700,0,0.0000,27966.0,932.2,0.495,0.569,0.0049,0.0057
105.0,8,64,8,1,10,nodes8_pods64_prio1_util105_timeout10,100,100,0,0.0000,72,0.7200,29,0.2900,0,0.0000,0,0.0000,71,0.7100,71,0.7100,0,0.0000,666647.0,9258.9861,2.115,2.195,0.0211,0.0219
105.0,8,64,8,1,20,nodes8_pods64_prio1_util105_timeout20,100,100,0,0.0000,84,0.8400,20,0.2000,0,0.0000,0,0.0000,80,0.8000,80,0.8000,0,0.0000,1540325.0,18337.2024,2.107,2.677,0.0211,0.0268
105.0,8,64,8,2,1,nodes8_pods64_prio2_util105_timeout01,100,100,0,0.0000,61,0.6100,56,0.5600,5,0.0500,6,0.0600,33,0.3300,39,0.3900,0,0.0000,48955.0,802.541,0.161,0.138,0.0016,0.0014
105.0,8,64,8,2,10,nodes8_pods64_prio2_util105_timeout10,100,100,0,0.0000,73,0.7300,34,0.3400,8,0.0800,19,0.1900,39,0.3900,58,0.5800,0,0.0000,473850.0,6491.0959,0.675,1.276,0.0067,0.0128
105.0,8,64,8,2,20,nodes8_pods64_prio2_util105_timeout20,100,100,0,0.0000,79,0.7900,26,0.2600,8,0.0800,20,0.2000,46,0.4600,66,0.6600,0,0.0000,950120.0,12026.8354,1.314,1.479,0.0131,0.0148
105.0,8,64,8,4,1,nodes8_pods64_prio4_util105_timeout01,100,100,0,0.0000,62,0.6200,45,0.4500,10,0.1000,23,0.2300,22,0.2200,45,0.4500,0,0.0000,43125.0,695.5645,0.04,0.642,0.0004,0.0064
105.0,8,64,8,4,10,nodes8_pods64_prio4_util105_timeout10,100,100,0,0.0000,71,0.7100,33,0.3300,11,0.1100,49,0.4900,7,0.0700,56,0.5600,0,0.0000,174330.0,2455.3521,0.472,1.217,0.0047,0.0122
105.0,8,64,8,4,20,nodes8_pods64_prio4_util105_timeout20,100,100,0,0.0000,67,0.6700,36,0.3600,12,0.1200,43,0.4300,9,0.0900,52,0.5200,0,0.0000,268529.0,4007.8955,0.49,1.188,0.0049,0.0119
105.0,16,64,4,1,1,nodes16_pods64_prio1_util105_timeout01,100,100,0,0.0000,11,0.1100,91,0.9100,0,0.0000,1,0.0100,8,0.0800,9,0.0900,0,0.0000,10207.0,927.9091,0.186,0.052,0.0019,0.0005
105.0,16,64,4,1,10,nodes16_pods64_prio1_util105_timeout10,100,100,0,0.0000,53,0.5300,48,0.4800,0,0.0000,7,0.0700,45,0.4500,52,0.5200,0,0.0000,428720.0,8089.0566,1.521,1.97,0.0152,0.0197
105.0,16,64,4,1,20,nodes16_pods64_prio1_util105_timeout20,100,100,0,0.0000,53,0.5300,50,0.5000,0,0.0000,4,0.0400,46,0.4600,50,0.5000,0,0.0000,926958.0,17489.7736,1.882,2.641,0.0188,0.0264
105.0,16,64,4,2,1,nodes16_pods64_prio2_util105_timeout01,100,100,0,0.0000,36,0.3600,71,0.7100,3,0.0300,7,0.0700,19,0.1900,26,0.2600,0,0.0000,29032.0,806.4444,-0.796,-0.924,-0.008,-0.0092
105.0,16,64,4,2,10,nodes16_pods64_prio2_util105_timeout10,100,100,0,0.0000,39,0.3900,66,0.6600,4,0.0400,15,0.1500,15,0.1500,30,0.3000,0,0.0000,210861.0,5406.6923,-0.274,-0.413,-0.0027,-0.0041
105.0,16,64,4,4,1,nodes16_pods64_prio4_util105_timeout01,100,100,0,0.0000,41,0.4100,62,0.6200,11,0.1100,17,0.1700,10,0.1000,27,0.2700,0,0.0000,29488.0,719.2195,-1.224,-1.406,-0.0122,-0.0141
105.0,16,64,4,4,10,nodes16_pods64_prio4_util105_timeout10,100,100,0,0.0000,51,0.5100,50,0.5000,9,0.0900,38,0.3800,3,0.0300,41,0.4100,0,0.0000,90142.0,1767.4902,-0.185,-0.489,-0.0018,-0.0049
105.0,16,64,4,4,20,nodes16_pods64_prio4_util105_timeout20,100,100,0,0.0000,53,0.5300,48,0.4800,11,0.1100,34,0.3400,7,0.0700,41,0.4100,0,0.0000,180755.0,3410.4717,-0.413,-0.476,-0.0041,-0.0048
105.0,16,128,8,1,1,nodes16_pods128_prio1_util105_timeout01,100,100,0,0.0000,5,0.0500,95,0.9500,0,0.0000,0,0.0000,5,0.0500,5,0.0500,0,0.0000,4971.0,994.2,0.02,0.133,0.0002,0.0013
105.0,16,128,8,1,10,nodes16_pods128_prio1_util105_timeout10,100,100,0,0.0000,29,0.2900,75,0.7500,0,0.0000,0,0.0000,25,0.2500,25,0.2500,0,0.0000,266918.0,9204.069,0.282,0.464,0.0028,0.0046
105.0,16,128,8,1,20,nodes16_pods128_prio1_util105_timeout20,100,100,0,0.0000,42,0.4200,64,0.6400,0,0.0000,0,0.0000,36,0.3600,36,0.3600,0,0.0000,802096.0,19097.5238,0.621,0.803,0.0062,0.008
105.0,16,128,8,2,1,nodes16_pods128_prio2_util105_timeout01,100,100,0,0.0000,14,0.1400,92,0.9200,0,0.0000,0,0.0000,8,0.0800,8,0.0800,0,0.0000,13543.0,967.3571,-1.114,-1.276,-0.0111,-0.0128
105.0,16,128,8,2,10,nodes16_pods128_prio2_util105_timeout10,100,100,0,0.0000,41,0.4100,65,0.6500,2,0.0200,1,0.0100,32,0.3200,33,0.3300,0,0.0000,343441.0,8376.6098,-0.73,-0.271,-0.0073,-0.0027
