util,nodes,pods,pods_per_node,priorities,timeout_s,config_dir,n_seeds,n_seeds_not_all_running,n_default_all_running,default_all_running_rate,n_solver_called,solver_called_rate,n_solver_failed,solver_failed_rate,n_default_optimal,default_optimal_rate,n_solver_optimal,solver_optimal_rate,n_solver_feasible,solver_feasible_rate,n_solver_improve,solver_improve_rate,n_other,other_rate,solver_duration_ms_sum,solver_duration_ms_mean,cpu_delta_sum,mem_delta_sum,cpu_delta_mean,mem_delta_mean,default_all_running_rate_std,solver_called_rate_std,solver_failed_rate_std,default_optimal_rate_std,solver_optimal_rate_std,solver_feasible_rate_std,other_rate_std,solver_duration_ms_mean_std,cpu_delta_mean_std,mem_delta_mean_std
105.0,16,64,4,4,20,nodes16_pods64_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,3,0.0300,9,0.0900,61,0.6100,27,0.2700,88,0.8800,0,0.0000,915687.0,9156.87,3.168,2.767,0.0317,0.0277,0.0,0.0,0.1714466079977653,0.2876234912646613,0.4902071300001973,0.4461960433384737,0.0,8104.226416581173,0.031779187649730256,0.031930813780529754
105.0,16,128,8,1,1,nodes16_pods128_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,83,0.8300,0,0.0000,0,0.0000,17,0.1700,17,0.1700,0,0.0000,154480.0,1544.8,0.023,0.211,0.0002,0.0021,0.0,0.0,0.3775251680686369,0.0,0.0,0.3775251680686369,0.0,200.05186196271075,0.01009035443011059,0.012597013434729172
105.0,16,128,8,1,10,nodes16_pods128_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,100,1.0000,100,1.0000,0,0.0000,1070562.0,10705.62,4.498,4.776,0.045,0.0478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.15884460377363,0.020509657739856604,0.02093960531402324
105.0,16,128,8,1,20,nodes16_pods128_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,100,1.0000,100,1.0000,0,0.0000,2072485.0,20724.85,4.675,5.049,0.0467,0.0505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25547852604828,0.02111028041959506,0.02100432615371692
105.0,16,128,8,2,1,nodes16_pods128_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,29,0.2900,0,0.0000,0,0.0000,71,0.7100,71,0.7100,0,0.0000,167781.0,1677.81,0.784,1.115,0.0078,0.0111,0.0,0.0,0.4560480215720686,0.0,0.0,0.4560480215720687,0.0,67.18415743388474,0.023575248105424506,0.023865945054267843
105.0,16,128,8,2,10,nodes16_pods128_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,0,0.0000,99,0.9900,99,0.9900,0,0.0000,1065216.0,10652.16,3.728,3.982,0.0373,0.0398,0.0,0.0,0.09999999999999999,0.0,0.0,0.09999999999999999,0.0,110.17430817490157,0.019181261900115095,0.01836849520678314
105.0,16,128,8,2,20,nodes16_pods128_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,0,0.0000,99,0.9900,99,0.9900,0,0.0000,2070533.0,20705.33,3.843,4.111,0.0384,0.0411,0.0,0.0,0.09999999999999999,0.0,0.0,0.09999999999999999,0.0,102.20014578257606,0.019420001664429986,0.018653618274947992
105.0,16,128,8,4,1,nodes16_pods128_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,76,0.7600,0,0.0000,0,0.0000,24,0.2400,24,0.2400,0,0.0000,166271.0,1662.71,-0.683,-1.415,-0.0068,-0.0141,0.0,0.0,0.42923469599092784,0.0,0.0,0.42923469599092784,0.0,95.21695534860683,0.022696973945057618,0.02384773881240411
105.0,16,128,8,4,10,nodes16_pods128_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,3,0.0300,0,0.0000,6,0.0600,91,0.9100,97,0.9700,0,0.0000,1033595.0,10335.95,2.569,2.526,0.0257,0.0253,0.0,0.0,0.1714466079977653,0.0,0.23868325657594203,0.28762349126466136,0.0,1603.1309604217074,0.01980138501430765,0.016362447768280153
105.0,16,128,8,4,20,nodes16_pods128_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,2,0.0200,1,0.0100,5,0.0500,92,0.9200,97,0.9700,0,0.0000,1969488.0,19694.88,2.654,2.614,0.0265,0.0261,0.0,0.0,0.14070529413628965,0.09999999999999999,0.2190429135575903,0.27265992434429076,0.0,3950.9772586773843,0.01700648717579869,0.014525505259036687
105.0,32,128,4,1,1,nodes32_pods128_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,128256.0,1282.56,0.039,0.019,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.48672359990334,0.01099852607205056,0.01117870901998685
105.0,32,128,4,1,10,nodes32_pods128_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,7,0.0700,0,0.0000,0,0.0000,93,0.9300,93,0.9300,0,0.0000,1083597.0,10835.97,7.934,7.668,0.0793,0.0767,0.0,0.0,0.2564323999762428,0.0,0.0,0.25643239997624284,0.0,102.9195483586254,0.03728384707249578,0.033954479331402894
105.0,32,128,4,1,20,nodes32_pods128_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,6,0.0600,0,0.0000,0,0.0000,94,0.9400,94,0.9400,0,0.0000,2083578.0,20835.78,8.581,8.303,0.0858,0.083,0.0,0.0,0.23868325657594203,0.0,0.0,0.23868325657594203,0.0,98.52862784516236,0.036177088290404426,0.036452114707745904
105.0,32,128,4,2,1,nodes32_pods128_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,122692.0,1226.92,-3.045,-2.76,-0.0305,-0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.38611115317815,0.028519840692600534,0.02515366913011044
105.0,32,128,4,2,10,nodes32_pods128_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,5,0.0500,0,0.0000,0,0.0000,95,0.9500,95,0.9500,0,0.0000,1083833.0,10838.33,5.567,5.62,0.0557,0.0562,0.0,0.0,0.2190429135575903,0.0,0.0,0.21904291355759037,0.0,89.76299376973259,0.03031586410052691,0.031820836830065556
105.0,32,128,4,2,20,nodes32_pods128_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,6,0.0600,0,0.0000,0,0.0000,94,0.9400,94,0.9400,0,0.0000,2081808.0,20818.08,5.717,5.78,0.0572,0.0578,0.0,0.0,0.23868325657594203,0.0,0.0,0.23868325657594203,0.0,107.73664861385589,0.0350995855971393,0.03214393135931451
105.0,32,128,4,4,1,nodes32_pods128_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,132824.0,1328.24,-3.838,-3.119,-0.0384,-0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.43704828880183,0.03146419481816683,0.0323349562229392
105.0,32,128,4,4,10,nodes32_pods128_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,15,0.1500,2,0.0200,11,0.1100,72,0.7200,83,0.8300,0,0.0000,1015342.0,10153.42,1.886,2.06,0.0189,0.0206,0.0,0.0,0.3588702812826367,0.14070529413628965,0.31446603773522014,0.4512608598542129,0.0,1781.8310816787216,0.030855158532744717,0.036300096001208745
105.0,32,128,4,4,20,nodes32_pods128_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,5,0.0500,2,0.0200,14,0.1400,79,0.7900,93,0.9300,0,0.0000,1876032.0,18760.32,2.657,2.858,0.0266,0.0286,0.0,0.0,0.2190429135575903,0.14070529413628968,0.34873508801977704,0.40936018074033237,0.0,4978.064894975341,0.028231100766797097,0.03186213356879223
105.0,32,256,8,1,1,nodes32_pods256_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,119908.0,1199.08,0.032,0.061,0.0003,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.87494793184841,0.007012081925455001,0.007327676881853373
105.0,32,256,8,1,10,nodes32_pods256_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,86,0.8600,0,0.0000,0,0.0000,14,0.1400,14,0.1400,0,0.0000,1101558.0,11015.58,0.351,0.457,0.0035,0.0046,0.0,0.0,0.348735088019777,0.0,0.0,0.348735088019777,0.0,403.5706083941148,0.01276872362573106,0.014592965650087912
105.0,32,256,8,1,20,nodes32_pods256_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,62,0.6200,0,0.0000,0,0.0000,38,0.3800,38,0.3800,0,0.0000,2101760.0,21017.6,1.481,1.442,0.0148,0.0144,0.0,0.0,0.4878317312145633,0.0,0.0,0.4878317312145633,0.0,99.24614843810303,0.021653700082727798,0.021468407608682207
105.0,32,256,8,2,1,nodes32_pods256_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,125728.0,1257.28,-1.506,-1.553,-0.0151,-0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.81976800775776,0.013802224970685461,0.012191614107469693
105.0,32,256,8,2,10,nodes32_pods256_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,31,0.3100,0,0.0000,0,0.0000,69,0.6900,69,0.6900,0,0.0000,1095393.0,10953.93,1.352,1.555,0.0135,0.0156,0.0,0.0,0.46482319871173167,0.0,0.0,0.46482319871173167,0.0,86.60128711106394,0.022140725308167204,0.021512211706964286
105.0,32,256,8,2,20,nodes32_pods256_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,0,0.0000,99,0.9900,99,0.9900,0,0.0000,2076517.0,20765.17,2.777,2.803,0.0278,0.028,0.0,0.0,0.09999999999999999,0.0,0.0,0.09999999999999999,0.0,78.30412801791783,0.012683286544731099,0.01198185075331632
105.0,32,256,8,4,1,nodes32_pods256_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,127103.0,1271.03,-1.522,-1.916,-0.0152,-0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.16634313831021,0.017429558082449875,0.01429820925426632
105.0,32,256,8,4,10,nodes32_pods256_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,41,0.4100,0,0.0000,0,0.0000,59,0.5900,59,0.5900,0,0.0000,1096580.0,10965.8,0.615,0.525,0.0062,0.0053,0.0,0.0,0.4943110704237103,0.0,0.0,0.4943110704237103,0.0,79.21445128844417,0.023678987403274707,0.024565877212758384
105.0,32,256,8,4,20,nodes32_pods256_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,42,0.4200,0,0.0000,0,0.0000,58,0.5800,58,0.5800,0,0.0000,2096359.0,20963.59,0.919,0.727,0.0092,0.0073,0.0,0.0,0.49604496374885826,0.0,0.0,0.49604496374885826,0.0,103.29178979175371,0.023448501492040395,0.026077528156393064
105.0,64,256,4,1,1,nodes64_pods256_prio1_util105_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,0.075,0.078,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.009729030804969245,0.00879115717323064
105.0,64,256,4,1,10,nodes64_pods256_prio1_util105_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,0.099,0.03,0.001,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.009253440528590529,0.007807662643813193
105.0,64,256,4,1,20,nodes64_pods256_prio1_util105_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,0.079,0.122,0.0008,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008002897202661279,0.007942444475249688
105.0,64,256,4,2,1,nodes64_pods256_prio2_util105_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-3.093,-2.988,-0.0309,-0.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01798891634065575,0.01652196578907467
105.0,64,256,4,2,10,nodes64_pods256_prio2_util105_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-2.976,-2.878,-0.0298,-0.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.017910619839366346,0.01575672375319006
105.0,64,256,4,2,20,nodes64_pods256_prio2_util105_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-2.975,-2.866,-0.0298,-0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.018608336895601457,0.016372692219212177
105.0,64,256,4,4,1,nodes64_pods256_prio4_util105_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-3.416,-3.619,-0.0342,-0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01996244959766698,0.01858515482308341
105.0,64,256,4,4,10,nodes64_pods256_prio4_util105_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-3.373,-3.607,-0.0337,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.02020893641711784,0.020424413496271252
105.0,64,256,4,4,20,nodes64_pods256_prio4_util105_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-3.365,-3.665,-0.0337,-0.0367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.02013257825194547,0.019845552640225476
105.0,64,512,8,1,1,nodes64_pods512_prio1_util105_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,0.002,-0.024,0.0,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.004616570943105627,0.003934103673922646
105.0,64,512,8,1,10,nodes64_pods512_prio1_util105_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-0.012,-0.058,-0.0001,-0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.004621600579798277,0.004197594308624628
105.0,64,512,8,1,20,nodes64_pods512_prio1_util105_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-0.014,-0.019,-0.0001,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.004040252017342019,0.0039688051276692985
105.0,64,512,8,2,1,nodes64_pods512_prio2_util105_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.371,-1.445,-0.0137,-0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.009090226742068738,0.008657775159189009
105.0,64,512,8,2,10,nodes64_pods512_prio2_util105_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.348,-1.437,-0.0135,-0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.009306758704068618,0.008535907518929478
105.0,64,512,8,2,20,nodes64_pods512_prio2_util105_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.376,-1.47,-0.0138,-0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.009073348696355501,0.009208581855963455
105.0,64,512,8,4,1,nodes64_pods512_prio4_util105_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.74,-1.798,-0.0174,-0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.009483638222717772,0.01008346982126506
105.0,64,512,8,4,10,nodes64_pods512_prio4_util105_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.773,-1.837,-0.0177,-0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.009119692312725658,0.009784191537393551
105.0,64,512,8,4,20,nodes64_pods512_prio4_util105_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.782,-1.775,-0.0178,-0.0177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.009413486993337642,0.010517301762507144
