util,nodes,pods,pods_per_node,priorities,timeout_s,config_dir,n_seeds,n_seeds_not_all_running,n_default_all_running,default_all_running_rate,n_solver_called,solver_called_rate,n_solver_failed,solver_failed_rate,n_default_optimal,default_optimal_rate,n_solver_optimal,solver_optimal_rate,n_solver_feasible,solver_feasible_rate,n_solver_improve,solver_improve_rate,n_other,other_rate,solver_duration_ms_sum,solver_duration_ms_mean,cpu_delta_sum,mem_delta_sum,cpu_delta_mean,mem_delta_mean,default_all_running_rate_std,solver_called_rate_std,solver_failed_rate_std,default_optimal_rate_std,solver_optimal_rate_std,solver_feasible_rate_std,other_rate_std,solver_duration_ms_mean_std,cpu_delta_mean_std,mem_delta_mean_std
100.0,32,128,4,4,10,nodes32_pods128_prio4_util100_timeout10,100,100,0,0.0000,100,1.0000,6,0.0600,0,0.0000,16,0.1600,78,0.7800,94,0.9400,0,0.0000,1011362.0,10113.62,3.177,3.279,0.0318,0.0328,0.0,0.0,0.238683256575942,0.0,0.3684529491774707,0.4163331998932266,0.0,1845.5221416589766,0.027764833145473074,0.027744612726681488
100.0,32,128,4,4,20,nodes32_pods128_prio4_util100_timeout20,100,100,0,0.0000,100,1.0000,7,0.0700,0,0.0000,19,0.1900,74,0.7400,93,0.9300,0,0.0000,1833906.0,18339.06,3.386,3.453,0.0339,0.0345,0.0,0.0,0.2564323999762428,0.0,0.3942772444036626,0.44084400227680803,0.0,5171.959497798555,0.02457847460973554,0.026554862211480363
100.0,32,256,8,1,1,nodes32_pods256_prio1_util100_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,127407.0,1274.07,-0.048,0.067,-0.0005,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.09478222940709,0.007012946181271757,0.006511923795250641
100.0,32,256,8,1,10,nodes32_pods256_prio1_util100_timeout10,100,100,0,0.0000,100,1.0000,38,0.3800,0,0.0000,0,0.0000,62,0.6200,62,0.6200,0,0.0000,1075115.0,10751.15,1.753,1.667,0.0175,0.0167,0.0,0.0,0.4878317312145634,0.0,0.0,0.4878317312145634,0.0,788.4068628018982,0.01986390818758603,0.01880578838463508
100.0,32,256,8,1,20,nodes32_pods256_prio1_util100_timeout20,100,100,0,0.0000,100,1.0000,92,0.9200,0,0.0000,0,0.0000,8,0.0800,8,0.0800,0,0.0000,2107698.0,21076.98,0.392,0.432,0.0039,0.0043,0.0,0.0,0.2726599243442907,0.0,0.0,0.2726599243442907,0.0,48.053627450080306,0.015451899951825068,0.016631405122948445
100.0,32,256,8,2,1,nodes32_pods256_prio2_util100_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,136261.0,1362.61,-1.511,-1.268,-0.0151,-0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.59205672287477,0.01377150843024989,0.01257051223211597
100.0,32,256,8,2,10,nodes32_pods256_prio2_util100_timeout10,100,100,0,0.0000,100,1.0000,47,0.4700,0,0.0000,0,0.0000,53,0.5300,53,0.5300,0,0.0000,1099204.0,10992.04,1.205,1.362,0.0121,0.0136,0.0,0.0,0.5016135580465918,0.0,0.0,0.5016135580465918,0.0,63.00423586850124,0.026419833000183295,0.02603873571385054
100.0,32,256,8,2,20,nodes32_pods256_prio2_util100_timeout20,100,100,0,0.0000,100,1.0000,16,0.1600,0,0.0000,0,0.0000,84,0.8400,84,0.8400,0,0.0000,2086248.0,20862.48,2.947,2.952,0.0295,0.0295,0.0,0.0,0.3684529491774707,0.0,0.0,0.3684529491774707,0.0,108.3282031419316,0.021373284088489337,0.02199011715578731
100.0,32,256,8,4,1,nodes32_pods256_prio4_util100_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,128211.0,1282.11,-1.453,-1.712,-0.0145,-0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.04059631400891,0.014465182859249116,0.014217132927804679
100.0,32,256,8,4,10,nodes32_pods256_prio4_util100_timeout10,100,100,0,0.0000,100,1.0000,8,0.0800,0,0.0000,0,0.0000,92,0.9200,92,0.9200,0,0.0000,1087093.0,10870.93,2.541,2.374,0.0254,0.0237,0.0,0.0,0.27265992434429076,0.0,0.0,0.27265992434429076,0.0,89.08822718082465,0.016859547545362612,0.01713147024418137
100.0,32,256,8,4,20,nodes32_pods256_prio4_util100_timeout20,100,100,0,0.0000,100,1.0000,40,0.4000,0,0.0000,0,0.0000,60,0.6000,60,0.6000,0,0.0000,2097001.0,20970.01,1.232,0.994,0.0123,0.0099,0.0,0.0,0.492365963917331,0.0,0.0,0.492365963917331,0.0,71.75399823442775,0.025953680574314186,0.025141948527462512
100.0,64,256,4,1,1,nodes64_pods256_prio1_util100_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-0.057,-0.102,-0.0006,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.006791639245157509,0.0059015149570156
100.0,64,256,4,1,10,nodes64_pods256_prio1_util100_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,0.015,-0.017,0.0001,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0062269778002858305,0.006651581417492793
100.0,64,256,4,1,20,nodes64_pods256_prio1_util100_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,0.073,-0.009,0.0007,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.007378449373107824,0.007541260243527349
100.0,64,256,4,2,1,nodes64_pods256_prio2_util100_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-2.786,-2.596,-0.0279,-0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01749690881789748,0.01429128433979285
100.0,64,256,4,2,10,nodes64_pods256_prio2_util100_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-2.971,-2.641,-0.0297,-0.0264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01779643307809266,0.013047771588832469
100.0,64,256,4,2,20,nodes64_pods256_prio2_util100_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-2.814,-2.561,-0.0281,-0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.018102413478245767,0.015414079225949204
100.0,64,256,4,4,1,nodes64_pods256_prio4_util100_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-3.232,-3.59,-0.0323,-0.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.018182509077782325,0.016884336175307827
100.0,64,256,4,4,10,nodes64_pods256_prio4_util100_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-3.221,-3.558,-0.0322,-0.0356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.018672236723071632,0.017960214167133236
100.0,64,256,4,4,20,nodes64_pods256_prio4_util100_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-3.208,-3.574,-0.0321,-0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0186886666893672,0.018039026155712096
100.0,64,512,8,1,1,nodes64_pods512_prio1_util100_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-0.077,-0.084,-0.0008,-0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00417025300203837,0.004182020197140716
100.0,64,512,8,1,10,nodes64_pods512_prio1_util100_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-0.044,-0.061,-0.0004,-0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.004095624667146801,0.00418968189048217
100.0,64,512,8,1,20,nodes64_pods512_prio1_util100_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-0.016,-0.042,-0.0002,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.003826330890135883,0.004107593362581448
100.0,64,512,8,2,1,nodes64_pods512_prio2_util100_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.398,-1.284,-0.014,-0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008370197250973344,0.007947707883790157
100.0,64,512,8,2,10,nodes64_pods512_prio2_util100_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.325,-1.297,-0.0132,-0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008195065033853642,0.008133302285087261
100.0,64,512,8,2,20,nodes64_pods512_prio2_util100_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.331,-1.238,-0.0133,-0.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008389140406959253,0.008394057542106894
100.0,64,512,8,4,1,nodes64_pods512_prio4_util100_timeout01,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.684,-1.59,-0.0168,-0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008547809690502605,0.008270062840990933
100.0,64,512,8,4,10,nodes64_pods512_prio4_util100_timeout10,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.668,-1.569,-0.0167,-0.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00826564020997816,0.008724393990705032
100.0,64,512,8,4,20,nodes64_pods512_prio4_util100_timeout20,100,100,0,0.0000,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0,,-1.684,-1.543,-0.0168,-0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008087551226946548,0.00877698436511392
105.0,4,16,4,1,1,nodes4_pods16_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,7,0.0700,1,0.0100,30,0.3000,62,0.6200,92,0.9200,0,0.0000,131430.0,1314.3,8.687,7.541,0.0869,0.0754,0.0,0.0,0.2564323999762428,0.09999999999999999,0.4605661864718382,0.48783173121456336,0.0,222.58733389867717,0.07827246571361406,0.06765839552375215
105.0,4,16,4,1,10,nodes4_pods16_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,4,0.0400,4,0.0400,68,0.6800,24,0.2400,92,0.9200,0,0.0000,338947.0,3389.47,8.575,7.513,0.0857,0.0751,0.0,0.0,0.19694638556693236,0.19694638556693236,0.4688261722621507,0.4292346959909279,0.0,2173.4830793131573,0.07931033216346271,0.06520126648704878
105.0,4,16,4,1,20,nodes4_pods16_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,2,0.0200,6,0.0600,77,0.7700,15,0.1500,92,0.9200,0,0.0000,455587.0,4555.87,8.66,7.394,0.0866,0.0739,0.0,0.0,0.14070529413628965,0.238683256575942,0.42295258468165076,0.3588702812826367,0.0,4015.1734119940375,0.07789931341355345,0.06706740465887112
105.0,4,16,4,2,1,nodes4_pods16_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,4,0.0400,39,0.3900,46,0.4600,11,0.1100,57,0.5700,0,0.0000,101314.0,1013.14,4.448,4.509,0.0445,0.0451,0.0,0.0,0.1969463855669324,0.4902071300001973,0.5009082659620331,0.31446603773522014,0.0,269.6416259865054,0.07358668083260447,0.06605569963709003
105.0,4,16,4,2,10,nodes4_pods16_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,43,0.4300,57,0.5700,0,0.0000,57,0.5700,0,0.0000,121163.0,1211.63,4.522,4.535,0.0452,0.0454,0.0,0.0,0.0,0.497569851956243,0.497569851956243,0.0,0.0,746.9661555082315,0.07442107608504843,0.06579880183736117
105.0,4,16,4,2,20,nodes4_pods16_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,43,0.4300,57,0.5700,0,0.0000,57,0.5700,0,0.0000,115638.0,1156.38,4.512,4.393,0.0451,0.0439,0.0,0.0,0.0,0.497569851956243,0.497569851956243,0.0,0.0,682.8291529520486,0.07456923838374183,0.06910952440609298
105.0,4,16,4,4,1,nodes4_pods16_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,2,0.0200,64,0.6400,33,0.3300,1,0.0100,34,0.3400,0,0.0000,91400.0,914.0,2.157,1.684,0.0216,0.0168,0.0,0.0,0.14070529413628968,0.48241815132442184,0.4725815626252608,0.09999999999999999,0.0,138.04786170459911,0.04259659373682124,0.06210381012726379
105.0,4,16,4,4,10,nodes4_pods16_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,2,0.0200,63,0.6300,35,0.3500,0,0.0000,35,0.3500,0,0.0000,88363.0,883.63,2.087,1.754,0.0209,0.0175,0.0,0.0,0.14070529413628968,0.48523658709390965,0.4793724854411022,0.0,0.0,127.70599560369635,0.04333838082491377,0.06216846126258536
105.0,4,16,4,4,20,nodes4_pods16_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,2,0.0200,63,0.6300,35,0.3500,0,0.0000,35,0.3500,0,0.0000,89292.0,892.92,2.143,1.527,0.0214,0.0153,0.0,0.0,0.14070529413628968,0.48523658709390965,0.4793724854411022,0.0,0.0,138.41649052220927,0.04313972014913235,0.06471442394603127
105.0,4,32,8,1,1,nodes4_pods32_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,53,0.5300,46,0.4600,99,0.9900,0,0.0000,135398.0,1353.98,4.73,4.763,0.0473,0.0476,0.0,0.0,0.09999999999999999,0.0,0.5016135580465918,0.5009082659620331,0.0,295.8395681801373,0.035591821782226564,0.03371468372964365
105.0,4,32,8,1,10,nodes4_pods32_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,2,0.0200,0,0.0000,70,0.7000,28,0.2800,98,0.9800,0,0.0000,362093.0,3620.93,4.912,5.114,0.0491,0.0511,0.0,0.0,0.14070529413628965,0.0,0.4605661864718382,0.4512608598542129,0.0,3426.172763176328,0.03808291857078034,0.03565435074815873
105.0,4,32,8,1,20,nodes4_pods32_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,73,0.7300,26,0.2600,99,0.9900,0,0.0000,570800.0,5708.0,4.974,5.217,0.0497,0.0522,0.0,0.0,0.09999999999999999,0.0,0.44619604333847374,0.4408440022768081,0.0,6645.833635223704,0.036679232006764546,0.03497331016993422
105.0,4,32,8,2,1,nodes4_pods32_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,1,0.0100,8,0.0800,58,0.5800,33,0.3300,91,0.9100,0,0.0000,132034.0,1320.34,3.787,3.395,0.0379,0.0339,0.0,0.0,0.09999999999999999,0.27265992434429076,0.49604496374885826,0.4725815626252608,0.0,299.5028277635853,0.0348096280074953,0.032600233933597046
105.0,4,32,8,2,10,nodes4_pods32_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,10,0.1000,87,0.8700,3,0.0300,90,0.9000,0,0.0000,214948.0,2149.48,3.582,3.335,0.0358,0.0333,0.0,0.0,0.0,0.30151134457776363,0.33799766898963113,0.1714466079977653,0.0,1843.841743028217,0.03298710491857523,0.032633060945407286
105.0,4,32,8,2,20,nodes4_pods32_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,10,0.1000,89,0.8900,1,0.0100,90,0.9000,0,0.0000,212793.0,2127.93,3.69,3.251,0.0369,0.0325,0.0,0.0,0.0,0.30151134457776363,0.3144660377352201,0.09999999999999999,0.0,2170.042890489876,0.03459681190426935,0.03342033947926159
105.0,4,32,8,4,1,nodes4_pods32_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,1,0.0100,34,0.3400,59,0.5900,6,0.0600,65,0.6500,0,0.0000,109721.0,1097.21,2.448,2.43,0.0245,0.0243,0.0,0.0,0.09999999999999999,0.47609522856952335,0.4943110704237103,0.238683256575942,0.0,269.9761042549634,0.033990634479562624,0.030073143157873253
105.0,4,32,8,4,10,nodes4_pods32_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,38,0.3800,62,0.6200,0,0.0000,62,0.6200,0,0.0000,124960.0,1249.6,2.473,2.362,0.0247,0.0236,0.0,0.0,0.0,0.48783173121456336,0.48783173121456336,0.0,0.0,1090.593536853333,0.034255680056913415,0.03135936378451732
105.0,4,32,8,4,20,nodes4_pods32_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,34,0.3400,66,0.6600,0,0.0000,66,0.6600,0,0.0000,131762.0,1317.62,2.524,2.438,0.0252,0.0244,0.0,0.0,0.0,0.47609522856952335,0.47609522856952335,0.0,0.0,1491.974143221123,0.03359567071676185,0.030455723782420775
105.0,8,32,4,1,1,nodes8_pods32_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,1,0.0100,98,0.9800,99,0.9900,0,0.0000,167150.0,1671.5,10.646,10.275,0.1065,0.1028,0.0,0.0,0.09999999999999999,0.0,0.09999999999999999,0.14070529413628968,0.0,95.56662491675532,0.055433720547491426,0.04866383864759531
105.0,8,32,4,1,10,nodes8_pods32_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,1,0.0100,99,0.9900,100,1.0000,0,0.0000,1042180.0,10421.8,11.428,10.842,0.1143,0.1084,0.0,0.0,0.0,0.0,0.09999999999999999,0.09999999999999999,0.0,1180.0541162047261,0.05505425790192175,0.04610291079572291
105.0,8,32,4,1,20,nodes8_pods32_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,7,0.0700,93,0.9300,100,1.0000,0,0.0000,1975512.0,19755.12,11.458,10.867,0.1146,0.1087,0.0,0.0,0.0,0.0,0.2564323999762428,0.25643239997624284,0.0,2987.69705332121,0.05606889340874143,0.04597804812180383
105.0,8,32,4,2,1,nodes8_pods32_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,7,0.0700,13,0.1300,24,0.2400,56,0.5600,80,0.8000,0,0.0000,143671.0,1436.71,4.999,4.64,0.05,0.0464,0.0,0.0,0.2564323999762428,0.3379976689896311,0.42923469599092784,0.4988876515698589,0.0,315.7825391312857,0.054162772820415685,0.046075037611586295
105.0,8,32,4,2,10,nodes8_pods32_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,2,0.0200,16,0.1600,50,0.5000,32,0.3200,82,0.8200,0,0.0000,488138.0,4881.38,5.403,5.023,0.054,0.0502,0.0,0.0,0.14070529413628968,0.3684529491774706,0.502518907629606,0.4688261722621506,0.0,4037.007779746947,0.053006852044206174,0.04912113556908024
105.0,8,32,4,2,20,nodes8_pods32_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,1,0.0100,18,0.1800,59,0.5900,22,0.2200,81,0.8100,0,0.0000,713659.0,7136.59,5.386,4.894,0.0539,0.0489,0.0,0.0,0.09999999999999999,0.38612291966536916,0.4943110704237103,0.41633319989322654,0.0,7480.391193377495,0.05313067937556504,0.048974910088552676
105.0,8,32,4,4,1,nodes8_pods32_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,11,0.1100,29,0.2900,42,0.4200,18,0.1800,60,0.6000,0,0.0000,120820.0,1208.2,2.488,1.946,0.0249,0.0195,0.0,0.0,0.31446603773522014,0.4560480215720686,0.49604496374885826,0.38612291966536916,0.0,298.0795094255792,0.041367844829753773,0.038249161871057834
105.0,8,32,4,4,10,nodes8_pods32_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,7,0.0700,30,0.3000,61,0.6100,2,0.0200,63,0.6300,0,0.0000,163957.0,1639.57,2.58,2.062,0.0258,0.0206,0.0,0.0,0.2564323999762428,0.4605661864718382,0.4902071300001973,0.14070529413628968,0.0,1635.4506329535855,0.04246424520949502,0.03784598773818419
105.0,8,32,4,4,20,nodes8_pods32_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,6,0.0600,33,0.3300,59,0.5900,2,0.0200,61,0.6100,0,0.0000,200518.0,2005.18,2.59,2.19,0.0259,0.0219,0.0,0.0,0.23868325657594203,0.4725815626252608,0.4943110704237103,0.14070529413628965,0.0,3149.839535370946,0.04180220379865447,0.03641802750387131
105.0,8,64,8,1,1,nodes8_pods64_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,100,1.0000,100,1.0000,0,0.0000,169841.0,1698.41,4.751,4.811,0.0475,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.31020917546027,0.025072216906489544,0.02273070054958155
105.0,8,64,8,1,10,nodes8_pods64_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,100,1.0000,100,1.0000,0,0.0000,1063696.0,10636.96,5.077,5.152,0.0508,0.0515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.6466872553629,0.025290975353739007,0.023585854346462088
105.0,8,64,8,1,20,nodes8_pods64_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,100,1.0000,100,1.0000,0,0.0000,2058509.0,20585.09,5.007,5.209,0.0501,0.0521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.7902504781782,0.024897874234844648,0.023432729851274852
105.0,8,64,8,2,1,nodes8_pods64_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,5,0.0500,0,0.0000,0,0.0000,95,0.9500,95,0.9500,0,0.0000,171460.0,1714.6,3.76,3.805,0.0376,0.038,0.0,0.0,0.21904291355759034,0.0,0.0,0.21904291355759034,0.0,92.34290509406839,0.0289314759912159,0.02923066571567978
105.0,8,64,8,2,10,nodes8_pods64_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,5,0.0500,94,0.9400,99,0.9900,0,0.0000,1027273.0,10272.73,4.243,4.378,0.0424,0.0438,0.0,0.0,0.09999999999999999,0.0,0.2190429135575903,0.23868325657594203,0.0,1461.472640831497,0.02366741569450634,0.02594889304970541
105.0,8,64,8,2,20,nodes8_pods64_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,7,0.0700,92,0.9200,99,0.9900,0,0.0000,1922731.0,19227.31,4.263,4.346,0.0426,0.0435,0.0,0.0,0.09999999999999999,0.0,0.2564323999762428,0.2726599243442907,0.0,3957.6333957111897,0.023714912411962854,0.025929360138108242
105.0,8,64,8,4,1,nodes8_pods64_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,11,0.1100,7,0.0700,16,0.1600,66,0.6600,82,0.8200,0,0.0000,155966.0,1559.66,1.914,2.52,0.0191,0.0252,0.0,0.0,0.31446603773522014,0.2564323999762428,0.3684529491774707,0.47609522856952335,0.0,216.18745233119924,0.028032455936977493,0.024807949198479562
105.0,8,64,8,4,10,nodes8_pods64_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,3,0.0300,7,0.0700,46,0.4600,44,0.4400,90,0.9000,0,0.0000,620939.0,6209.39,2.331,2.774,0.0233,0.0277,0.0,0.0,0.1714466079977653,0.2564323999762428,0.5009082659620331,0.4988876515698589,0.0,4085.078135313468,0.023253845125727323,0.023759578610690363
105.0,8,64,8,4,20,nodes8_pods64_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,2,0.0200,6,0.0600,61,0.6100,31,0.3100,92,0.9200,0,0.0000,943666.0,9436.66,2.411,2.915,0.0241,0.0291,0.0,0.0,0.14070529413628968,0.238683256575942,0.4902071300001973,0.4648231987117317,0.0,8366.761584901644,0.024307747029631618,0.02325414050239333
105.0,16,64,4,1,1,nodes16_pods64_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,2,0.0200,0,0.0000,0,0.0000,98,0.9800,98,0.9800,0,0.0000,167630.0,1676.3,6.254,6.798,0.0625,0.068,0.0,0.0,0.14070529413628965,0.0,0.0,0.14070529413628965,0.0,100.30050807045754,0.03812881409966044,0.041895246952031645
105.0,16,64,4,1,10,nodes16_pods64_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,100,1.0000,100,1.0000,0,0.0000,1069867.0,10698.67,9.769,10.139,0.0977,0.1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.6336831175095,0.03720315371664943,0.03995676830442287
105.0,16,64,4,1,20,nodes16_pods64_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,100,1.0000,100,1.0000,0,0.0000,2068405.0,20684.05,10.067,10.528,0.1007,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5153279904684,0.035408455019510336,0.039863930178708276
105.0,16,64,4,2,1,nodes16_pods64_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,11,0.1100,0,0.0000,1,0.0100,88,0.8800,89,0.8900,0,0.0000,167025.0,1670.25,4.509,4.992,0.0451,0.0499,0.0,0.0,0.3144660377352202,0.0,0.09999999999999999,0.32659863237109044,0.0,84.68400860334442,0.04052261994581209,0.03657969851480933
105.0,16,64,4,2,10,nodes16_pods64_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,5,0.0500,95,0.9500,100,1.0000,0,0.0000,1029748.0,10297.48,6.729,7.19,0.0673,0.0719,0.0,0.0,0.0,0.0,0.2190429135575903,0.21904291355759037,0.0,1637.4561046163817,0.03544758400965025,0.03344873961479238
105.0,16,64,4,2,20,nodes16_pods64_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,12,0.1200,88,0.8800,100,1.0000,0,0.0000,1941554.0,19415.54,6.864,7.13,0.0686,0.0713,0.0,0.0,0.0,0.0,0.32659863237109044,0.32659863237109044,0.0,3924.6743734707184,0.03517848286333077,0.03296508713316209
105.0,16,64,4,4,1,nodes16_pods64_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,26,0.2600,7,0.0700,15,0.1500,52,0.5200,67,0.6700,0,0.0000,150654.0,1506.54,0.876,1.172,0.0088,0.0117,0.0,0.0,0.4408440022768081,0.2564323999762428,0.35887028128263676,0.5021167315686782,0.0,161.57616460882147,0.040047224648160115,0.038371938399899184
105.0,16,64,4,4,10,nodes16_pods64_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,1,0.0100,10,0.1000,52,0.5200,37,0.3700,89,0.8900,0,0.0000,601500.0,6015.0,3.151,2.906,0.0315,0.0291,0.0,0.0,0.09999999999999999,0.30151134457776363,0.5021167315686782,0.4852365870939097,0.0,4026.44974581275,0.027889933378163242,0.028122322992687694
