scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
default,nodes=32_prio=1_arrival=4s,3,0.0,0.2285,0.2151,0.2441,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.2281,,,,3.2281
default,nodes=32_prio=1_arrival=4s,3,1.0001,0.2552,0.2421,0.2552,62.0084,0.0,0.0,0.0,62.0084,0.0,,,,0.0,2.5013,,,,2.5013
default,nodes=32_prio=1_arrival=4s,3,1.0002,0.3108,0.2534,0.3108,78.0133,0.0,0.0,0.0,78.0133,0.0,,,,0.0,2.6276,,,,2.6276
default,nodes=32_prio=1_arrival=4s,3,1.0002,0.2375,0.2722,0.2722,60.0104,0.0,0.0,0.0,60.0104,0.0,,,,0.0,4.5553,,,,4.5553
default,nodes=32_prio=1_arrival=4s,3,2.0003,0.281,0.3102,0.3102,129.0176,0.0,0.0,0.0,129.0176,0.0,,,,0.0,4.5553,,,,4.5553
default,nodes=32_prio=1_arrival=4s,3,2.0003,0.3635,0.2967,0.3635,167.0243,0.0,0.0,0.0,167.0243,0.0,,,,0.0,2.6276,,,,2.6276
default,nodes=32_prio=1_arrival=4s,3,2.0003,0.3139,0.2676,0.3139,136.0203,0.0,0.0,0.0,136.0203,0.0,,,,0.0,2.5013,,,,2.5013
default,nodes=32_prio=1_arrival=4s,3,3.0004,0.3223,0.3638,0.3638,209.0257,0.0,0.0,0.0,209.0257,0.0,,,,0.0,4.5553,,,,4.5553
default,nodes=32_prio=1_arrival=4s,3,3.0004,0.3911,0.3072,0.3911,221.0281,0.0,0.0,0.0,221.0281,0.0,,,,0.0,2.5013,,,,2.5013
default,nodes=32_prio=1_arrival=4s,3,3.0004,0.3936,0.3311,0.3936,263.0338,0.0,0.0,0.0,263.0338,0.0,,,,0.0,2.6276,,,,2.6276
default,nodes=32_prio=1_arrival=4s,3,4.0005,0.3761,0.3984,0.3984,300.0348,0.0,0.0,0.0,300.0348,0.0,,,,0.0,4.5553,,,,4.5553
default,nodes=32_prio=1_arrival=4s,3,4.0005,0.4397,0.3436,0.4397,315.0378,0.0,0.0,0.0,315.0378,0.0,,,,0.0,2.5013,,,,2.5013
default,nodes=32_prio=1_arrival=4s,3,4.0005,0.4178,0.357,0.4178,368.0456,0.0,0.0,0.0,368.0456,1.0,,,,1.0,2.6276,,,,2.6276
default,nodes=32_prio=1_arrival=4s,3,5.0006,0.3889,0.413,0.413,397.0427,0.0,0.0,0.0,397.0427,0.0,,,,0.0,4.5553,,,,4.5553
default,nodes=32_prio=1_arrival=4s,3,5.0007,0.4835,0.3879,0.4835,418.0547,0.0,0.0,0.0,418.0547,0.0,,,,0.0,2.5013,,,,2.5013
default,nodes=32_prio=1_arrival=4s,3,5.0007,0.4606,0.4087,0.4606,483.0644,0.0,0.0,0.0,483.0644,1.0,,,,1.0,2.6276,,,,2.6276
default,nodes=32_prio=1_arrival=4s,3,6.0006,0.4175,0.4412,0.4412,503.052,0.0,0.0,0.0,503.052,0.0,,,,0.0,4.5553,,,,4.5553
default,nodes=32_prio=1_arrival=4s,3,6.0007,0.5245,0.4187,0.5245,531.0643,0.0,0.0,0.0,531.0643,0.0,,,,0.0,2.5013,,,,2.5013
default,nodes=32_prio=1_arrival=4s,3,6.0008,0.524,0.4343,0.524,607.0787,0.0,0.0,0.0,607.0787,1.0,,,,1.0,2.6276,,,,2.6276
