scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
default,nodes=32_prio=4_arrival=16s,3,0.0,0.2539,0.2584,0.2605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4191,0.084,0.0748,0.0527,1.4548
default,nodes=32_prio=4_arrival=16s,3,1.0001,0.2967,0.3534,0.3534,21.0021,18.0018,8.0008,12.0012,59.0058,0.0,0.0,0.0,0.0,0.0,2.2369,0.0877,0.0814,0.037,0.8237
default,nodes=32_prio=4_arrival=16s,3,1.0001,0.2554,0.2513,0.2554,27.0029,14.0015,13.0014,6.0007,60.0065,0.0,0.0,0.0,0.0,0.0,6.4026,0.0376,0.0664,0.021,2.1768
default,nodes=32_prio=4_arrival=16s,3,1.0001,0.2921,0.3221,0.3221,23.0028,22.0027,19.0023,13.0016,77.0093,0.0,0.0,0.0,0.0,0.0,4.6178,0.1267,0.0766,0.1,1.364
default,nodes=32_prio=4_arrival=16s,3,2.0002,0.316,0.3137,0.316,59.0061,29.003,28.0029,15.0015,131.0135,0.0,0.0,0.0,0.0,0.0,6.4026,0.0376,0.0664,0.021,2.1768
default,nodes=32_prio=4_arrival=16s,3,2.0002,0.3347,0.352,0.352,49.0054,47.0052,42.0046,28.0031,166.0183,0.0,0.0,0.0,0.0,0.0,4.6178,0.1267,0.0766,0.1,1.364
default,nodes=32_prio=4_arrival=16s,3,2.0003,0.3311,0.4364,0.4364,43.0055,38.0049,19.0025,26.0034,126.0162,0.0,0.0,0.0,0.0,0.0,2.2369,0.0877,0.0814,0.037,0.8237
default,nodes=32_prio=4_arrival=16s,3,3.0003,0.3723,0.3427,0.3723,95.0103,48.0052,43.0046,25.0027,211.0229,0.0,0.0,0.0,0.0,0.0,6.4026,0.0376,0.0664,0.021,2.1768
default,nodes=32_prio=4_arrival=16s,3,3.0003,0.3922,0.4849,0.4849,70.008,62.0071,30.0035,41.0048,203.0234,0.0,0.0,0.0,0.0,0.0,2.2369,0.0877,0.0814,0.037,0.8237
default,nodes=32_prio=4_arrival=16s,3,3.0004,0.3626,0.4044,0.4044,77.0092,74.0089,69.0083,45.0054,265.0319,0.0,0.0,0.0,0.0,0.0,4.6178,0.1267,0.0766,0.1,1.364
default,nodes=32_prio=4_arrival=16s,3,4.0004,0.4345,0.3644,0.4345,133.0137,67.0069,61.0063,41.0042,302.0311,0.0,0.0,0.0,0.0,0.0,6.4026,0.0376,0.0664,0.021,2.1768
default,nodes=32_prio=4_arrival=16s,3,4.0005,0.4196,0.4478,0.4478,105.0119,104.0118,101.0114,65.0073,375.0424,0.0,0.0,0.0,0.0,0.0,4.6178,0.1267,0.0766,0.1,1.364
default,nodes=32_prio=4_arrival=16s,3,4.0005,0.4238,0.5315,0.5315,105.013,87.0107,41.0051,58.0072,291.036,0.0,0.0,0.0,0.0,0.0,2.2369,0.0877,0.0814,0.037,0.8237
default,nodes=32_prio=4_arrival=16s,3,5.0006,0.495,0.4264,0.495,172.02,92.0109,80.0093,59.007,403.0473,0.0,0.0,0.0,0.0,0.0,6.4026,0.0376,0.0664,0.021,2.1768
default,nodes=32_prio=4_arrival=16s,3,5.0006,0.4825,0.4852,0.4852,136.0157,138.0159,136.0157,86.0099,496.0572,0.0,0.0,0.0,0.0,0.0,4.6178,0.1267,0.0766,0.1,1.364
default,nodes=32_prio=4_arrival=16s,3,5.0007,0.5148,0.5654,0.5654,140.019,117.0158,58.008,76.0103,391.0531,0.0,0.0,0.0,0.0,0.0,2.2369,0.0877,0.0814,0.037,0.8237
default,nodes=32_prio=4_arrival=16s,3,6.0007,0.5144,0.5126,0.5144,171.019,172.0191,175.0193,108.0119,626.0693,0.0,0.0,0.0,0.0,0.0,4.6178,0.1267,0.0766,0.1,1.364
default,nodes=32_prio=4_arrival=16s,3,6.0007,0.5307,0.4546,0.5307,215.0254,119.0144,99.0117,80.0097,513.0612,0.0,0.0,0.0,0.0,0.0,6.4026,0.0376,0.0664,0.021,2.1768
default,nodes=32_prio=4_arrival=16s,3,6.0008,0.5658,0.6021,0.6021,177.023,153.0197,76.01,94.0122,500.065,0.0,0.0,0.0,0.0,0.0,2.2369,0.0877,0.0814,0.037,0.8237
default,nodes=32_prio=4_arrival=16s,3,7.0008,0.5433,0.5469,0.5469,208.0229,209.023,219.024,131.0144,767.0844,0.0,0.0,0.0,0.0,0.0,4.6178,0.1267,0.0766,0.1,1.364
default,nodes=32_prio=4_arrival=16s,3,7.0008,0.5602,0.4896,0.5602,262.0313,147.0178,121.0145,104.0127,634.0763,0.0,0.0,0.0,0.0,0.0,6.4026,0.0376,0.0664,0.021,2.1768
default,nodes=32_prio=4_arrival=16s,3,7.0009,0.5973,0.6576,0.6576,221.0299,191.0257,95.0129,113.0152,620.0837,0.0,0.0,0.0,0.0,0.0,2.2369,0.0877,0.0814,0.037,0.8237
default,nodes=32_prio=4_arrival=16s,3,8.0009,0.5725,0.5724,0.5725,249.0263,251.0265,263.0276,155.0164,918.0968,0.0,0.0,0.0,0.0,0.0,4.6178,0.1267,0.0766,0.1,1.364
default,nodes=32_prio=4_arrival=16s,3,8.001,0.6178,0.5228,0.6178,312.0387,179.0226,146.0182,129.0164,766.0958,0.0,0.0,0.0,0.0,0.0,6.4026,0.0376,0.0664,0.021,2.1768
